estimated
A09
A10
E03
A10
A10
A09
A10
A10
A10
A10
A10
A10
E03
A10
H02
A09
A10
A10
H02
A10
A06
A10
A10
A10
A10
A10
A10
A07
A07
S07
E03
A07
A10
A10
A10
A10
A10
A10
A10
A01
A11
A10
A10
A10
A10
A10
A10
A10
A10
E03
A10
A10
A10
A10
S06
A11
A10
A10
A10
S08
A11
A10
S07
H02
A10
A11
A10
A10
E03
A10
A10
A10
A10
H02
A10
A09
A10
E03
S07
S07
A10
A10
A10
A10
A06
A09
A09
A10
A10
A10
A11
