timeStamp,uuid,minor,rssi
2022-05-10 14:33:14 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-53
2022-05-10 14:33:15 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:16 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-45
2022-05-10 14:33:17 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:18 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:19 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-48
2022-05-10 14:33:20 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-48
2022-05-10 14:33:21 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:22 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-43
2022-05-10 14:33:23 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:24 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-45
2022-05-10 14:33:25 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:26 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:27 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-45
2022-05-10 14:33:28 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:29 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:30 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-46
2022-05-10 14:33:31 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-46
2022-05-10 14:33:32 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-45
2022-05-10 14:33:33 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:34 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-46
2022-05-10 14:33:35 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-46
2022-05-10 14:33:37 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:38 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:39 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-44
2022-05-10 14:33:40 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-46
