"Date","UUID","Major","Minor","RSSI","Filtered RSSI","Error"
"2022-05-20T04:09:28.352","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-57","-57.0","0.0"
"2022-05-20T04:09:29.453","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-56","-56.4995","0.24950024999999762"
"2022-05-20T04:09:32.778","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-59.34243","32.008098304899995"
"2022-05-20T04:09:33.883","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-68","-61.52193","41.965390924900035"
"2022-05-20T04:09:34.996","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-67","-62.630634","19.091359241955995"
"2022-05-20T04:09:37.211","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-62","-62.523613","0.27417057376899734"
"2022-05-20T04:09:38.318","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-62","-62.44688","0.19970173440000014"
"2022-05-20T04:09:39.426","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-61","-62.25975","1.586970062499992"
"2022-05-20T04:09:40.535","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-62","-62.229595","0.05271386402500153"
"2022-05-20T04:09:42.750","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-68","-62.839035","26.635559731224973"
"2022-05-20T04:09:43.867","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-67","-63.24331","14.112719756099992"
"2022-05-20T04:09:44.975","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-62","-63.131145","1.2794890110249921"
"2022-05-20T04:09:48.300","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-68","-63.542217","19.87182927508899"
"2022-05-20T04:09:49.410","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-68","-63.89685","16.835839922499996"
"2022-05-20T04:09:50.529","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-67","-64.130844","8.232056152336021"
"2022-05-20T04:09:52.736","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-68","-64.40881","12.896645616099981"
"2022-05-20T04:09:53.843","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-62","-64.24317","5.031811648900028"
"2022-05-20T04:09:54.953","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-61","-64.02884","9.173871745600014"
"2022-05-20T04:09:58.275","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-64","-64.027","7.290000000000552E-4"
"2022-05-20T04:09:59.383","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-67","-64.21041","7.781812368100022"
"2022-05-20T04:10:00.494","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-68","-64.43733","12.69261752889998"
"2022-05-20T04:10:02.719","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-61","-64.23703","10.478363220900027"
"2022-05-20T04:10:03.825","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-62","-64.10986","4.45150921959999"
"2022-05-20T04:10:04.932","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-62","-63.992607","3.9704826564489983"
"2022-05-20T04:10:08.254","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-68","-64.210785","14.35815031622499"
"2022-05-20T04:10:09.364","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-62","-64.09267","4.379267728899992"
"2022-05-20T04:10:10.472","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-62","-63.982765","3.931357045225002"
"2022-05-20T04:10:12.684","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-62","-63.880257","3.535366386049001"
"2022-05-20T04:10:13.794","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-67","-64.039246","8.766064248515967"
"2022-05-20T04:10:14.904","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-67","-64.18816","7.90644418560002"
"2022-05-20T04:10:18.220","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-59","-63.930317","24.308025720489024"
"2022-05-20T04:10:19.330","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-58","-63.63879","31.795952664100003"
"2022-05-20T04:10:20.446","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-58","-63.364357","28.77632602344898"
