timeStamp,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020
2022-06-25 19:49:55 +0000 ,-64.0,-200.0,-76.0,-76.0,-200.0,-62.0,-64.0,-200.0,-75.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-84.0,-200.0,-83.0,-76.0,-85.0
2022-06-25 19:49:56 +0000 ,-64.43014,-200.0,-75.56986,-75.56986,-200.0,-62.430138,-63.569862,-59.0,-200.0,-200.0,-200.0,-94.0,-82.0,-200.0,-73.0,-87.01098,-87.0,-83.0,-77.29041,-200.0
2022-06-25 19:49:57 +0000 ,-64.363365,-200.0,-200.0,-200.0,-65.0,-200.0,-63.636642,-58.569862,-72.849304,-83.0,-200.0,-92.70959,-83.72056,-90.0,-73.860275,-200.0,-87.43014,-83.27617,-77.6424,-200.0
2022-06-25 19:49:58 +0000 ,-200.0,-200.0,-75.08431,-75.636635,-64.56986,-61.811035,-200.0,-58.912804,-71.80238,-82.56986,-95.0,-92.3576,-84.5581,-89.139725,-74.555214,-84.886566,-87.91569,-200.0,-200.0,-87.150696
2022-06-25 19:49:59 +0000 ,-64.88023,-200.0,-73.96694,-74.91442,-64.36047,-61.3167,-65.37862,-59.414913,-71.926445,-82.636635,-94.139725,-92.87603,-85.15702,-87.89246,-75.15494,-83.41752,-88.417015,-83.884445,-77.945366,-87.921455
2022-06-25 19:50:00 +0000 ,-65.18002,-200.0,-72.60137,-74.11002,-64.26208,-61.0279,-66.83094,-200.0,-71.66644,-82.94116,-93.444786,-200.0,-200.0,-87.30829,-200.0,-82.66793,-200.0,-84.18331,-78.34185,-88.8319
2022-06-25 19:50:01 +0000 ,-65.33191,-200.0,-72.82015,-73.53395,-200.0,-60.837505,-67.50923,-59.597427,-200.0,-200.0,-200.0,-92.18581,-85.72641,-200.0,-74.403534,-82.73212,-88.26875,-84.474174,-78.36981,-200.0
2022-06-25 19:50:02 +0000 ,-200.0,-200.0,-200.0,-200.0,-64.36976,-200.0,-68.03474,-59.532406,-72.055725,-83.00825,-92.43437,-91.41046,-85.44959,-86.69102,-74.84419,-200.0,-88.17333,-84.477,-78.5542,-200.0
2022-06-25 19:50:03 +0000 ,-200.0,-200.0,-73.212975,-72.75719,-64.34691,-60.946148,-200.0,-59.446186,-72.7768,-82.587944,-92.17655,-91.22457,-85.0529,-85.91337,-75.02865,-82.69317,-88.14526,-200.0,-200.0,-89.69194
2022-06-25 19:50:04 +0000 ,-65.4401,-200.0,-73.253296,-72.28541,-64.046455,-60.6607,-67.47879,-59.491,-73.171005,-81.6803,-92.56263,-91.30158,-84.97395,-85.27963,-74.257065,-82.37321,-88.01453,-85.17513,-78.65458,-89.88592
2022-06-25 19:50:05 +0000 ,-65.192535,-200.0,-73.0189,-72.38314,-63.858814,-60.407467,-66.75068,-200.0,-73.41407,-81.403336,-200.0,-200.0,-200.0,-84.912865,-200.0,-82.05781,-200.0,-85.54779,-78.0983,-90.02653
2022-06-25 19:50:06 +0000 ,-65.10188,-200.0,-72.582924,-72.58283,-200.0,-60.233643,-66.63056,-59.558643,-200.0,-200.0,-200.0,-200.0,-85.2785,-200.0,-74.027695,-81.523705,-88.38152,-85.5405,-77.46865,-200.0
2022-06-25 19:50:07 +0000 ,-65.64922,-200.0,-200.0,-200.0,-64.246506,-200.0,-67.46429,-59.51983,-73.703255,-80.84791,-200.0,-91.79585,-85.33465,-85.46156,-73.930954,-200.0,-88.455124,-85.91701,-76.861435,-90.058304
2022-06-25 19:50:08 +0000 ,-200.0,-200.0,-71.90291,-200.0,-64.4301,-60.178127,-200.0,-59.54728,-73.97019,-80.34251,-92.102394,-91.94178,-85.55934,-85.95893,-73.91062,-81.43728,-88.31436,-200.0,-200.0,-89.84983
2022-06-25 19:50:09 +0000 ,-65.656044,-200.0,-71.33421,-72.57181,-64.232735,-60.07487,-67.32099,-59.76446,-74.19448,-80.5691,-91.28721,-91.94854,-86.3305,-85.87304,-74.33838,-81.58304,-88.169136,-85.86672,-76.742134,-89.248085
2022-06-25 19:50:10 +0000 ,-65.38947,-200.0,-71.03534,-72.34147,-64.069595,-59.96099,-66.86319,-200.0,-74.22545,-81.198944,-90.78527,-200.0,-200.0,-85.58249,-200.0,-81.81333,-200.0,-85.668945,-76.92978,-88.63814
