timeStamp,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020
2022-06-25 19:14:17 +0000 ,-200.0,-200.0,-200.0,-200.0,-70.0,-200.0,-200.0,-62.0,-88.0,-83.0,-200.0,-92.0,-88.0,-200.0,-63.0,-200.0,-81.0,-200.0,-200.0,-200.0
2022-06-25 19:14:18 +0000 ,-200.0,-200.0,-75.0,-200.0,-70.0,-63.0,-200.0,-62.430138,-83.26848,-84.29041,-94.0,-92.43014,-88.860275,-94.0,-63.0,-80.0,-80.56986,-200.0,-200.0,-90.0
2022-06-25 19:14:19 +0000 ,-70.0,-200.0,-75.860275,-73.0,-69.72383,-62.569862,-59.0,-62.363358,-81.51756,-83.81392,-200.0,-200.0,-200.0,-93.56986,-63.27616,-78.27944,-83.39827,-79.0,-72.0,-90.43014
2022-06-25 19:14:20 +0000 ,-69.56986,-200.0,-76.279045,-73.0,-69.93695,-62.360477,-58.569862,-200.0,-81.24107,-83.52414,-200.0,-200.0,-200.0,-93.9128,-200.0,-77.4419,-200.0,-78.56986,-72.860275,-90.63953
2022-06-25 19:14:21 +0000 ,-69.636635,-200.0,-76.47584,-73.0,-200.0,-62.878128,-58.360477,-63.29092,-200.0,-200.0,-200.0,-92.63953,-89.002884,-200.0,-64.295135,-200.0,-83.00904,-78.9128,-73.002884,-200.0
2022-06-25 19:14:22 +0000 ,-200.0,-200.0,-200.0,-72.38395,-70.17012,-200.0,-58.67278,-63.939304,-80.36241,-83.40918,-93.139725,-92.327225,-89.002106,-93.59351,-64.28196,-200.0,-82.12971,-80.44166,-73.002106,-200.0
2022-06-25 19:14:23 +0000 ,-73.43209,-200.0,-76.2605,-72.02622,-70.60303,-63.673847,-200.0,-64.04183,-79.41476,-83.891754,-92.168625,-91.7058,-89.66228,-92.91368,-64.323685,-77.86971,-82.387535,-200.0,-200.0,-90.943275
2022-06-25 19:14:24 +0000 ,-74.15003,-200.0,-76.3062,-71.83613,-70.62479,-63.73159,-58.96389,-64.15719,-79.3105,-84.27297,-91.98737,-200.0,-200.0,-92.23438,-64.55534,-78.33696,-82.68847,-80.50471,-200.0,-90.84474
2022-06-25 19:14:25 +0000 ,-73.37864,-200.0,-76.540695,-71.70072,-70.4244,-63.368847,-59.15581,-200.0,-79.62992,-84.52384,-92.1553,-200.0,-200.0,-91.588455,-200.0,-79.20337,-200.0,-80.086395,-76.13962,-90.40908
2022-06-25 19:14:26 +0000 ,-73.03596,-200.0,-76.64304,-71.4893,-200.0,-62.80548,-59.170387,-64.27962,-200.0,-200.0,-200.0,-91.3442,-88.465836,-200.0,-64.32667,-200.0,-83.09825,-79.74852,-77.26277,-200.0
