timeStamp,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020
2022-06-25 20:29:37 +0000 ,-200.0,-200.0,-65.0,-200.0,-61.0,-200.0,-200.0,-64.0,-71.0,-81.0,-93.0,-91.0,-82.0,-82.0,-73.0,-200.0,-91.0,-200.0,-200.0,-88.0
2022-06-25 20:29:38 +0000 ,-73.0,-200.0,-64.139725,-74.0,-61.86028,-67.0,-200.0,-64.0,-71.860275,-79.70959,-93.0,-90.56986,-83.29041,-81.139725,-73.43014,-79.0,-90.56986,-200.0,-200.0,-86.27944
2022-06-25 20:29:39 +0000 ,-73.43014,-200.0,-64.273285,-74.43014,-61.726723,-67.43014,-72.0,-200.0,-72.279045,-79.63376,-200.0,-200.0,-83.36624,-79.89246,-73.63953,-79.0,-91.188965,-87.0,-74.0,-85.994225
2022-06-25 20:29:40 +0000 ,-73.91569,-200.0,-65.08769,-74.363365,-200.0,-67.0872,-71.56986,-65.65698,-200.0,-200.0,-200.0,-90.36047,-200.0,-200.0,-200.0,-79.55232,-200.0,-86.56986,-74.43014,-86.81719
2022-06-25 20:29:41 +0000 ,-73.800964,-200.0,-200.0,-75.08558,-62.9658,-66.790436,-71.636635,-66.63709,-200.0,-79.32302,-200.0,-90.672775,-82.855576,-80.33503,-73.73792,-200.0,-90.8619,-85.80815,-74.91569,-200.0
2022-06-25 20:29:42 +0000 ,-200.0,-200.0,-65.89163,-200.0,-63.244205,-200.0,-71.94116,-66.82505,-71.859795,-79.85862,-93.82849,-91.45936,-82.61374,-80.424095,-73.465096,-79.331436,-90.78383,-85.51995,-75.62235,-86.52436
2022-06-25 20:29:43 +0000 ,-73.79044,-200.0,-65.90903,-74.568726,-62.780193,-66.94738,-200.0,-66.85745,-70.956406,-80.30091,-93.39447,-91.55683,-82.91883,-79.78716,-73.05412,-79.0394,-90.68428,-200.0,-200.0,-86.05677
2022-06-25 20:29:44 +0000 ,-73.410484,-200.0,-65.76182,-73.7681,-62.452095,-67.00276,-70.85216,-200.0,-70.50274,-80.331795,-92.86927,-200.0,-200.0,-79.296,-72.72147,-79.126045,-200.0,-86.06653,-75.9787,-85.47942
2022-06-25 20:29:45 +0000 ,-73.14226,-200.0,-65.65115,-73.15788,-200.0,-67.00232,-69.907745,-67.00268,-70.50365,-200.0,-200.0,-91.58878,-200.0,-200.0,-200.0,-79.63399,-200.0,-86.191124,-76.30747,-85.85105
2022-06-25 20:29:46 +0000 ,-72.75707,-200.0,-200.0,-73.356964,-62.24116,-200.0,-69.51919,-67.147545,-200.0,-200.0,-92.10425,-91.42925,-83.37799,-200.0,-72.58104,-200.0,-90.93988,-86.16017,-76.58157,-200.0
2022-06-25 20:29:47 +0000 ,-200.0,-200.0,-66.467896,-200.0,-61.875484,-200.0,-69.298515,-67.46156,-70.795006,-80.72213,-91.43959,-91.2393,-83.758865,-79.291374,-72.20273,-200.0,-90.91024,-86.1369,-77.22614,-85.398796
2022-06-25 20:29:48 +0000 ,-72.79213,-200.0,-66.184944,-74.10968,-61.707,-66.782715,-200.0,-67.77506,-71.08804,-81.15775,-91.04958,-91.08625,-84.05671,-79.184814,-71.71387,-79.79405,-90.78927,-200.0,-200.0,-84.91868
2022-06-25 20:29:49 +0000 ,-72.94131,-200.0,-65.758064,-74.37054,-62.064156,-66.54579,-69.326675,-200.0,-71.04421,-81.13548,-90.67683,-200.0,-200.0,-79.13181,-71.3701,-79.721054,-200.0,-85.81761,-77.960945,-84.66733
2022-06-25 20:29:50 +0000 ,-72.97649,-200.0,-65.45329,-74.35583,-200.0,-66.261566,-69.31652,-68.12151,-70.83499,-81.00351,-200.0,-91.04787,-200.0,-200.0,-200.0,-79.632,-200.0,-85.65627,-78.30331,-84.73382
2022-06-25 20:29:51 +0000 ,-73.06266,-200.0,-200.0,-74.65082,-200.0,-66.174446,-69.27973,-68.10529,-200.0,-200.0,-200.0,-90.87543,-84.39003,-200.0,-71.02463,-200.0,-90.41183,-85.66786,-78.412636,-200.0
2022-06-25 20:29:52 +0000 ,-200.0,-200.0,-65.1132,-200.0,-62.666214,-200.0,-69.248825,-67.98819,-70.715805,-81.05977,-90.43956,-90.75689,-84.6055,-79.11649,-70.70417,-200.0,-90.0153,-85.62099,-78.39397,-84.46715
2022-06-25 20:29:53 +0000 ,-73.482635,-200.0,-64.94958,-74.44451,-62.910667,-65.98802,-200.0,-67.96453,-70.88046,-81.239555,-90.360115,-90.91174,-84.75959,-79.5215,-70.42754,-79.470695,-89.84926,-200.0,-200.0,-84.42218
2022-06-25 20:29:54 +0000 ,-73.94475,-200.0,-65.15609,-74.09215,-62.634968,-65.69723,-69.3828,-200.0,-71.17471,-81.57449,-90.15317,-200.0,-84.810844,-79.7555,-70.11117,-79.14103,-89.99978,-85.47503,-78.432396,-84.47958
2022-06-25 20:29:55 +0000 ,-74.12197,-200.0,-64.991295,-73.860176,-200.0,-65.26645,-69.4708,-67.89284,-71.53061,-200.0,-200.0,-91.26963,-200.0,-200.0,-200.0,-78.72807,-200.0,-85.47899,-78.56789,-84.53004
2022-06-25 20:29:56 +0000 ,-74.42733,-200.0,-200.0,-73.826675,-62.649925,-200.0,-69.52338,-67.8797,-200.0,-200.0,-90.40603,-91.484436,-84.52048,-80.57965,-69.95639,-200.0,-90.20439,-85.530754,-78.55973,-200.0
2022-06-25 20:29:57 +0000 ,-200.0,-200.0,-64.92302,-200.0,-62.63398,-200.0,-69.422745,-67.963066,-71.72011,-81.68915,-90.77368,-91.62839,-84.32117,-80.989006,-70.00944,-79.12098,-90.45799,-85.57625,-78.50546,-84.64662
2022-06-25 20:29:58 +0000 ,-74.550835,-200.0,-64.930214,-73.91508,-62.573765,-65.21868,-200.0,-68.059875,-71.76973,-81.64587,-90.86856,-91.61498,-84.19309,-81.18396,-70.31413,-79.47938,-90.484184,-200.0,-200.0,-84.77299
2022-06-25 20:29:59 +0000 ,-74.59277,-200.0,-64.79715,-73.80417,-62.661667,-65.29442,-69.28762,-200.0,-71.7205,-81.65646,-90.8813,-200.0,-200.0,-81.21256,-70.72314,-79.43008,-200.0,-85.4726,-78.529396,-84.81619
2022-06-25 20:30:00 +0000 ,-74.630264,-200.0,-64.6337,-73.56837,-200.0,-65.28949,-69.16739,-67.93719,-71.65418,-200.0,-200.0,-91.55839,-200.0,-200.0,-200.0,-79.36619,-200.0,-85.476585,-78.43187,-84.97075
2022-06-25 20:30:01 +0000 ,-74.526054,-200.0,-200.0,-73.472626,-62.854595,-65.19173,-69.269165,-67.89884,-200.0,-200.0,-200.0,-91.5076,-84.07977,-81.404915,-70.90535,-200.0,-90.65402,-85.524765,-78.30008,-200.0
2022-06-25 20:30:02 +0000 ,-200.0,-200.0,-65.30551,-200.0,-62.498344,-200.0,-69.42658,-67.703224,-71.663605,-81.617805,-90.82064,-91.46188,-83.90822,-81.29507,-71.1404,-79.33199,-90.943794,-85.77476,-78.31969,-84.74401
