timeStamp,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020
2022-06-25 19:32:58 +0000 ,-200.0,-200.0,-76.0,-200.0,-64.0,-200.0,-200.0,-66.0,-67.0,-72.0,-90.0,-88.0,-79.0,-85.0,-75.0,-84.0,-200.0,-200.0,-200.0,-85.0
2022-06-25 19:32:59 +0000 ,-62.0,-200.0,-72.55888,-64.0,-64.0,-68.0,-66.0,-66.43014,-66.56986,-72.43014,-90.0,-88.0,-79.860275,-85.0,-75.0,-81.849304,-200.0,-200.0,-200.0,-85.43014
2022-06-25 19:33:00 +0000 ,-62.0,-200.0,-70.331474,-64.860275,-64.27617,-68.43014,-65.56986,-200.0,-66.636635,-72.363365,-90.27617,-200.0,-200.0,-84.72383,-74.72383,-81.078545,-200.0,-92.0,-79.0,-86.19185
2022-06-25 19:33:01 +0000 ,-61.72384,-200.0,-68.53311,-65.831375,-200.0,-70.2965,-65.36047,-67.46801,-66.73582,-200.0,-200.0,-86.34302,-80.279045,-200.0,-200.0,-80.78415,-200.0,-91.56986,-79.0,-200.0
2022-06-25 19:33:02 +0000 ,-61.52626,-200.0,-200.0,-66.01263,-64.47375,-200.0,-65.46743,-67.132385,-200.0,-72.67488,-200.0,-85.157555,-80.68118,-200.0,-74.7316,-200.0,-200.0,-91.636635,-79.82849,-200.0
2022-06-25 19:33:03 +0000 ,-200.0,-200.0,-68.31044,-200.0,-64.58917,-71.58036,-200.0,-66.99499,-66.46345,-72.635216,-90.2684,-84.630135,-80.97045,-84.52625,-74.79047,-80.94247,-96.0,-200.0,-81.858665,-85.864006
2022-06-25 19:33:04 +0000 ,-61.57599,-200.0,-67.60061,-66.00986,-64.52567,-72.0001,-65.58424,-66.85632,-66.05278,-72.23837,-90.37469,-84.32818,-80.463196,-84.24567,-74.68969,-81.277954,-200.0,-200.0,-200.0,-85.62032
2022-06-25 19:33:05 +0000 ,-61.654526,-200.0,-66.97771,-65.86843,-64.56268,-71.76653,-65.66126,-200.0,-65.72034,-71.753746,-90.909294,-200.0,-200.0,-84.29411,-200.0,-81.8011,-200.0,-90.91442,-81.938614,-85.64501
2022-06-25 19:33:06 +0000 ,-61.588337,-200.0,-66.76443,-65.7278,-200.0,-71.60259,-65.71612,-67.57259,-65.36081,-200.0,-200.0,-85.45659,-81.85652,-200.0,-200.0,-82.15614,-200.0,-90.44033,-81.30034,-200.0
2022-06-25 19:33:07 +0000 ,-61.28361,-200.0,-200.0,-65.73171,-64.51658,-200.0,-65.75736,-68.47062,-200.0,-71.57299,-200.0,-86.14946,-82.488556,-200.0,-74.82227,-200.0,-95.139725,-90.31313,-80.888,-200.0
2022-06-25 19:33:08 +0000 ,-200.0,-200.0,-66.46211,-200.0,-64.44792,-72.06322,-200.0,-69.00473,-65.14742,-71.49684,-90.55486,-86.22719,-82.89015,-83.919876,-74.99335,-81.69864,-200.0,-200.0,-200.0,-84.96969
