timeStamp,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020
2022-06-25 20:42:06 +0000 ,-200.0,-200.0,-200.0,-200.0,-66.0,-200.0,-72.0,-55.0,-81.0,-83.0,-200.0,-93.0,-82.0,-91.0,-76.0,-200.0,-77.0,-83.0,-66.0,-200.0
2022-06-25 20:42:07 +0000 ,-200.0,-200.0,-71.0,-75.0,-66.43014,-69.0,-72.43014,-55.86028,-81.860275,-80.849304,-96.0,-93.0,-82.860275,-89.27944,-76.43014,-71.0,-77.0,-83.860275,-66.0,-90.0
2022-06-25 20:42:08 +0000 ,-77.0,-200.0,-70.56986,-74.56986,-67.19185,-69.860275,-200.0,-57.107536,-82.002884,-79.526215,-200.0,-93.27617,-83.555214,-88.4419,-76.363365,-71.43014,-77.0,-200.0,-200.0,-90.0
2022-06-25 20:42:09 +0000 ,-77.0,-200.0,-70.08431,-74.36047,-67.685394,-70.002884,-70.706375,-200.0,-82.412796,-78.63131,-200.0,-200.0,-200.0,-88.048325,-76.05884,-72.19185,-200.0,-83.726715,-66.27617,-89.72383
2022-06-25 20:42:10 +0000 ,-77.27617,-200.0,-69.99368,-75.699524,-200.0,-70.002106,-70.03778,-57.281013,-200.0,-200.0,-200.0,-93.47375,-84.97632,-200.0,-200.0,-73.917496,-77.20535,-83.7337,-66.47375,-89.115555
2022-06-25 20:42:11 +0000 ,-77.47375,-200.0,-200.0,-200.0,-67.478264,-200.0,-69.97531,-57.05422,-82.92609,-79.87089,-200.0,-93.42401,-85.25241,-88.31385,-75.66144,-200.0,-77.70996,-83.95726,-66.42401,-200.0
2022-06-25 20:42:12 +0000 ,-200.0,-200.0,-71.316315,-200.0,-67.48363,-200.0,-69.840294,-56.858944,-82.61228,-80.63306,-200.0,-93.62465,-85.90362,-88.626175,-75.35369,-74.425835,-78.552925,-84.01082,-67.18303,-89.14701
2022-06-25 20:42:13 +0000 ,-77.75433,-200.0,-72.41476,-74.88024,-67.689384,-70.497116,-200.0,-57.330524,-82.31138,-80.40569,-200.0,-93.847374,-86.68913,-88.848656,-75.01234,-74.67178,-79.2731,-200.0,-200.0,-89.16541
2022-06-25 20:42:14 +0000 ,-77.28712,-200.0,-72.91304,-74.07022,-67.55087,-70.68155,-69.704216,-200.0,-82.23052,-79.9466,-200.0,-200.0,-200.0,-89.01591,-74.72002,-74.76474,-200.0,-84.00907,-68.32951,-88.77222
2022-06-25 20:42:15 +0000 ,-76.63265,-200.0,-73.32582,-73.57301,-200.0,-70.855255,-69.71154,-57.64429,-200.0,-200.0,-200.0,-93.79554,-86.76717,-200.0,-200.0,-74.689285,-79.48558,-84.22701,-69.29847,-88.15026
2022-06-25 20:42:16 +0000 ,-76.10497,-200.0,-200.0,-200.0,-67.94695,-200.0,-69.54915,-57.824463,-82.099525,-79.856094,-200.0,-93.589455,-86.26376,-89.247055,-74.49143,-200.0,-79.55395,-84.06118,-70.05619,-200.0
2022-06-25 20:42:17 +0000 ,-200.0,-200.0,-73.9823,-73.52815,-68.540825,-71.13118,-69.17118,-57.782997,-81.96374,-79.87386,-200.0,-93.29983,-85.830505,-89.37022,-74.307236,-74.99914,-80.26228,-83.99326,-70.85339,-88.30125
2022-06-25 20:42:18 +0000 ,-75.69233,-200.0,-74.32203,-73.4905,-69.05908,-71.17882,-200.0,-57.86773,-82.115326,-79.97639,-200.0,-92.94468,-85.50154,-89.355545,-74.067444,-75.27642,-81.04536,-200.0,-200.0,-88.4479
2022-06-25 20:42:19 +0000 ,-75.2665,-200.0,-74.34131,-73.24328,-69.49455,-71.343376,-69.3298,-200.0,-82.323586,-80.00591,-200.0,-200.0,-200.0,-89.48341,-73.92257,-75.47674,-200.0,-83.99404,-72.00709,-88.59993
2022-06-25 20:42:20 +0000 ,-74.711136,-200.0,-75.22293,-72.80683,-200.0,-71.62377,-69.62486,-58.159996,-200.0,-200.0,-200.0,-92.70287,-200.0,-200.0,-200.0,-75.64506,-81.70335,-83.9947,-72.10839,-88.8382
2022-06-25 20:42:21 +0000 ,-74.35771,-200.0,-200.0,-200.0,-70.186615,-200.0,-69.63602,-58.30056,-82.90202,-80.00529,-93.849304,-92.52245,-85.392265,-89.403595,-73.6645,-200.0,-82.184364,-84.075424,-72.125496,-200.0
2022-06-25 20:42:22 +0000 ,-200.0,-200.0,-76.01831,-200.0,-70.65133,-71.96992,-200.0,-58.29468,-83.061264,-80.004745,-93.35471,-92.44414,-85.350716,-89.33744,-73.39194,-75.307625,-82.72955,-84.47972,-200.0,-88.90691
2022-06-25 20:42:23 +0000 ,-74.42857,-200.0,-76.32051,-72.6369,-70.90879,-72.210785,-200.0,-200.0,-82.979965,-80.38035,-200.0,-92.550446,-85.23741,-89.153496,-73.22953,-74.94439,-82.952286,-200.0,-200.0,-88.83901
2022-06-25 20:42:24 +0000 ,-74.511894,-200.0,-76.41215,-72.80991,-71.11151,-72.70353,-69.648384,-200.0,-83.03179,-81.04844,-200.0,-200.0,-200.0,-88.87132,-73.183754,-74.80231,-200.0,-84.62792,-72.36981,-88.68045
2022-06-25 20:42:25 +0000 ,-74.40995,-200.0,-76.39573,-72.56938,-200.0,-73.15449,-69.6081,-58.641476,-200.0,-200.0,-200.0,-92.397316,-84.96406,-200.0,-200.0,-74.87136,-83.053856,-84.663994,-72.55589,-88.51754
2022-06-25 20:42:26 +0000 ,-74.27326,-200.0,-200.0,-200.0,-71.72253,-200.0,-69.47574,-58.917175,-83.12375,-81.56481,-200.0,-92.24156,-84.75013,-88.81443,-73.45408,-200.0,-82.99983,-84.98367,-72.62247,-200.0
2022-06-25 20:42:27 +0000 ,-200.0,-200.0,-76.57396,-72.13957,-72.04834,-73.89435,-70.702484,-59.18694,-83.20556,-81.90819,-200.0,-92.05489,-84.58391,-88.761024,-73.99737,-75.26633,-83.11868,-85.42941,-73.3058,-88.30146
2022-06-25 20:42:28 +0000 ,-74.22427,-200.0,-76.80047,-71.95852,-72.08849,-74.23257,-200.0,-59.520325,-83.41816,-81.70458,-200.0,-91.79601,-84.577484,-88.48176,-74.54987,-75.708305,-83.29185,-200.0,-200.0,-88.29878
2022-06-25 20:42:29 +0000 ,-74.20333,-200.0,-76.93318,-72.01136,-72.01153,-74.39758,-71.23388,-200.0,-83.79082,-81.5055,-200.0,-200.0,-200.0,-88.16509,-75.11448,-75.894104,-200.0,-85.64088,-73.268745,-88.36333
2022-06-25 20:42:30 +0000 ,-74.324104,-200.0,-77.37481,-72.1744,-200.0,-74.754295,-71.25696,-59.491898,-200.0,-200.0,-200.0,-200.0,-85.10457,-200.0,-200.0,-75.85684,-83.79181,-85.764496,-73.24685,-200.0
2022-06-25 20:42:31 +0000 ,-74.54545,-200.0,-200.0,-200.0,-72.19342,-200.0,-71.23359,-59.35621,-200.0,-81.71115,-200.0,-91.817406,-84.973564,-88.357796,-75.43971,-200.0,-84.28258,-85.87575,-73.52211,-200.0
2022-06-25 20:42:32 +0000 ,-200.0,-200.0,-77.81308,-72.34244,-72.30866,-75.27828,-71.2808,-59.097603,-83.896866,-81.53107,-200.0,-91.9239,-84.68402,-88.61534,-75.66832,-75.779686,-84.4331,-86.043816,-73.83527,-88.35231
2022-06-25 20:42:33 +0000 ,-74.766464,-200.0,-77.84853,-72.35535,-72.23553,-74.90633,-200.0,-200.0,-83.90607,-81.352394,-200.0,-200.0,-84.44436,-88.49072,-75.539,-75.9131,-84.416145,-200.0,-200.0,-88.45708
2022-06-25 20:42:34 +0000 ,-75.03359,-200.0,-77.7733,-72.255104,-72.193436,-74.357315,-70.938934,-200.0,-83.981606,-81.43366,-200.0,-200.0,-200.0,-88.20433,-75.24835,-75.963715,-200.0,-86.21727,-73.57642,-88.39181
2022-06-25 20:42:35 +0000 ,-75.094986,-200.0,-78.23973,-71.87231,-200.0,-73.88227,-70.83707,-58.888687,-200.0,-200.0,-200.0,-92.01998,-84.42925,-200.0,-200.0,-75.96691,-84.245804,-86.17394,-73.17062,-88.47004
2022-06-25 20:42:36 +0000 ,-74.88612,-200.0,-200.0,-200.0,-72.17647,-200.0,-70.78461,-58.721214,-84.004555,-81.970085,-92.8472,-91.97245,-84.34592,-88.45527,-75.49543,-200.0,-84.1153,-86.13746,-72.936615,-200.0
2022-06-25 20:42:37 +0000 ,-200.0,-200.0,-78.43374,-200.0,-72.22729,-73.91966,-70.51627,-58.502655,-84.00415,-82.25308,-92.772354,-91.81989,-84.22785,-88.52114,-75.7565,-76.16933,-84.0841,-86.25792,-72.89974,-88.404434
2022-06-25 20:42:38 +0000 ,-75.16497,-200.0,-78.41698,-71.507484,-72.030525,-73.83614,-200.0,-58.21661,-84.07002,-82.27316,-92.81452,-91.85976,-84.120575,-88.21172,-75.81981,-76.416626,-83.81274,-200.0,-200.0,-88.48074
2022-06-25 20:42:39 +0000 ,-75.45492,-200.0,-78.38068,-71.13147,-71.63577,-73.54326,-70.209076,-200.0,-84.15099,-81.78867,-200.0,-200.0,-200.0,-87.71442,-75.90128,-76.57554,-200.0,-86.34359,-72.84226,-88.81218
2022-06-25 20:42:40 +0000 ,-75.41246,-200.0,-78.28181,-70.83555,-200.0,-73.10273,-70.06169,-57.869358,-200.0,-200.0,-200.0,-200.0,-83.957,-200.0,-200.0,-76.69921,-200.0,-86.33475,-72.57089,-200.0
2022-06-25 20:42:41 +0000 ,-75.09236,-200.0,-200.0,-200.0,-71.234276,-200.0,-70.03535,-57.598484,-84.093056,-81.52905,-200.0,-91.95937,-83.85293,-87.67917,-75.86511,-200.0,-83.61338,-86.305756,-72.326706,-200.0
2022-06-25 20:42:42 +0000 ,-200.0,-200.0,-77.64543,-70.85276,-70.933815,-72.988846,-70.229294,-57.63619,-83.86705,-81.39688,-200.0,-91.98396,-83.77905,-87.79334,-75.659256,-77.07455,-83.60498,-86.54148,-72.059525,-88.648705
2022-06-25 20:42:43 +0000 ,-74.47524,-200.0,-76.89815,-71.08466,-71.073235,-72.989815,-200.0,-58.148323,-83.619225,-81.47263,-200.0,-200.0,-83.908325,-87.89746,-75.42978,-77.041504,-83.63912,-200.0,-200.0,-88.66106
2022-06-25 20:42:44 +0000 ,-73.96019,-200.0,-76.47832,-71.33776,-71.45612,-73.18731,-70.01001,-200.0,-83.327774,-81.66959,-200.0,-200.0,-200.0,-87.861786,-75.15506,-77.12706,-200.0,-86.64363,-71.86061,-88.908356
2022-06-25 20:42:45 +0000 ,-73.72846,-200.0,-76.37461,-71.437004,-200.0,-73.29916,-69.79484,-58.347324,-200.0,-200.0,-200.0,-92.117004,-84.28512,-200.0,-200.0,-77.22311,-83.670265,-86.87035,-72.092636,-200.0
2022-06-25 20:42:46 +0000 ,-74.0369,-200.0,-200.0,-200.0,-71.5209,-200.0,-69.8362,-58.33821,-82.97567,-81.73964,-200.0,-92.34576,-84.29936,-87.983406,-75.275085,-200.0,-83.8947,-87.270256,-72.364,-200.0
2022-06-25 20:42:47 +0000 ,-200.0,-200.0,-76.146576,-71.616745,-71.476105,-200.0,-69.87109,-58.309067,-82.633484,-81.63162,-200.0,-200.0,-84.12226,-88.026405,-75.44418,-77.6163,-84.29251,-87.54655,-72.39508,-89.04451
2022-06-25 20:42:48 +0000 ,-74.203026,-200.0,-75.941216,-71.8224,-71.3049,-73.62091,-200.0,-200.0,-82.647064,-81.556595,-200.0,-200.0,-83.93977,-87.95899,-75.512695,-77.94882,-84.63209,-200.0,-200.0,-89.12696
