timeStamp,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020
2022-06-25 19:42:47 +0000 ,-200.0,-200.0,-200.0,-200.0,-68.0,-200.0,-200.0,-72.0,-66.0,-75.0,-89.0,-93.0,-83.0,-77.0,-72.0,-200.0,-93.0,-200.0,-200.0,-89.0
2022-06-25 19:42:48 +0000 ,-69.0,-200.0,-59.0,-74.0,-68.860275,-73.0,-200.0,-72.43014,-65.56986,-75.43014,-88.56986,-93.43014,-82.56986,-77.0,-72.43014,-85.0,-93.0,-200.0,-200.0,-89.43014
2022-06-25 19:42:49 +0000 ,-66.41917,-200.0,-58.569862,-73.139725,-68.726715,-72.139725,-70.0,-200.0,-65.636635,-76.74417,-88.636635,-200.0,-85.39827,-76.72383,-71.53487,-84.56986,-93.27617,-92.0,-80.0,-88.811035
2022-06-25 19:42:50 +0000 ,-64.61053,-200.0,-58.360477,-72.444786,-69.96579,-71.720955,-70.0,-200.0,-65.53047,-78.248924,-88.94116,-91.706375,-200.0,-76.115555,-200.0,-84.9128,-200.0,-92.43014,-80.43014,-88.316696
2022-06-25 19:42:51 +0000 ,-63.83035,-200.0,-59.28883,-71.63972,-200.0,-72.140205,-70.55232,-72.0872,-200.0,-200.0,-200.0,-90.42173,-86.44649,-200.0,-71.04831,-200.0,-93.47375,-91.811035,-80.91569,-200.0
2022-06-25 19:42:52 +0000 ,-200.0,-200.0,-200.0,-200.0,-70.07905,-200.0,-71.35818,-71.99579,-65.74444,-77.96976,-89.00825,-90.33184,-85.796295,-76.47731,-71.1487,-85.62026,-93.58917,-91.52205,-81.417015,-87.697586
2022-06-25 19:42:53 +0000 ,-63.09857,-200.0,-59.77252,-72.051674,-69.87917,-71.39204,-200.0,-71.83156,-65.697815,-77.280075,-89.285904,-91.153564,-84.674324,-76.805,-72.00435,-85.4816,-93.80486,-200.0,-200.0,-87.19791
2022-06-25 19:42:54 +0000 ,-62.803802,-200.0,-59.999886,-71.62065,-69.49252,-70.438896,-71.77247,-200.0,-65.46268,-76.626755,-89.56349,-200.0,-84.61035,-77.48707,-73.3019,-85.34675,-200.0,-90.74692,-81.92938,-86.96411
2022-06-25 19:42:55 +0000 ,-62.551495,-200.0,-60.16185,-71.03432,-70.44604,-69.72005,-71.99985,-71.25875,-65.79837,-200.0,-89.991425,-91.20559,-200.0,-78.033,-200.0,-85.53487,-200.0,-90.05287,-82.452515,-87.15296
2022-06-25 19:42:56 +0000 ,-62.326126,-200.0,-200.0,-70.59355,-70.77992,-68.9604,-72.40608,-70.85316,-200.0,-200.0,-200.0,-91.030464,-84.59295,-200.0,-73.214195,-200.0,-200.0,-89.55849,-82.62079,-200.0
2022-06-25 19:42:57 +0000 ,-200.0,-200.0,-200.0,-200.0,-70.52713,-200.0,-73.002144,-70.58396,-66.023125,-77.08661,-89.9898,-90.79316,-84.41377,-77.724754,-72.78703,-200.0,-93.9984,-89.29646,-82.67587,-200.0
2022-06-25 19:42:58 +0000 ,-62.25025,-200.0,-60.17397,-70.65034,-70.23341,-68.803,-200.0,-70.47382,-66.14376,-77.33813,-89.960884,-90.478386,-84.14585,-77.5447,-72.44283,-85.747696,-94.25352,-200.0,-200.0,-87.39842
2022-06-25 19:42:59 +0000 ,-62.219345,-200.0,-60.15085,-70.723694,-69.90305,-68.73401,-72.83089,-200.0,-66.06755,-77.51319,-90.05329,-200.0,-200.0,-77.65712,-72.07106,-85.91412,-200.0,-89.3249,-83.22077,-87.969505
2022-06-25 19:43:00 +0000 ,-62.105984,-200.0,-60.13222,-70.75581,-200.0,-68.648705,-72.38794,-200.0,-65.94959,-77.4224,-90.241486,-90.19034,-200.0,-77.30405,-200.0,-86.14155,-200.0,-89.50159,-83.531044,-88.378426
2022-06-25 19:43:01 +0000 ,-62.06735,-200.0,-200.0,-70.61565,-200.0,-68.57703,-72.9607,-70.50864,-200.0,-200.0,-200.0,-89.9483,-84.423645,-200.0,-72.90178,-200.0,-200.0,-89.50001,-83.70177,-200.0
2022-06-25 19:43:02 +0000 ,-200.0,-200.0,-200.0,-200.0,-69.755806,-200.0,-73.9057,-70.74147,-65.84898,-77.34881,-90.58813,-89.82205,-84.73526,-76.92819,-73.73118,-200.0,-200.0,-89.444756,-84.09595,-88.50096
