timeStamp,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020
2022-06-25 19:06:50 +0000 ,-72.0,-200.0,-77.0,-73.0,-200.0,-64.0,-62.0,-200.0,-74.0,-200.0,-89.0,-200.0,-200.0,-200.0,-200.0,-89.0,-200.0,-90.0,-77.0,-95.0
2022-06-25 19:06:51 +0000 ,-72.860275,-200.0,-74.41917,-73.0,-200.0,-64.0,-62.430138,-71.0,-200.0,-200.0,-200.0,-96.0,-88.0,-200.0,-72.0,-89.43014,-200.0,-89.139725,-76.139725,-200.0
2022-06-25 19:06:52 +0000 ,-73.279045,-200.0,-200.0,-72.44768,-67.0,-200.0,-62.639523,-70.56986,-200.0,-76.0,-200.0,-96.0,-87.56986,-94.0,-71.56986,-200.0,-86.0,-88.444786,-75.444786,-93.70959
2022-06-25 19:06:53 +0000 ,-200.0,-200.0,-75.648315,-200.0,-67.0,-63.447678,-200.0,-70.636635,-74.0,-78.58083,-88.139725,-200.0,-87.636635,-91.41917,-71.9128,-87.15405,-86.43014,-200.0,-200.0,-92.529106
2022-06-25 19:06:54 +0000 ,-72.243744,-200.0,-75.60405,-72.46323,-66.72383,-63.46322,-63.148617,-70.53047,-74.27617,-79.00866,-87.720955,-200.0,-87.94116,-90.16286,-72.209564,-85.88496,-86.63953,-89.28252,-200.0,-92.24946
2022-06-25 19:06:55 +0000 ,-71.14778,-200.0,-74.921906,-72.58096,-67.758354,-63.74611,-63.224384,-200.0,-74.884445,-78.39024,-87.93486,-200.0,-200.0,-89.983185,-200.0,-85.58248,-87.559326,-89.767586,-75.46111,-92.35989
2022-06-25 19:06:56 +0000 ,-70.100296,-200.0,-73.68271,-72.79817,-200.0,-64.117966,-63.18282,-70.57928,-76.83488,-200.0,-200.0,-95.44768,-87.51278,-200.0,-72.05262,-85.195404,-200.0,-89.716675,-75.57931,-200.0
2022-06-25 19:06:57 +0000 ,-70.73997,-200.0,-200.0,-73.11494,-68.19324,-200.0,-63.641758,-70.7968,-200.0,-78.85691,-200.0,-94.64182,-87.04733,-200.0,-71.85764,-200.0,-87.653366,-89.356346,-75.657234,-200.0
2022-06-25 19:06:58 +0000 ,-200.0,-200.0,-73.333305,-200.0,-68.342674,-64.05634,-200.0,-70.869514,-76.43867,-78.880745,-88.33365,-93.89721,-86.59364,-90.482346,-71.71876,-84.473465,-87.53234,-200.0,-200.0,-92.89724
2022-06-25 19:06:59 +0000 ,-70.66262,-200.0,-72.84637,-73.71766,-68.57126,-63.79326,-64.34885,-70.77884,-75.802185,-78.615974,-88.64231,-93.50015,-86.326515,-90.66951,-71.72398,-83.93327,-87.324,-89.23332,-200.0,-93.39971
