timeStamp,uuid,minor,raw,filtered,error
2022-05-19 19:45:29 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-75,0
2022-05-19 19:45:30 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-73.99975,0.9994965
2022-05-19 19:45:31 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-80,-76.0015,15.98804
2022-05-19 19:45:34 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-76.502,2.244007
2022-05-19 19:45:35 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-77.0031,3.987619
2022-05-19 19:45:36 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-84,-78.17458,33.93548
2022-05-19 19:45:38 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-78.0057,1.011431
2022-05-19 19:45:39 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-77.87889,0.7724494
2022-05-19 19:45:40 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-77.8925,0.01155586
2022-05-19 19:45:41 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-78.00482,0.9903797
2022-05-19 19:45:43 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-77.81939,3.310178
2022-05-19 19:45:44 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-77.6646,2.770882
2022-05-19 19:45:45 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-77.61221,0.3747956
2022-05-19 19:45:46 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-77.56721,0.3217242
2022-05-19 19:45:48 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-77.66593,1.779738
2022-05-19 19:45:49 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-77.62271,0.3877692
2022-05-19 19:45:50 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-77.5231,2.319839
2022-05-19 19:45:51 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-77.72573,10.72084
2022-05-19 19:45:53 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-77.9075,9.563549
2022-05-19 19:45:54 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.07154,8.575873
2022-05-19 19:45:55 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-78.11873,0.7766392
2022-05-19 19:45:56 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.25938,7.510975
2022-05-19 19:45:58 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-80,-78.34119,2.751637
2022-05-19 19:45:59 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-78.32572,0.1060947
2022-05-19 19:46:00 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-78.1361,17.10733
2022-05-19 19:46:01 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-90,-78.63977,129.0548
2022-05-19 19:46:03 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-84,-78.86053,26.41418
2022-05-19 19:46:04 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-78.58599,43.37527
2022-05-19 19:46:05 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-69,-78.21272,84.87426
2022-05-19 19:46:06 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-69,-77.86317,78.55573
2022-05-19 19:46:09 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-83,-78.05333,24.46955
2022-05-19 19:46:10 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.15989,8.066229
2022-05-19 19:46:11 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-78.0835,4.340988
2022-05-19 19:46:13 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-82,-78.21911,14.29514
2022-05-19 19:46:14 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.31347,7.217449
2022-05-19 19:46:15 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-78.30303,0.09182835
2022-05-19 19:46:16 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-82,-78.42386,12.78879
2022-05-19 19:46:18 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-78.44236,0.3109625
2022-05-19 19:46:19 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-78.42839,0.1835184
2022-05-19 19:46:20 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-78.41507,0.1722828
2022-05-19 19:46:21 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.49422,6.278911
2022-05-19 19:46:23 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-82,-78.60004,11.55975
2022-05-19 19:46:24 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-78.61195,0.1505858
2022-05-19 19:46:25 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-80,-78.65273,1.815149
2022-05-19 19:46:26 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.72083,5.194638
2022-05-19 19:46:28 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.78616,4.901073
2022-05-19 19:46:29 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.8489,4.627232
2022-05-19 19:46:30 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-80,-78.88116,1.251793
2022-05-19 19:46:31 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.93994,4.243842
2022-05-19 19:46:34 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-78.91412,0.8356218
2022-05-19 19:46:35 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-78.91646,0.006979244
2022-05-19 19:46:36 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-83,-79.02654,15.78842
2022-05-19 19:46:38 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-79.02583,0.0006669565
2022-05-19 19:46:39 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-79.02514,0.000631962
2022-05-19 19:46:40 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-79.02448,0.0005990304
2022-05-19 19:46:41 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-78.99774,0.9954885
2022-05-19 19:46:43 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-78.86828,23.70014
2022-05-19 19:46:44 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-78.79449,7.8092
2022-05-19 19:46:45 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.85085,4.618833
2022-05-19 19:46:46 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.90543,4.38724
2022-05-19 19:46:48 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-78.95829,4.168579
2022-05-19 19:46:49 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-79.00952,3.962005
2022-05-19 19:46:50 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-79.0592,3.766718
2022-05-19 19:46:51 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-78.95844,15.66921
2022-05-19 19:46:53 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-79.00886,3.964648
2022-05-19 19:46:54 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-82,-79.08237,8.512538
2022-05-19 19:46:55 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-79.12929,3.499564
2022-05-19 19:46:56 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-79.17485,3.331171
2022-05-19 19:46:58 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-82,-79.24337,7.599009
2022-05-19 19:46:59 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-79.2858,2.938465
2022-05-19 19:47:00 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-79.32705,2.798764
2022-05-19 19:47:01 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-83,-79.4151,12.85151
2022-05-19 19:47:03 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-84,-79.52463,20.02896
2022-05-19 19:47:04 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-79.55975,2.07431
2022-05-19 19:47:05 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-79.59393,1.977024
