timeStamp,uuid,minor,raw,filtered,error
2022-05-19 19:03:05 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-58,-58,0
2022-05-19 19:03:06 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-61,-59.50037,2.248879
2022-05-19 19:03:07 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-62,-60.33428,2.774629
2022-05-19 19:03:09 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-62,-60.75144,1.558907
2022-05-19 19:03:10 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-63,-61.2025,3.231009
2022-05-19 19:03:11 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-61,-61.16859,0.02842406
2022-05-19 19:03:12 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-55,-60.28165,27.89583
2022-05-19 19:03:14 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-64,-60.7505,10.55925
2022-05-19 19:03:15 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-64,-61.11563,8.319562
2022-05-19 19:03:16 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-61,-61.10391,0.01079698
2022-05-19 19:03:17 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-64,-61.37178,6.907558
2022-05-19 19:03:19 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-58,-61.0849,9.516631
2022-05-19 19:03:20 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-57,-60.76287,14.15923
2022-05-19 19:03:21 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-55,-60.33929,28.50798
2022-05-19 19:03:22 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-64,-60.59152,11.61772
2022-05-19 19:03:24 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-64,-60.81273,10.1587
2022-05-19 19:03:25 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-60,-60.76284,0.5819253
2022-05-19 19:03:26 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-55,-60.42699,29.45223
