timeStamp,uuid,minor,raw,filtered,error
2022-05-18 20:41:14 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-86,-86,0
2022-05-18 20:41:15 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-82,-83.9995,3.997986
2022-05-18 20:41:18 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-80.32994,53.72803
2022-05-18 20:41:19 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-78.49425,30.18675
2022-05-18 20:41:20 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-77.19151,26.95173
2022-05-18 20:41:21 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-76.3223,18.68224
2022-05-18 20:41:23 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-75.70082,13.69608
2022-05-18 20:41:24 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-75.61246,0.3751039
2022-05-18 20:41:25 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-75.3189,5.377302
2022-05-18 20:41:26 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-75.08372,4.341878
2022-05-18 20:41:28 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-71,-74.706,13.73445
2022-05-18 20:41:29 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-74.47577,6.129432
2022-05-18 20:41:30 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-74.28059,5.201108
2022-05-18 20:41:33 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-74.18647,1.407711
2022-05-18 20:41:34 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-74.10472,1.220409
2022-05-18 20:41:35 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-74.03303,1.067146
2022-05-18 20:41:36 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-73.90823,3.641356
2022-05-18 20:41:38 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-73.79703,3.229308
2022-05-18 20:41:39 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-73.75278,0.5666733
2022-05-18 20:41:40 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-73.71284,0.5081478
2022-05-18 20:41:41 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-73.82909,4.712866
2022-05-18 20:41:43 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-73.78861,0.6219094
2022-05-18 20:41:44 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-73.75155,0.5648255
2022-05-18 20:41:45 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-73.71747,0.5147607
2022-05-18 20:41:48 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-73.64218,2.69676
2022-05-18 20:41:49 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-73.61492,0.3781285
2022-05-18 20:41:50 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-73.54841,2.397569
2022-05-18 20:41:51 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-73.52647,0.2771668
2022-05-18 20:41:53 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-73.50597,0.2560018
2022-05-18 20:41:54 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-73.52471,0.2258991
