timeStamp,uuid,minor,raw,filtered,error
2022-05-18 20:29:38 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-76,0
2022-05-18 20:29:39 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-75.49988,0.2498779
2022-05-18 20:29:40 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-74.33228,5.439544
2022-05-18 20:29:42 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-74.74994,1.562653
2022-05-18 20:29:43 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-74.8001,0.03995912
2022-05-18 20:29:44 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-74.66615,0.4437496
2022-05-18 20:29:45 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-74.85793,1.304317
2022-05-18 20:29:47 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-83,-75.88457,50.62928
2022-05-18 20:29:48 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-75.56045,6.555892
2022-05-18 20:29:49 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-75.40219,1.96614
2022-05-18 20:29:50 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-75.54998,2.102557
2022-05-18 20:29:52 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-86,-76.43908,91.4112
2022-05-18 20:29:53 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-76.4833,0.2669797
2022-05-18 20:29:54 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-76.81529,17.51178
2022-05-18 20:29:55 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-76.89693,1.21677
2022-05-18 20:29:58 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-76.83871,0.7034422
2022-05-18 20:29:59 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.66446,7.099343
2022-05-18 20:30:00 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.50918,6.295975
2022-05-18 20:30:02 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-76.75848,17.99046
2022-05-18 20:30:03 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-76.98347,16.13247
2022-05-18 20:30:04 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-77.03514,0.9309529
2022-05-18 20:30:05 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-77.03342,0.001117189
2022-05-18 20:30:07 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-76.98486,0.9699407
2022-05-18 20:30:08 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.8495,8.119665
2022-05-18 20:30:09 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.72459,7.423413
2022-05-18 20:30:10 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73,-76.56647,12.71974
2022-05-18 20:30:12 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-76.62551,1.88922
2022-05-18 20:30:13 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.52045,6.352652
2022-05-18 20:30:14 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.4223,5.867548
2022-05-18 20:30:15 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-80,-76.55805,11.84701
2022-05-18 20:30:17 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.46336,6.068123
2022-05-18 20:30:18 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.37428,5.637183
2022-05-18 20:30:19 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.29031,5.245502
2022-05-18 20:30:20 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.21101,4.888548
2022-05-18 20:30:22 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.13598,4.562405
2022-05-18 20:30:23 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-76.16474,0.6976568
2022-05-18 20:30:24 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.09399,4.384811
2022-05-18 20:30:25 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-76.09097,0.008276069
2022-05-18 20:30:27 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.02493,4.100322
2022-05-18 20:30:28 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-76.11742,8.309288
2022-05-18 20:30:29 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-76.17506,3.330391
2022-05-18 20:30:30 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-81,-76.32069,21.8959
2022-05-18 20:30:32 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-88,-76.66837,128.4058
2022-05-18 20:30:33 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.61935,2.622308
2022-05-18 20:30:34 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.57237,2.472355
2022-05-18 20:30:35 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.5273,2.332639
2022-05-18 20:30:37 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.48402,2.202305
2022-05-18 20:30:38 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.44242,2.080578
2022-05-18 20:30:39 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.4024,1.966739
2022-05-18 20:30:40 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-76.39135,0.1531547
2022-05-18 20:30:42 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.32629,5.411644
2022-05-18 20:30:43 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.29054,1.6655
2022-05-18 20:30:44 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.22933,4.969921
2022-05-18 20:30:45 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-76.27626,2.971278
2022-05-18 20:30:48 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-76.269,0.07235949
2022-05-18 20:30:49 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.20979,4.883185
2022-05-18 20:30:50 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-76.28207,7.387163
2022-05-18 20:30:52 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-76.30054,0.4892483
2022-05-18 20:30:53 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.2673,1.606058
2022-05-18 20:30:54 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-76.33669,7.093205
2022-05-18 20:30:55 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-76.32819,0.1077111
2022-05-18 20:30:58 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-76.34505,0.4289534
2022-05-18 20:30:59 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.31149,1.720014
2022-05-18 20:31:00 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.25411,5.081022
2022-05-18 20:31:02 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-86,-76.49481,90.3486
2022-05-18 20:31:03 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-76.48265,0.2329518
2022-05-18 20:31:04 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.42191,5.865664
2022-05-18 20:31:05 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-76.436,0.3180994
2022-05-18 20:31:07 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.40117,1.963274
2022-05-18 20:31:08 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.34317,5.490447
2022-05-18 20:31:10 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.31085,1.718333
2022-05-18 20:31:10 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.27943,1.636932
2022-05-18 20:31:13 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77,-76.29664,0.4947174
2022-05-18 20:31:14 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-76.3372,2.764916
2022-05-18 20:31:15 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-76.32919,0.1083681
2022-05-18 20:31:17 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-79,-76.39238,6.799683
2022-05-18 20:31:18 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.33595,5.45664
2022-05-18 20:31:19 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.281,5.202953
2022-05-18 20:31:20 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-76.27441,0.07529889
2022-05-18 20:31:22 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-80,-76.36158,13.2381
2022-05-18 20:31:23 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75,-76.3298,1.768377
2022-05-18 20:31:24 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.27555,5.178132
2022-05-18 20:31:25 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-76.22269,4.940337
