timeStamp,uuid,minor,raw,filtered,error
2022-05-19 19:32:39 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-83,-83,0
2022-05-19 19:32:40 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-77.49863,30.2349
2022-05-19 19:32:41 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-75.66422,13.42653
2022-05-19 19:32:44 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76,-75.74831,0.06334589
2022-05-19 19:32:45 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-75.39761,1.953302
2022-05-19 19:32:46 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74,-75.1636,1.353976
2022-05-19 19:32:48 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-70,-74.42117,19.5467
2022-05-19 19:32:49 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-71,-73.98978,8.938809
2022-05-19 19:32:50 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-68,-73.31673,28.26766
2022-05-19 19:32:51 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-67,-72.67609,32.21804
2022-05-19 19:32:53 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-70,-72.42857,5.89797
2022-05-19 19:32:54 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-68,-72.05179,16.41699
2022-05-19 19:32:55 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-70,-71.89004,3.572242
2022-05-19 19:32:56 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-66,-71.4571,29.77994
2022-05-19 19:32:58 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78,-71.90793,37.11333
2022-05-19 19:32:59 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-69,-71.71921,7.394091
2022-05-19 19:33:00 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-67,-71.42952,19.62064
2022-05-19 19:33:01 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-66,-71.1131,26.14377
2022-05-19 19:33:04 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-70,-71.05131,1.105248
2022-05-19 19:33:05 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-71,-71.04858,0.002360404
2022-05-19 19:33:06 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72,-71.09694,0.815519
2022-05-19 19:33:09 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-71,-71.09221,0.008502474
