,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,heading,direction
0,R05,-200.0,-200.0,-200.0,-200.0,-68.0,-61.0,-73.668982,-200.0,-71.550896,-200.0,-200,-200,-200.0,-200.0,-58.854147,-200.0,-200.0,-64.0,-72.0,-200,-200.0,-200.0,272.2326965332031,W
1,R05,-200.0,-200.0,-200.0,-200.0,-68.0,-63.002,-73.0,-200.0,-71.550896,-200.0,-200,-200,-200.0,-200.0,-62.0,-200.0,-200.0,-64.500496,-73.001,-200,-200.0,-200.0,279.0384216308594,W
2,R05,-200.0,-200.0,-200.0,-200.0,-72.663322,-58.6228655,-71.999,-200.0,-71.0,-200.0,-200,-200,-200.0,-200.0,-62.5005,-200.0,-200.0,-64.33311,-74.33844,-200,-200.0,-200.0,285.5617980957031,W
3,R05,-200.0,-200.0,-200.0,-200.0,-68.33444,-62.332447,-71.330444,-200.0,-71.500496,-200.0,-200,-200,-200.0,-200.0,-61.99867,-74.498505,-200.0,-72.53341,-200.0,-200,-200.0,-200.0,297.0050964355469,W
4,R05,-200.0,-200.0,-200.0,-200.0,-67.998505,-61.745266,-73.668982,-200.0,-71.66755,-200.0,-200,-200,-200.0,-200.0,-61.495514,-73.662895,-200.0,-66.01147,-200.0,-200,-200.0,-200.0,292.1680908203125,W
5,R05,-200.0,-200.0,-200.0,-200.0,-67.79642,-61.59443,-71.24725,-200.0,-71.4995,-200.0,-200,-200,-200.0,-200.0,-58.854147,-71.98554,-200.0,-65.806755,-200.0,-200,-200.0,-200.0,287.5277404785156,W
6,R05,-200.0,-200.0,-200.0,-200.0,-69.0189,-61.83296,-70.79243,-200.0,-71.550896,-200.0,-200,-200,-200.0,-200.0,-62.811954,-200.0,-200.0,-65.160736,-74.60358,-200,-200.0,-200.0,282.62420654296875,W
7,R05,-200.0,-200.0,-200.0,-200.0,-72.663322,-58.6228655,-70.65794,-200.0,-71.803185,-200.0,-200,-200,-200.0,-200.0,-63.692387,-200.0,-200.0,-64.697556,-74.161736,-200,-200.0,-200.0,283.7872009277344,W
8,R05,-200.0,-200.0,-200.0,-200.0,-70.48155,-61.710896,-71.1477,-200.0,-71.836586,-200.0,-200,-200,-200.0,-200.0,-64.76327,-73.00041,-200.0,-72.53341,-200.0,-200,-200.0,-200.0,283.7872009277344,W
9,R05,-200.0,-200.0,-200.0,-200.0,-70.80727,-61.618954,-73.668982,-200.0,-71.56745,-200.0,-200,-200,-200.0,-200.0,-58.854147,-74.18827,-200.0,-64.60734,-200.0,-200,-200.0,-200.0,283.7872009277344,W
10,R05,-200.0,-200.0,-200.0,-200.0,-71.41007,-61.5471,-72.42191,-200.0,-71.36473,-200.0,-200,-200,-200.0,-200.0,-58.854147,-75.03993,-200.0,-64.304665,-200.0,-200,-200.0,-200.0,280.4913635253906,W
11,R05,-200.0,-200.0,-200.0,-200.0,-73.26782,-61.172474,-72.25685,-200.0,-71.550896,-200.0,-200,-200,-200.0,-200.0,-65.05255,-74.608847,-200.0,-63.955647,-200.0,-200,-200.0,-200.0,283.9551696777344,W
12,R05,-200.0,-200.0,-200.0,-200.0,-72.663322,-58.6228655,-72.01849,-200.0,-71.20631,-200.0,-200,-200,-200.0,-200.0,-65.04645,-75.1641,-200.0,-63.57132,-200.0,-200,-200.0,-200.0,282.8977966308594,W
13,R05,-200.0,-200.0,-200.0,-200.0,-73.33896,-61.544353,-71.72522,-200.0,-70.86767,-200.0,-200,-200,-200.0,-200.0,-65.04154,-75.26114,-200.0,-72.53341,-200.0,-200,-200.0,-200.0,283.99664306640625,W
14,R05,-200.0,-200.0,-200.0,-200.0,-72.947525,-61.31482,-73.668982,-200.0,-70.68621,-200.0,-200,-200,-200.0,-200.0,-65.037506,-75.444786,-200.0,-72.53341,-200.0,-200,-200.0,-200.0,285.0352783203125,W
15,R05,-200.0,-200.0,-200.0,-75.65181,-72.61424,-61.119385,-71.47937,-200.0,-70.80473,-200.0,-200,-200,-200.0,-200.0,-58.854147,-200.0,-200.0,-63.51978,-200.0,-200,-200.0,-200.0,282.4835510253906,W
16,R05,-200.0,-200.0,-200.0,-200.0,-72.32672,-60.95078,-71.35447,-200.0,-71.550896,-200.0,-200,-200,-200.0,-200.0,-58.854147,-74.608847,-200.0,-63.56032,-200.0,-200,-200.0,-200.0,274.4003601074219,W
17,R05,-200.0,-200.0,-200.0,-200.0,-72.663322,-58.6228655,-71.32627,-200.0,-71.07451,-200.0,-200,-200,-200.0,-200.0,-64.492836,-200.0,-200.0,-63.5953,-75.02514,-200,-200.0,-200.0,274.5079040527344,W
18,R05,-200.0,-200.0,-200.0,-75.7312,-72.6791,-60.502068,-71.301674,-200.0,-71.227684,-200.0,-200,-200,-200.0,-200.0,-64.19794,-200.0,-200.0,-72.53341,-200.0,-200,-200.0,-200.0,281.0954284667969,W
19,R05,-200.0,-200.0,-200.0,-200.0,-72.48662,-60.178623,-73.668982,-200.0,-71.36133,-200.0,-200,-200,-200.0,-200.0,-63.784424,-200.0,-200.0,-63.776623,-75.50046,-200,-200.0,-200.0,282.1088562011719,W
