,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,heading,direction
0,A11,-200.0,-200.0,-200.0,-71.14054999999999,-73.0,-72.297838,-71.0,-56.0,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-72.0,-200.0,-200.0,-66.0,-200.0,-200.0,-200.0,90.67957305908205,E
1,A11,-200.0,-200.0,-200.0,-64.0,-70.497505,-72.297838,-69.498505,-56.0,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-72.0,-200.0,-200.0,-65.499504,-200.0,-200.0,-200.0,85.56092834472656,E
2,A11,-200.0,-200.0,-200.0,-66.502495,-68.99335,-67.0,-68.662895,-58.2984,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-72.0,-200.0,-200.0,-68.153925,-200.0,-200.0,-200.0,89.78954315185547,E
3,A11,-200.0,-200.0,-200.0,-68.341095,-68.83823,-68.001,-68.07838,-55.665558,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-67.3391,-200.0,-200.0,-200.0,91.89736938476562,E
4,A11,-200.0,-200.0,-200.0,-69.01046,-68.49153,-69.004,-70.006485,-54.23928,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-68.26071,-200.0,-200.0,-200.0,94.03219604492188,E
5,A11,-200.0,-200.0,-200.0,-71.14054999999999,-67.987274,-72.297838,-70.40996,-53.583683,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.986046,-200.0,-200.0,-69.219894,-200.0,-200.0,-200.0,95.13249206542967,E
6,A11,-200.0,-200.0,-200.0,-68.805954,-67.81973,-72.297838,-70.340385,-53.14522,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.97692,-200.0,-200.0,-71.38873,-200.0,-200.0,-200.0,96.17508697509766,E
7,A11,-200.0,-200.0,-200.0,-68.16007,-67.99269,-68.75125,-70.14397,-58.2984,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.811134,-200.0,-200.0,-68.153925,-200.0,-200.0,-200.0,90.49029541015624,E
8,A11,-200.0,-200.0,-200.0,-67.69698,-68.83823,-69.40877,-68.07838,-53.71011,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-70.59905,-200.0,-200.0,-200.0,89.4856185913086,E
9,A11,-200.0,-200.0,-200.0,-67.60684,-67.605644,-69.84851,-69.60802,-54.135593,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.86461,-200.0,-200.0,-70.00425,-200.0,-200.0,-200.0,90.5097198486328,E
10,A11,-200.0,-200.0,-200.0,-71.14054999999999,-67.65142,-72.297838,-69.18917,-54.23594,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.27011,-200.0,-200.0,-70.11984,-200.0,-200.0,-200.0,90.5097198486328,E
11,A11,-200.0,-200.0,-200.0,-67.53639,-68.00508,-72.297838,-68.95796,-54.316635,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.006584,-200.0,-200.0,-69.89596,-200.0,-200.0,-200.0,89.43838500976562,E
12,A11,-200.0,-200.0,-200.0,-67.58535,-68.29606,-70.163795,-68.76773,-58.2984,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.21712,-200.0,-200.0,-68.153925,-200.0,-200.0,-200.0,88.37403106689453,E
13,A11,-200.0,-200.0,-200.0,-67.52848,-68.83823,-70.27194,-68.07838,-54.091553,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-70.10039,-200.0,-200.0,-200.0,88.37403106689453,E
14,A11,-200.0,-200.0,-200.0,-71.14054999999999,-68.35956,-70.47255,-68.69847,-53.993076,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.00171,-200.0,-200.0,-69.910904,-200.0,-200.0,-200.0,87.31466674804688,E
15,A11,-71.665276,-200.0,-200.0,-71.14054999999999,-68.3292,-200.0,-68.55507,-53.655945,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.00155,-200.0,-200.0,-69.243004,-200.0,-200.0,-200.0,88.4386215209961,E
16,A11,-200.0,-200.0,-200.0,-67.39059,-68.38256,-70.8451,-68.43136,-53.60376,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.085846,-200.0,-200.0,-68.74635,-200.0,-200.0,-200.0,88.4386215209961,E
17,A11,-200.0,-200.0,-200.0,-67.35761,-68.27831,-71.054474,-68.07838,-58.2984,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.07902,-200.0,-200.0,-68.153925,-200.0,-200.0,-200.0,88.4386215209961,E
18,A11,-200.0,-200.0,-200.0,-67.567825,-68.83823,-71.04955,-68.07838,-53.784447,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-69.51952,-200.0,-200.0,-200.0,88.4386215209961,E
19,A11,-71.041176,-200.0,-200.0,-67.52501,-68.47385,-200.0,-68.09721,-53.871777,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.52548,-200.0,-200.0,-69.26667,-200.0,-200.0,-200.0,89.53958892822266,E
20,A11,-70.66105,-200.0,-200.0,-71.14054999999999,-68.3725,-200.0,-67.80286,-53.743065,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.84695,-200.0,-200.0,-69.04203,-200.0,-200.0,-200.0,89.53958892822266,E
21,A11,-70.32619,-200.0,-200.0,-67.4873,-68.2157,-200.0,-67.54135,-53.62787,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.788704,-200.0,-200.0,-68.97316,-200.0,-200.0,-200.0,90.54747772216795,E
22,A11,-70.37252,-200.0,-200.0,-67.52255,-68.010704,-200.0,-67.3734,-58.2984,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.80267,-200.0,-200.0,-68.153925,-200.0,-200.0,-200.0,94.70198822021484,E
23,A11,-200.0,-200.0,-200.0,-67.62019,-68.83823,-71.038605,-68.07838,-53.779087,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-68.847374,-200.0,-200.0,-200.0,95.74693298339844,E
24,A11,-200.0,-200.0,-200.0,-71.14054999999999,-68.83823,-71.17952,-67.28585,-53.73102,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-68.733406,-200.0,-200.0,-200.0,95.74693298339844,E
25,A11,-70.14963,-200.0,-200.0,-71.14054999999999,-68.01005,-200.0,-67.14483,-53.747128,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.49651,-200.0,-200.0,-68.74937,-200.0,-200.0,-200.0,94.69371795654295,E
26,A11,-69.948845,-200.0,-200.0,-67.96314,-68.24896,-200.0,-67.0164,-53.645317,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.34249,-200.0,-200.0,-68.82225,-200.0,-200.0,-200.0,95.74578094482422,E
27,A11,-69.76692,-200.0,-200.0,-68.088806,-68.525826,-200.0,-67.07372,-58.2984,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.26211,-200.0,-200.0,-68.153925,-200.0,-200.0,-200.0,95.74578094482422,E
28,A11,-200.0,-200.0,-200.0,-68.143364,-68.83823,-72.06606,-68.07838,-53.72233,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-68.83235,-200.0,-200.0,-200.0,96.80509185791016,E
29,A11,-70.14015,-200.0,-200.0,-71.14054999999999,-68.43909,-200.0,-67.069534,-53.682186,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.13029,-200.0,-200.0,-68.84167,-200.0,-200.0,-200.0,96.80509185791016,E
30,A11,-70.30681,-200.0,-200.0,-71.14054999999999,-68.41468,-200.0,-66.89894,-53.53616,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.89549,-200.0,-200.0,-69.01361,-200.0,-200.0,-200.0,96.80509185791016,E
31,A11,-70.516754,-200.0,-200.0,-68.48465,-68.50099,-200.0,-66.79556,-53.454086,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.73457,-200.0,-200.0,-68.153925,-200.0,-200.0,-200.0,95.69063568115234,E
32,A11,-70.37688,-200.0,-200.0,-68.79818,-68.52765,-200.0,-66.80649,-58.2984,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.58569,-200.0,-200.0,-68.153925,-200.0,-200.0,-200.0,95.69063568115234,E
33,A11,-200.0,-200.0,-200.0,-68.920555,-68.83823,-72.35541,-68.07838,-53.325203,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-68.85261,-200.0,-200.0,-200.0,95.790771484375,E
34,A11,-200.0,-200.0,-200.0,-68.815994,-68.60497,-72.39123,-66.86916,-53.25669,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.60783,-200.0,-200.0,-68.7028,-200.0,-200.0,-200.0,95.790771484375,E
35,A11,-70.19303,-200.0,-200.0,-71.14054999999999,-68.521996,-200.0,-66.87593,-53.24361,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.68094,-200.0,-200.0,-68.76986,-200.0,-200.0,-200.0,85.68265533447266,E
36,A11,-70.236145,-200.0,-200.0,-68.77239,-68.44443,-200.0,-67.03514,-53.281654,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.74914,-200.0,-200.0,-68.83255,-200.0,-200.0,-200.0,99.14221954345705,E
37,A11,-70.85394,-200.0,-200.0,-68.731834,-68.472374,-200.0,-68.07838,-58.2984,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.659996,-200.0,-200.0,-68.153925,-200.0,-200.0,-200.0,89.64486694335938,E
38,A11,-200.0,-200.0,-200.0,-68.7457,-68.83823,-72.294846,-68.07838,-53.56585,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-68.79067,-200.0,-200.0,-200.0,90.2895965576172,E
39,A11,-200.0,-200.0,-200.0,-71.14054999999999,-68.4489,-72.01678,-66.83218,-53.734665,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.375305,-200.0,-200.0,-68.60228,-200.0,-200.0,-200.0,99.72623443603516,E
40,A11,-70.913185,-200.0,-200.0,-71.14054999999999,-68.328514,-200.0,-66.840515,-53.942253,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.05846,-200.0,-200.0,-68.47436,-200.0,-200.0,-200.0,103.15540313720705,E
41,A11,-71.070496,-200.0,-200.0,-68.80962,-68.263855,-200.0,-67.04499,-54.186165,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.80979,-200.0,-200.0,-68.353935,-200.0,-200.0,-200.0,170.615966796875,S
42,A11,-71.720825,-200.0,-200.0,-68.8695,-68.25113,-200.0,-66.8968,-58.2984,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.624374,-200.0,-200.0,-68.153925,-200.0,-200.0,-200.0,177.39256286621094,S
43,A11,-200.0,-200.0,-200.0,-68.92568,-68.83823,-71.91317,-68.07838,-54.894615,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-68.38509,-200.0,-200.0,-200.0,177.39256286621094,S
44,A11,-200.0,-200.0,-200.0,-69.175125,-68.47824,-71.86723,-67.04645,-55.564045,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-68.99467,-200.0,-200.0,-68.462326,-200.0,-200.0,-200.0,179.5429229736328,S
