,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,heading,direction
0,S01,-200.0,-71.244017,-200.0,-79.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-68.0,-81.0,-77.95978,-63.0,-200,-200,-200,-200,-200,-55.289626999999996,-200,-200.0,73.76187133789062,E
1,S01,-200.0,-70.0,-200.0,-79.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-68.500496,-78.998,-74.0,-63.0,-200,-200,-200,-200,-200,-52.0,-200,-200.0,81.82430267333984,E
2,S01,-200.0,-71.501495,-200.0,-78.66556,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.3789375,-78.32979,-74.500496,-67.51387,-200,-200,-200,-200,-200,-50.999,-200,-200.0,74.44048309326172,E
3,S01,-200.0,-72.337105,-200.0,-81.065506,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-70.00532,-79.002,-75.00199,-63.334442,-200,-200,-200,-200,-200,-50.330452,-200,-200.0,84.35150909423828,E
4,S01,-200.0,-72.25224,-200.0,-79.75673,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-70.25572,-79.53024,-76.00847,-63.75374,-200,-200,-200,-200,-200,-49.492027,-200,-200.0,87.47368621826172,E
5,S01,-200.0,-71.244017,-200.0,-80.615524,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-70.20397,-78.7992,-77.95978,-64.20836,-200,-200,-200,-200,-200,-55.289626999999996,-200,-200.0,89.58432006835938,E
6,S01,-200.0,-72.40358,-200.0,-80.17165,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.017876,-78.324165,-75.80437,-64.512405,-200,-200,-200,-200,-200,-49.797226,-200,-200.0,83.80317687988281,E
7,S01,-200.0,-72.5048,-200.0,-80.29304,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.3789375,-77.98358,-75.83757,-67.51387,-200,-200,-200,-200,-200,-50.001343,-200,-200.0,85.01998138427734,E
8,S01,-200.0,-72.430824,-200.0,-81.065506,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.01525,-77.85638,-76.15446,-67.51387,-200,-200,-200,-200,-200,-49.854603,-200,-200.0,86.07159423828125,E
9,S01,-200.0,-71.244017,-200.0,-80.38447,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-70.88395,-77.873055,-77.95978,-64.583855,-200,-200,-200,-200,-200,-55.289626999999996,-200,-200.0,82.9411849975586,E
10,S01,-200.0,-71.244017,-200.0,-80.45592,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-70.89742,-77.88647,-77.95978,-64.63767,-200,-200,-200,-200,-200,-49.614746,-200,-200.0,81.90611267089844,E
11,S01,-200.0,-72.633766,-200.0,-80.51338,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.3789375,-78.09181,-76.39314,-67.51387,-200,-200,-200,-200,-200,-49.427296,-200,-200.0,81.90611267089844,E
12,S01,-200.0,-72.90845,-200.0,-81.065506,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.2251,-78.44439,-76.69576,-67.51387,-200,-200,-200,-200,-200,-49.48778,-200,-200.0,82.9429702758789,E
13,S01,-200.0,-73.12934,-200.0,-80.754974,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.397545,-79.53024,-77.15035,-64.9119,-200,-200,-200,-200,-200,-49.440388,-200,-200.0,83.98568725585938,E
14,S01,-200.0,-71.244017,-200.0,-80.867294,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.542114,-78.57573,-77.95978,-64.9212,-200,-200,-200,-200,-200,-55.289626999999996,-200,-200.0,83.98568725585938,E
15,S01,-200.0,-73.11677,-200.0,-80.96293,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.66521,-78.76859,-77.33006,-64.92886,-200,-200,-200,-200,-200,-49.310448,-200,-200.0,83.98568725585938,E
16,S01,-200.0,-73.19645,-200.0,-81.045425,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.3789375,-79.087654,-77.57093,-67.51387,-200,-200,-200,-200,-200,-49.199806,-200,-200.0,89.6133041381836,E
17,S01,-200.0,-73.348724,-200.0,-81.065506,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.85095,-79.225044,-77.77602,-67.51387,-200,-200,-200,-200,-200,-49.024803,-200,-200.0,87.69563293457031,E
18,S01,-200.0,-73.320984,-200.0,-81.26822,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.78679,-79.53024,-78.11205,-65.0255,-200,-200,-200,-200,-200,-48.872128,-200,-200.0,84.65631866455078,E
19,S01,-200.0,-71.244017,-200.0,-81.32079,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.80211,-79.278336,-77.95978,-65.1922,-200,-200,-200,-200,-200,-55.289626999999996,-200,-200.0,82.54962921142578,E
20,S01,-200.0,-71.244017,-200.0,-81.29874,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.88448,-79.39212,-78.17901,-65.25646,-200,-200,-200,-200,-200,-48.73763,-200,-200.0,82.54962921142578,E
