,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,heading,direction
0,E03,-69.0,-200.0,-71.00731,-200.0,-67.0,-66.0,-73.55154,-65.53327,-200.0,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-71.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,111.01113891601562,E
1,E03,-200.0,-200.0,-68.0,-66.0,-65.498505,-63.998,-73.0,-200.0,-200.0,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-70.499504,-200.0,-200.0,-74.500496,-200.0,-200.0,-200.0,109.02340698242188,E
2,E03,-200.0,-200.0,-68.0,-66.0,-64.997345,-63.664227,-67.4945,-69.995,-200.0,-200.0,-200.0,-200,-200.0,-200.0,-72.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,66.61894226074219,E
3,E03,-200.0,-200.0,-68.668884,-66.33444,-65.75325,-67.77667,-69.67022,-68.32446,-200.0,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-73.24227,-200.0,-200.0,-200.0,127.93882751464844,E
4,E03,-200.0,-200.0,-69.00398,-66.50199,-73.97959,-72.274445,-71.26371,-66.732315,-200.0,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.77651,-200.0,-200.0,-200.0,105.68234252929688,E
5,E03,-200.0,-200.0,-70.01513,-66.60278,-200.0,-73.41642,-71.210335,-66.5841,-200.0,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-72.673546,-200.0,-200.0,-70.79621,-200.0,-200.0,-200.0,90.58253479003906,E
6,E03,-200.0,-200.0,-71.00731,-200.0,-66.410355,-72.397575,-71.00494,-65.53327,-200.0,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-73.76271,-200.0,-200.0,-68.1399,-200.0,-200.0,-200.0,94.26242065429688,E
7,E03,-200.0,-200.0,-71.00731,-68.197525,-67.18923,-73.07203,-73.55154,-66.99409,-200.0,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-70.23991,-200.0,-200.0,-200.0,98.15655517578124,E
8,E03,-200.0,-200.0,-70.691376,-68.90129,-67.89421,-73.32137,-71.00421,-66.1157,-200.0,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-69.820885,-200.0,-200.0,-200.0,91.57177734375,E
9,E03,-200.0,-200.0,-71.17623,-68.78472,-69.977196,-74.21275,-71.26233,-65.324745,-200.0,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-69.377335,-200.0,-200.0,-200.0,83.28057861328125,E
