"Date","UUID","Major","Minor","RSSI"
"2022-05-10T23:51:23.089","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:24.140","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:25.251","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:26.363","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:27.471","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:28.579","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:29.690","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:30.794","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-54"
"2022-05-10T23:51:31.907","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-53"
"2022-05-10T23:51:33.018","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-55"
"2022-05-10T23:51:35.229","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:37.451","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:38.565","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-54"
"2022-05-10T23:51:39.673","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-53"
"2022-05-10T23:51:40.790","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-54"
"2022-05-10T23:51:41.892","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-54"
"2022-05-10T23:51:43.002","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-53"
"2022-05-10T23:51:44.110","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:45.221","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:46.328","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:48.541","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:49.650","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:51.865","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-52"
"2022-05-10T23:51:52.971","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-52"
"2022-05-10T23:51:54.078","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:56.295","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-50"
"2022-05-10T23:51:57.404","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:51:58.513","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-50"
"2022-05-10T23:51:59.621","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-54"
"2022-05-10T23:52:00.729","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-54"
"2022-05-10T23:52:01.841","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-53"
"2022-05-10T23:52:02.956","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-53"
"2022-05-10T23:52:04.068","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:52:06.274","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:52:07.386","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:52:08.495","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-54"
"2022-05-10T23:52:09.603","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-53"
"2022-05-10T23:52:10.717","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-53"
"2022-05-10T23:52:11.824","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-54"
"2022-05-10T23:52:12.931","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:52:14.040","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
"2022-05-10T23:52:15.151","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-51"
