,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,CompassString
0,S04,-87.285213,-75.17358300000001,-200,-82.0,-200,-88.0,-88.75030799999999,-200,-87.818825,-85.0,-51.0,-71.0,-81.049255,-68.0,-89.616776,-200,-200,-200,-200,-64.0,-200,-200.0,1
1,S04,-82.0,-88.0,-200,-85.11702249999999,-200,-88.0,-88.75030799999999,-200,-87.818825,-83.499626,-59.938374,-69.99975,-82.0,-69.559395,-88.0,-200,-200,-200,-200,-64.0,-200,-87.0,3
2,S04,-85.00075,-78.49763,-200,-85.11702249999999,-200,-88.0,-88.75030799999999,-200,-86.0,-86.52415,-59.938374,-69.10974,-80.99975,-69.559395,-89.616776,-200,-200,-200,-200,-66.00166,-200,-200.0,3
3,S04,-87.285213,-75.17358300000001,-200,-85.11702249999999,-200,-88.0,-88.75030799999999,-200,-85.49988,-86.52415,-51.0,-69.10974,-81.66705,-67.49988,-89.616776,-200,-200,-200,-200,-74.378645,-200,-200.0,3
4,S04,-87.285213,-75.17358300000001,-200,-82.0,-200,-88.0,-88.75030799999999,-200,-87.818825,-84.00017,-49.99917,-75.004,-81.049255,-68.33395,-89.616776,-200,-200,-200,-200,-74.378645,-200,-200.0,3
5,S04,-87.285213,-75.17358300000001,-200,-82.33361,-200,-88.0,-88.0,-200,-87.818825,-84.00012,-59.938374,-76.25518,-81.049255,-67.99988,-89.616776,-200,-200,-200,-200,-65.500374,-200,-89.333275,2
6,S04,-84.666885,-74.32828,-200,-85.11702249999999,-200,-88.0,-88.50012,-200,-85.333115,-83.7995,-59.938374,-76.805786,-81.750435,-69.559395,-89.616776,-200,-200,-200,-200,-65.8012,-200,-87.99763,2
7,S04,-85.25118,-72.493004,-200,-85.11702249999999,-200,-88.0,-89.000496,-200,-87.818825,-86.52415,-49.4985,-69.10974,-81.8005,-67.7993,-89.616776,-200,-200,-200,-200,-66.16934,-200,-88.3993,2
8,S04,-87.285213,-75.17358300000001,-200,-85.11702249999999,-200,-88.0,-88.75030799999999,-200,-87.002754,-86.52415,-49.197903,-69.10974,-81.049255,-67.8329,-89.616776,-200,-200,-200,-200,-74.378645,-200,-200.0,1
9,S04,-87.285213,-75.17358300000001,-200,-81.49875,-200,-88.0,-88.75030799999999,-200,-87.818825,-84.000496,-49.499626,-75.16401,-81.049255,-69.15098,-89.616776,-200,-200,-200,-200,-65.85742,-200,-200.0,3
10,S04,-84.7996,-72.9959,-200,-85.11702249999999,-200,-88.0,-89.25081,-200,-85.59801,-83.71286,-59.938374,-74.56529,-80.49447,-69.559395,-89.616776,-200,-200,-200,-200,-66.12758,-200,-86.99301,3
11,S04,-84.83315,-74.00117,-200,-85.11702249999999,-200,-88.0,-88.75030799999999,-200,-85.33045,-86.52415,-59.938374,-73.863556,-79.416885,-68.62758,-89.616776,-200,-200,-200,-200,-67.23691,-200,-86.70645,3
