,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,CompassString
0,R02,-70.0,-71.94376,-69.0,-65.0,-78.45823,-78.65594,-73.0,-77.18974,-77.0,-56.0,-80.89498,-67.0,-69.0,-71.95007,-85.3775,-88.278694,-200,-200,-86.4849,-76.0,-200,-200.0,2
1,R02,-74.50112,-73.0,-71.0005,-63.803223,-82.0,-79.0,-71.499626,-77.18974,-80.00075,-54.499626,-80.89498,-70.50088,-66.9995,-71.95007,-85.3775,-88.278694,-200,-200,-86.4849,-76.0,-200,-200.0,3
2,R02,-71.998665,-70.9995,-70.666725,-63.99975,-85.00075,-75.99925,-73.001,-74.0,-81.334946,-56.858573,-76.0,-79.0129625,-65.66522,-71.0,-85.3775,-88.278694,-200,-200,-86.4849,-76.33361,-200,-200.0,3
3,R02,-72.82428,-71.94376,-76.7522525,-65.334274,-81.66439,-78.65594,-77.18618,-76.0005,-79.1709725,-53.66572,-74.99975,-73.00267,-64.42319,-73.500626,-85.3775,-88.278694,-200,-200,-86.4849,-73.966545,-200,-200.0,2
4,R02,-72.82428,-71.94376,-74.25631,-66.00187,-78.45823,-78.65594,-77.18618,-74.33228,-79.1709725,-53.499,-80.004,-77.008995,-64.42319,-74.66805,-87.999,-88.278694,-200,-200,-86.4849,-78.504,-200,-200.0,2
5,R02,-74.002495,-70.33244,-76.81268,-66.603294,-78.45823,-77.66756,-76.50687,-77.18974,-79.99888,-53.398903,-80.89498,-77.40839,-67.251686,-71.95007,-88.66656,-88.278694,-200,-200,-89.7976,-78.60349,-200,-200.0,2
6,R02,-74.20259,-69.49788,-77.34634,-63.803223,-81.498,-77.24994,-77.60879,-76.00213,-78.79551,-56.858573,-78.500374,-79.0129625,-67.201195,-74.50075,-88.24919,-88.278694,-200,-200,-86.4849,-78.167595,-200,-200.0,2
7,R02,-72.82428,-69.5986,-76.7522525,-65.832565,-81.1975,-79.005196,-77.18618,-76.0017,-79.33204,-53.499546,-78.6006,-79.0129625,-67.6698,-74.8015,-85.3775,-88.278694,-200,-200,-86.4849,-73.966545,-200,-200.0,2
8,R02,-72.82428,-71.94376,-76.721405,-65.13772,-78.45823,-78.65594,-77.18618,-76.50371,-79.1709725,-54.146637,-78.8349,-78.67944,-64.42319,-74.49988,-85.3775,-88.278694,-200,-200,-89.49663,-73.966545,-200,-200.0,2
9,R02,-73.66638,-68.82866,-75.999985,-64.74208,-78.45823,-78.65594,-77.674286,-77.18974,-78.85294,-54.63251,-80.89498,-79.0131,-66.99836,-74.428,-86.795006,-88.278694,-200,-200,-88.41873,-77.99971,-200,-200.0,2
10,R02,-72.85165,-69.14086,-75.999985,-63.803223,-80.49472,-79.004326,-77.57733,-77.18974,-80.0063,-56.858573,-80.89498,-78.254906,-66.11593,-71.95007,-85.48989,-88.278694,-200,-200,-87.98766,-76.99102,-200,-200.0,0
11,R02,-72.11381,-69.37528,-76.20283,-64.9958,-79.56088,-79.0037,-77.756714,-76.143715,-79.55613,-56.858573,-78.858635,-79.0129625,-65.99054,-73.617485,-85.13188,-88.278694,-200,-200,-86.4849,-76.65493,-200,-200.0,1
12,R02,-72.82428,-71.94376,-76.7522525,-64.99622,-78.45823,-78.37278,-77.18618,-76.50387,-79.1709725,-54.78617,-78.75037,-79.012825,-64.42319,-73.5481,-85.3775,-89.99152,-200,-200,-88.438515,-73.966545,-200,-200.0,1
13,R02,-73.89888,-71.94376,-75.906586,-64.44162,-78.45823,-78.65594,-77.18618,-75.88542,-79.1709725,-54.40218,-78.55368,-80.12714,-64.42319,-73.492516,-85.3775,-89.8665,-200,-200,-87.78552,-76.385666,-200,-200.0,1
