,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,CompassString
0,R04,-82.0,-66.0,-88.0,-75.926425,-78.806655,-87.899828,-84.0,-84.70979,-83.0588645,-75.0,-72.20744,-85.0,-74.0,-52.469593,-86.0,-200,-200,-200,-200,-61.0,-200,-86.0,3
1,R04,-87.00125,-71.00125,-82.3385,-75.926425,-78.806655,-88.0,-86.500626,-84.70979,-86.998,-74.47233499999999,-65.0,-79.39648,-75.500374,-51.0,-88.500626,-200,-200,-200,-200,-61.0,-200,-87.500374,3
2,R04,-85.33278,-68.66556,-82.3385,-76.0,-78.806655,-89.00025,-85.33278,-84.70979,-86.33144,-74.47233499999999,-65.0,-79.39648,-75.33344,-49.99975,-89.444977,-200,-200,-200,-200,-67.0458,-200,-200.0,3
3,R04,-81.0306175,-67.439413,-82.3385,-79.00075,-78.806655,-87.899828,-84.70357,-84.70979,-83.0588645,-72.9995,-65.0,-80.999,-73.69029,-50.667053,-89.444977,-200,-200,-200,-200,-67.0458,-200,-200.0,3
4,R04,-83.74682,-67.74757,-87.66473,-77.33244,-78.806655,-87.899828,-85.49988,-84.70979,-85.998,-74.000496,-72.20744,-79.331276,-73.49688,-52.469593,-89.66805,-200,-200,-200,-200,-60.66639,-200,-200.0,3
5,R04,-82.79461,-66.995804,-88.249565,-75.926425,-78.806655,-88.66656,-85.399605,-84.70979,-86.3996,-74.47233499999999,-72.20744,-78.24657,-72.79541,-52.469593,-89.444977,-200,-200,-200,-200,-60.249065,-200,-200.0,3
6,R04,-82.49414,-67.16393,-82.3385,-75.926425,-78.806655,-88.24919,-84.830414,-84.70979,-87.5047,-74.47233499999999,-65.75131,-79.39648,-73.331955,-51.25131,-89.3995,-200,-200,-200,-200,-59.998505,-200,-89.001495,3
7,R04,-81.0306175,-67.439413,-82.3385,-77.499626,-78.806655,-87.899828,-84.70357,-87.49912,-83.0588645,-73.74993,-66.0018,-77.59531,-73.69029,-51.602097,-89.444977,-200,-200,-200,-200,-67.0458,-200,-200.0,3
8,R04,-81.0306175,-67.439413,-88.1995,-77.3994,-78.806655,-87.899828,-84.70357,-84.66372,-83.0588645,-76.40788,-66.16893,-77.32821,-73.69029,-51.166428,-89.444977,-200,-200,-200,-200,-60.166183,-200,-89.502,3
9,R04,-81.99174,-66.70901,-87.32895,-75.926425,-82.0,-89.0016,-84.56723,-84.70979,-85.99429,-76.33959,-72.20744,-77.13724,-73.715576,-52.469593,-89.444977,-200,-200,-200,-200,-60.28607,-200,-200.0,3
10,R04,-81.61451,-67.25006,-86.99409,-75.926425,-78.806655,-89.16876,-85.00007,-84.70979,-84.48192,-74.47233499999999,-66.86356,-79.39648,-73.75144,-50.567364,-89.444977,-200,-200,-200,-200,-60.12391,-200,-89.83473,3
11,R04,-81.0306175,-67.671425,-82.3385,-78.16968,-86.001,-89.86342,-84.70357,-84.74794,-83.0588645,-74.47233499999999,-67.25904,-79.39648,-73.69029,-50.621914,-89.444977,-200,-200,-200,-200,-67.0458,-200,-200.0,3
12,R04,-81.0306175,-67.439413,-86.61656,-78.001495,-78.806655,-87.899828,-84.70357,-84.19671,-83.0588645,-75.571846,-67.229935,-76.61557,-73.69029,-50.552032,-89.444977,-200,-200,-200,-200,-67.0458,-200,-200.0,3
13,R04,-81.09599,-68.00901,-86.09782,-77.62303,-78.806655,-87.899828,-85.898994,-84.70979,-84.54013,-77.391106,-72.20744,-76.65877,-73.69029,-52.469593,-89.444977,-200,-200,-200,-200,-60.447086,-200,-89.714714,3
14,R04,-81.491936,-68.19316,-85.37796,-75.926425,-78.806655,-87.899828,-86.21349,-84.70979,-83.97826,-74.47233499999999,-67.61229,-76.49054,-74.004105,-52.469593,-89.444977,-200,-200,-200,-200,-60.90884,-200,-89.37241,3
15,R04,-81.81641,-68.346886,-82.3385,-77.777756,-78.806655,-89.55606,-86.841194,-83.996346,-83.33282,-74.47233499999999,-67.64815,-79.39648,-74.612206,-50.800304,-89.444977,-200,-200,-200,-200,-61.47223,-200,-200.0,3
16,R04,-81.0306175,-67.439413,-82.3385,-77.90172,-78.806655,-87.899828,-84.70357,-83.56552,-83.0588645,-78.80792,-67.84824,-76.260185,-73.69029,-50.818775,-89.444977,-200,-200,-200,-200,-67.0458,-200,-200.0,3
17,R04,-81.57678,-67.439413,-85.805466,-77.63333,-78.806655,-87.899828,-87.10995,-84.25076,-83.0588645,-78.8274,-68.09671,-76.91869,-73.69029,-50.834194,-89.444977,-200,-200,-200,-200,-62.112698,-200,-89.5553,3
18,R04,-81.37364,-68.24071,-85.31153,-75.926425,-78.806655,-89.09399,-86.86478,-84.70979,-84.15531,-77.82594,-72.20744,-76.84627,-74.83306,-52.469593,-89.444977,-200,-200,-200,-200,-62.340317,-200,-89.70182,3
19,R04,-82.08121,-68.223015,-84.971634,-75.926425,-84.66622,-88.9928,-86.94822,-84.70979,-84.458405,-74.47233499999999,-68.971634,-79.39648,-74.42186,-50.847267,-89.444977,-200,-200,-200,-200,-62.02129,-200,-89.54441,3
20,R04,-81.0306175,-68.34546,-82.3385,-76.98388,-82.24544,-89.5039,-84.70357,-83.43602,-83.0588645,-77.925835,-68.904686,-79.39648,-74.30977,-50.858494,-89.444977,-200,-200,-200,-200,-67.0458,-200,-200.0,3
