,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,CompassString
0,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-87.22975,-85.0968,-89.80522500000001,-88.352791,-89.441385,-87.5534,-200,-200,-89.25423,-79.0,-84.62310500000001,-89.74851,-88.0,-74.0,-200,-68.0,-51.0,3
1,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-87.22975,-86.49888,-88.0,-86.0,-89.441385,-87.5534,-200,-200,-89.25423,-82.00075,-84.62310500000001,-89.74851,-88.50012,-75.500374,-200,-64.49912,-54.000748,3
2,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-87.22975,-86.33245,-89.80522500000001,-87.00025,-89.441385,-87.5534,-200,-200,-89.25423,-81.333275,-87.0,-89.74851,-89.14569,-80.686966,-200,-64.33261,-55.33494,2
3,S05,-89.2409895,-200,-200,-89.99975,-79.00062750000001,-86.999,-85.0968,-89.80522500000001,-87.00017,-89.441385,-87.5534,-200,-200,-89.25423,-84.77946,-85.499626,-89.49888,-89.14569,-77.668724,-200,-65.488908,-200.0,2
4,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-88.66739,-85.0968,-89.80522500000001,-88.352791,-89.441385,-87.5534,-200,-200,-89.25423,-84.77946,-84.332115,-88.99883,-89.50012,-75.99863,-200,-63.998875,-200.0,2
5,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-87.22975,-85.0968,-89.80522500000001,-88.352791,-89.441385,-87.5534,-200,-200,-89.25423,-82.25156,-84.62310500000001,-89.74851,-89.14569,-77.2025,-200,-65.4033,-55.501495,2
6,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-87.22975,-84.99701,-89.80522500000001,-87.250565,-89.441385,-87.5534,-200,-200,-89.25423,-83.204094,-84.62310500000001,-89.74851,-89.14569,-77.168594,-200,-63.996338,-55.200294,2
7,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-87.74894,-85.0968,-89.80522500000001,-87.2003,-89.441385,-87.5534,-200,-200,-89.25423,-84.77946,-84.62310500000001,-89.74851,-89.14569,-80.686966,-200,-63.134163,-54.99933,2
8,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-86.5957,-85.0968,-89.33244,-86.99934,-89.441385,-87.5534,-200,-200,-89.25423,-84.77946,-84.49938,-89.74851,-88.798,-79.44489,-200,-65.488908,-200.0,2
9,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-87.22975,-84.39581,-88.99875,-88.352791,-89.441385,-87.5534,-200,-200,-89.25423,-84.844215,-84.62310500000001,-89.74851,-88.66439,-79.01052,-200,-65.488908,-55.574562,2
10,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-85.82625,-83.99468,-88.5978,-87.86214,-89.441385,-87.5534,-200,-200,-89.25423,-85.15418,-84.62310500000001,-89.74851,-88.42508,-80.357735,-200,-63.243336,-57.39348,2
11,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-85.851234,-83.70788,-89.80522500000001,-88.00561,-89.441385,-87.5534,-200,-200,-89.25423,-85.89129,-85.00101,-89.74851,-89.14569,-80.686966,-200,-62.878895,-57.79873,2
12,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-86.12218,-85.0968,-89.80522500000001,-88.004974,-89.441385,-87.5534,-200,-200,-89.25423,-84.77946,-85.00084,-89.74851,-88.1193,-80.52429,-200,-65.488908,-200.0,2
13,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-86.44555,-84.122986,-89.83715,-88.352791,-89.441385,-87.5534,-200,-200,-89.25423,-84.77946,-84.62310500000001,-89.74851,-87.99353,-80.66078,-200,-63.094017,-200.0,2
14,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-87.22975,-84.221535,-89.80522500000001,-87.90305,-89.441385,-87.5534,-200,-200,-89.25423,-86.46534,-84.62310500000001,-89.74851,-87.89277,-80.26424,-200,-63.177814,-57.413464,2
15,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-86.90746,-84.604744,-89.80522500000001,-87.727036,-89.441385,-87.5534,-200,-200,-89.25423,-86.31673,-85.00072,-89.74851,-89.14569,-80.686966,-200,-63.417927,-57.28273,2
16,S05,-89.2409895,-200,-200,-89.53409,-79.00062750000001,-87.37849,-85.0968,-89.80522500000001,-87.66518,-89.441385,-87.5534,-200,-200,-89.25423,-86.19494,-84.874535,-89.74851,-89.14569,-80.686966,-200,-63.463814,-57.088512,2
