,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,CompassString
0,A01,-74.9155,-69.0,-76.0,-64.79905,-70.0,-79.7812775,-71.0,-65.0,-74.0,-63.0,-75.0,-69.08641499999999,-72.044586,-60.0,-84.68222,-89.548375,-200,-88.0,-84.0,-88.0,-200,-200.0,1
1,A01,-74.9155,-64.53145,-74.499626,-70.0,-74.5168625,-79.7812775,-75.0119895,-75.145966,-74.50012,-63.0,-72.9995,-63.0,-79.0,-61.00025,-84.68222,-89.548375,-200,-88.0,-83.6935,-72.04798,-200,-200.0,1
2,A01,-71.0,-71.500626,-72.998505,-67.499374,-74.5168625,-78.0,-75.0119895,-75.145966,-79.22139,-66.94834,-77.552585,-63.0,-77.499626,-66.63466,-84.68222,-88.0,-200,-88.0,-83.6935,-72.04798,-200,-200.0,1
3,A01,-72.00025,-76.004166,-74.66804,-65.99834,-71.500374,-79.500374,-72.500374,-68.00075,-79.22139,-62.66639,-77.552585,-69.08641499999999,-74.997665,-66.63466,-89.499626,-86.499626,-200,-88.0,-80.49912,-86.499626,-200,-200.0,1
4,A01,-71.66656,-73.74919,-74.66804,-64.79905,-72.00066,-79.7812775,-71.66622,-69.66856,-73.33244,-62.74994,-78.33744,-69.08641499999999,-72.044586,-62.001,-86.330444,-89.548375,-200,-88.0,-79.66539,-85.99934,-200,-200.0,1
5,A01,-74.9155,-64.53145,-72.99888,-65.247444,-72.25094,-79.7812775,-71.499374,-70.50288,-73.499626,-62.800102,-82.7608,-68.67139,-72.044586,-63.503372,-84.68222,-89.548375,-200,-88.0,-79.49875,-85.49863,-200,-200.0,1
6,A01,-72.25094,-71.79351,-73.8015,-64.79661,-74.5168625,-79.7812775,-75.0119895,-75.145966,-73.6,-66.94834,-84.81478,-71.25806,-72.99475,-63.402397,-84.74506,-89.548375,-200,-88.0,-83.6935,-72.04798,-200,-89.74819,1
7,A01,-73.2036,-70.48865,-74.33702,-64.83066,-74.5168625,-83.33678,-72.001,-73.00979,-79.22139,-66.94834,-77.552585,-72.81109,-73.5976,-66.63466,-83.993805,-87.66739,-200,-88.0,-79.3987,-81.98841,-200,-200.0,1
8,A01,-73.839226,-69.55569,-74.66804,-64.79905,-72.2006,-83.75331,-72.16826,-74.012726,-73.49954,-65.010155,-82.16692,-69.08641499999999,-74.334694,-63.000164,-83.65998,-88.251564,-200,-88.0,-79.33194,-79.9812,-200,-200.0,1
9,A01,-74.9155,-64.53145,-74.57613,-64.79905,-71.4973,-79.7812775,-72.28785,-75.736305,-73.42772,-66.7341,-80.12995,-69.08641499999999,-72.044586,-62.28122,-84.68222,-89.548375,-200,-88.0,-79.28421,-78.54607,-200,-200.0,1
10,A01,-74.9155,-64.53145,-74.75567,-65.14258,-70.994446,-79.7812775,-75.0119895,-75.145966,-74.00424,-66.94834,-78.85265,-71.50328,-72.992516,-61.741398,-84.68222,-89.548375,-200,-88.0,-83.6935,-72.04798,-200,-89.59811,1
