,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,CompassString
0,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-84.63907,-87.0,-71.0,-85.0,-200,-200,-200,-200,-200,-82.0,-76.0,-70.5683225,-86.775826,-77.0,-200,-85.0,-85.0,2
1,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-79.0,-79.738325,-86.603874,-83.499626,-200,-200,-200,-200,-200,-77.999,-65.9975,-70.5683225,-86.775826,-73.767145,-200,-86.500374,-88.00075,2
2,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-85.001495,-79.738325,-86.603874,-85.001,-200,-200,-200,-200,-200,-81.234665,-60.994167,-73.0,-86.775826,-75.499626,-200,-84.8720525,-200.0,3
3,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-84.63907,-81.49863,-75.50112,-87.94348,-200,-200,-200,-200,-200,-81.234665,-60.85102,-65.99825,-86.0,-72.997665,-200,-85.66622,-200.0,3
4,E02,-200,-200,-89.74749800000001,-82.0,-89.29822,-84.63907,-83.33395,-79.33727,-87.94348,-200,-200,-200,-200,-200,-77.665726,-60.85102,-66.99967,-84.499626,-73.749565,-200,-86.00025,-88.000496,3
5,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-87.00266,-79.738325,-86.603874,-83.999,-200,-200,-200,-200,-200,-81.234665,-62.498253,-70.5683225,-86.775826,-73.767145,-200,-85.7996,-88.751686,3
6,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-87.25243,-79.738325,-86.603874,-83.7986,-200,-200,-200,-200,-200,-81.234665,-62.398304,-70.5683225,-86.775826,-73.767145,-200,-84.8720525,-200.0,2
7,E02,-200,-200,-89.74749800000001,-85.00075,-89.29822,-88.405396,-79.738325,-80.254555,-87.94348,-200,-200,-200,-200,-200,-81.234665,-60.99218,-65.74757,-83.665726,-74.201004,-200,-84.8720525,-200.0,2
8,E02,-200,-200,-89.74749800000001,-86.66856,-89.29822,-84.63907,-82.248566,-86.603874,-87.94348,-200,-200,-200,-200,-200,-81.234665,-60.85102,-65.5976,-83.74944,-74.50221,-200,-85.330864,-87.5979,3
9,E02,-200,-200,-89.499626,-89.47106,-89.29822,-84.63907,-80.39331,-86.603874,-85.004326,-200,-200,-200,-200,-200,-79.5025,-61.856007,-70.5683225,-86.775826,-74.43,-200,-84.85194,-86.82808,3
10,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-89.17467,-79.738325,-86.603874,-85.86641,-200,-200,-200,-200,-200,-81.234665,-62.630707,-70.5683225,-86.775826,-73.767145,-200,-84.8720525,-200.0,3
11,E02,-200,-200,-89.74749800000001,-86.50112,-89.29822,-88.7182,-79.738325,-81.40709,-85.50498,-200,-200,-200,-200,-200,-81.234665,-62.672203,-65.16269,-86.775826,-73.767145,-200,-84.8720525,-200.0,3
12,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-84.63907,-80.99718,-82.343506,-87.94348,-200,-200,-200,-200,-200,-79.2011,-60.85102,-65.57065,-83.19791,-74.62796,-200,-84.36624,-86.99658,3
13,E02,-200,-200,-89.74749800000001,-86.4006,-89.29822,-84.63907,-80.42245,-82.58168,-85.33587,-200,-200,-200,-200,-200,-79.50229,-60.85102,-65.75088,-82.495056,-75.45633,-200,-83.426155,-87.1231,3
14,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-87.61891,-80.36918,-86.603874,-85.200386,-200,-200,-200,-200,-200,-80.0052,-62.29977,-70.5683225,-86.775826,-73.767145,-200,-83.28152,-88.23293,1
15,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-84.63907,-79.738325,-82.50834,-85.73681,-200,-200,-200,-200,-200,-81.234665,-61.717087,-65.666504,-86.775826,-73.767145,-200,-84.8720525,-200.0,1
16,E02,-200,-200,-89.74749800000001,-87.67296,-89.29822,-87.437004,-79.738325,-82.56358,-87.94348,-200,-200,-200,-200,-200,-81.234665,-61.060513,-65.59891,-83.14279,-75.81573,-200,-84.8720525,-200.0,3
17,E02,-200,-200,-89.74749800000001,-88.58269,-89.29822,-84.63907,-80.77716,-82.810684,-87.94348,-200,-200,-200,-200,-200,-79.37409,-60.85102,-66.283455,-82.74651,-75.83277,-200,-83.25548,-88.00647,1
18,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-84.63907,-80.79976,-86.603874,-86.099525,-200,-200,-200,-200,-200,-78.770226,-60.503902,-70.5683225,-86.775826,-75.76192,-200,-83.999466,-87.45091,1
19,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-86.68275,-79.738325,-86.603874,-86.56468,-200,-200,-200,-200,-200,-78.99637,-60.246357,-70.5683225,-86.775826,-73.767145,-200,-84.07834,-87.49763,1
20,E02,-200,-200,-89.74749800000001,-88.7614,-89.29822,-86.064644,-79.738325,-86.603874,-87.94348,-200,-200,-200,-200,-200,-81.234665,-60.22938,-66.08918,-82.66263,-75.780685,-200,-84.8720525,-200.0,1
21,E02,-200,-200,-89.74749800000001,-89.47106,-89.29822,-84.63907,-81.74321,-83.198166,-87.94348,-200,-200,-200,-200,-200,-81.234665,-60.85102,-66.16098,-82.59543,-76.01731,-200,-84.29309,-87.14306,1
