"Date","001","002","003","004","005","006","007","008","009","010","011","012","013","014","015","016","017","018","019","020","accer_x","accer_y","accer_z","gyro_x","gyro_y","gyro_z","magn_x","magn_y","magn_z"
"2022-06-30T06:26:24.290","-200","-71.0","-200","-200","-200","-92.0","-200","-200","-84.0","-74.0","-51.0","-200","-76.0","-72.0","-88.0","-200","-200","-200","-200","-58.0","2.4277205","1.4329298","9.621099","0.043656502","-0.09686286","0.02268346","-41.734","-2.6200027","-47.278"
"2022-06-30T06:26:25.392","-200","-67.99925","-87.0","-78.0","-200","-200","-200","-87.0","-200","-200","-200","-200","-80.50112","-70.99975","-89.500374","-200","-200","-200","-200","-64.001495","0.15203181","2.9161377","9.244013","-0.049195014","-0.16222544","-0.32184455","-40.9","-13.300003","-47.8"
"2022-06-30T06:26:26.512","-87.0","-200","-91.001","-76.499626","-200","-200","-94.0","-200","-200","-200","-200","-74.0","-200","-70.66622","-200","-200","-200","-200","-200","-200","0.4285621","3.1256304","9.607931","0.02471968","-0.1225192","-0.18806505","-38.700005","-13.199997","-49.7"
"2022-06-30T06:26:27.639","-200","-200","-89.66622","-200","-200","-200","-90.99925","-89.0005","-200","-78.001","-51.0","-68.99875","-81.00117","-200","-200","-200","-200","-200","-200","-63.000164","0.92535895","2.8311436","9.0429","-0.018040888","-0.14389949","0.045896336","-40.1","-15.599998","-49.4"
"2022-06-30T06:26:28.771","-85.499626","-69.000336","-200","-200","-200","-200","-90.33228","-200","-84.0","-77.66705","-51.0","-66.66389","-81.75219","-200","-89.33344","-200","-200","-200","-200","-62.24881","1.1348516","2.742558","9.403227","-0.002769256","0.01553634","0.10026335","-40.6","-14.900002","-48.7"
"2022-06-30T06:26:29.901","-200","-70.75331","-200","-80.00267","-200","-200","-200","-200","-84.66722","-77.24956","-51.0","-200","-81.6013","-70.24894","-200","-200","-200","-200","-200","-61.9983","1.1432313","2.4277205","9.509769","-0.025371268","0.022866722","-0.037181333","-41.9","-13.900002","-47.5"
"2022-06-30T06:26:31.016","-200","-200","-200","-200","-200","-200","-89.74819","-200","-200","-200","-200","-65.99675","-200","-70.800804","-200","-200","-200","-200","-200","-200","1.0163386","2.6204538","9.367314","0.026552275","-0.016228653","0.0483398","-41.299995","-13.900002","-47.3"
"2022-06-30T06:26:32.146","-85.33295","-200","-87.99675","-200","-200","-200","-89.59811","-90.33478","-200","-200","-50.7994","-65.59621","-200","-70.83415","-200","-200","-200","-200","-95.0","-200","0.8870517","3.0107086","8.971074","-0.002769256","-0.056545757","-0.04634431","-38.200005","-14.599998","-48.4"
"2022-06-30T06:26:33.267","-85.75044","-70.602196","-200","-200","-200","-200","-89.49796","-89.75006","-87.00449","-78.60369","-50.498127","-65.49638","-81.16577","-200","-200","-200","-200","-200","-200","-61.663723","0.7673417","2.705448","9.4295635","-0.0039909855","-0.00034615654","0.0013031764","-36.799995","-14.400002","-48.1"
"2022-06-30T06:26:34.399","-200","-71.50594","-200","-80.002","-200","-200","-200","-200","-87.20419","-80.34434","-50.138935","-200","-80.42302","-70.858","-90.50212","-200","-200","-200","-200","-61.280724","0.8367735","2.7222073","9.372103","-0.01132137","-0.03944153","0.04528547","-37.4","-13.300003","-48.3"
"2022-06-30T06:26:35.524","-200","-71.86455","-88.3986","-200","-200","-95.00075","-200","-200","-87.672295","-81.4451","-200","-200","-79.487045","-70.74982","-90.602","-200","-200","-200","-200","-60.867054","1.1013328","2.231396","9.949105","-0.006434448","0.023477588","0.048950665","-41.700005","-13.400002","-46.7"
"2022-06-30T06:26:36.643","-84.39631","-200","-89.16901","-81.80699","-200","-200","-90.14529","-89.399","-200","-200","-200","-66.14393","-200","-70.665565","-200","-200","-200","-200","-200","-200","1.2473791","2.2038627","9.850943","-0.066299245","-0.024780767","-0.10620911","-41.200005","-12.400002","-47.4"
"2022-06-30T06:26:37.753","-83.995094","-200","-200","-200","-200","-200","-89.87479","-89.499626","-200","-200","-50.49969","-65.99969","-200","-200","-200","-200","-200","-200","-200","-60.994358","1.6843209","1.8590976","9.024943","0.06381506","0.00087557395","0.056281045","-43.6","-11.800003","-44.5"
"2022-06-30T06:26:38.881","-83.85201","-71.75554","-200","-200","-200","-200","-89.888855","-200","-200","-82.14552","-50.443542","-200","-80.106514","-71.003746","-91.17092","-200","-200","-200","-200","-62.211964","1.673547","1.6531962","9.021352","0.072978035","-0.06265441","0.01901827","-42.799995","-12.300003","-44.7"
"2022-06-30T06:26:40.006","-200","-71.67064","-200","-82.3416","-200","-200","-200","-200","-87.71941","-82.24154","-50.39856","-200","-80.80565","-70.910904","-91.433914","-200","-200","-200","-200","-63.487255","1.1947067","2.0901382","9.572019","-0.010099638","-0.004622213","-0.028018354","-42.6","-12.400002","-44.9"
"2022-06-30T06:26:41.128","-200","-71.805466","-88.85714","-83.58654","-200","-200","-89.90012","-200","-87.37652","-200","-200","-65.77499","-200","-71.258804","-200","-200","-200","-200","-200","-200","1.4209588","2.147599","9.965864","-0.0052127168","0.05157739","-0.06711373","-41.799995","-12.900002","-44.6"
"2022-06-30T06:26:42.243","-83.996765","-200","-88.2447","-200","-200","-200","-200","-89.284004","-200","-200","-51.009144","-65.59497","-200","-200","-200","-200","-200","-200","-200","-200","0.39384618","2.0015526","9.186552","-0.23306546","-0.19887736","-1.0976434","-43.907997","-22.059998","-43.603"
