"Date","001","002","003","004","005","006","007","008","009","010","011","012","013","014","015","016","017","018","019","020","accer_x","accer_y","accer_z","gyro_x","gyro_y","gyro_z","magn_x","magn_y","magn_z"
"2022-06-30T04:57:25.499","-70.0","-67.0","-200","-200","-73.0","-200","-70.0","-70.0","-76.0","-56.0","-79.0","-73.0","-65.0","-200","-79.0","-200","-200","-200","-200","-69.0","-0.37349546","3.3913867","8.926781","-0.24430537","-0.32508212","-0.14001031","-12.0","-15.800003","-12.6"
"2022-06-30T04:57:26.614","-200","-65.99975","-200","-59.0","-200","-200","-200","-200","-72.99925","-57.00025","-80.500374","-200","-63.99975","-75.0","-200","-200","-93.0","-200","-200","-70.500374","-1.2485762","2.895787","9.2907","-0.040887244","0.12573643","0.031031955","-11.199997","-12.400002","-14.5"
"2022-06-30T04:57:27.736","-68.99975","-65.66622","-200","-59.500126","-200","-81.0","-200","-200","-200","-200","-200","-200","-200","-72.499374","-200","-88.0","-200","-200","-84.0","-200","-1.0342951","3.1495724","9.472659","0.12099205","-0.13937908","-0.10580186","-10.199997","-12.300003","-14.7"
"2022-06-30T04:57:28.861","-68.99983","-200","-71.0","-60.66772","-200","-79.99975","-76.001495","-68.499626","-200","-200","-200","-75.500626","-200","-70.99834","-200","-200","-200","-200","-87.00075","-200","-0.8822633","3.4572272","9.267955","0.040968698","0.09336057","0.018203786","-12.400002","-16.5","-12.3"
"2022-06-30T04:57:29.992","-68.499","-200","-72.00025","-200","-200","-200","-78.00266","-70.001","-200","-56.666557","-78.33178","-76.66805","-65.334274","-200","-200","-200","-200","-200","-200","-71.334274","-1.3084313","3.7493198","9.109938","0.037914373","-0.00071267504","-0.021502456","-10.400002","-17.0","-12.8"
"2022-06-30T04:57:31.120","-200","-64.74806","-200","-200","-200","-79.33261","-200","-200","-200","-56.750065","-77.497375","-77.25206","-66.00187","-73.50313","-77.499626","-89.00025","-200","-200","-200","-71.501","-1.7908629","4.685453","8.900445","0.19063067","-0.12227486","-0.036774088","-10.5","-19.400002","-11.7"
"2022-06-30T04:57:32.250","-200","-64.598","-74.66905","-62.754433","-200","-78.748436","-200","-200","-75.00117","-56.8002","-200","-200","-66.202095","-74.004","-76.99934","-87.665726","-200","-200","-200","-72.202896","-0.80205756","4.3287168","8.65863","-0.015230903","-0.025758151","-0.040439278","-11.099998","-20.800003","-10.6"
"2022-06-30T04:57:33.362","-68.8001","-200","-73.49975","-63.20489","-200","-200","-76.74981","-69.249435","-200","-200","-200","-200","-200","-72.49647","-200","-89.75294","-200","-95.0","-87.000496","-200","-1.2497733","4.537012","8.647857","0.049520813","0.07625635","0.0041538845","-10.699997","-21.699997","-10.0"
"2022-06-30T04:57:34.478","-69.001","-200","-72.7977","-200","-200","-200","-75.9976","-68.7982","-200","-200","-200","-78.40509","-65.49854","-200","-200","-200","-200","-200","-200","-200","-1.0833763","4.497508","8.627506","-0.014009174","0.01761328","0.002932154","-10.199997","-21.800003","-10.1"
"2022-06-30T04:57:35.600","-69.14464","-66.50703","-200","-200","-200","-200","-75.49571","-68.49713","-73.99912","-56.666225","-77.7988","-79.34184","-65.13929","-200","-77.75082","-200","-200","-200","-200","-72.001495","-1.1947067","4.408922","8.791509","-0.004235329","-0.00010181032","-0.009285151","-10.400002","-20.900002","-10.3"
"2022-06-30T04:57:36.723","-200","-67.5844","-200","-200","-200","-200","-200","-200","-73.7987","-56.282864","-77.83248","-200","-64.869545","-71.418594","-78.0014","-200","-200","-95.0","-200","-71.713715","-1.2593501","4.402937","8.881291","-0.009733116","0.020056743","0.0017104235","-10.400002","-21.199997","-10.4"
"2022-06-30T04:57:37.838","-69.378586","-68.015076","-73.333855","-62.50087","-200","-81.00549","-200","-200","-200","-200","-200","-80.155396","-64.21001","-71.365814","-200","-200","-200","-95.33361","-200","-200","-1.1348516","4.608838","8.069656","0.09961177","0.06403904","0.07012733","-9.900002","-21.699997","-10.4"
"2022-06-30T04:57:38.959","-70.34734","-200","-74.14855","-61.853718","-73.0","-81.50686","-75.56822","-70.00727","-200","-200","-200","-80.64017","-200","-71.32471","-200","-200","-200","-95.25006","-87.50124","-200","-1.5765818","4.6459484","8.324639","0.021421012","-0.00010181032","0.027366763","-8.900002","-21.699997","-10.3"
"2022-06-30T04:57:40.085","-71.123474","-68.01338","-75.13855","-200","-73.33361","-200","-76.00094","-70.7629","-200","-58.516834","-77.13765","-80.56824","-63.68161","-200","-78.33603","-200","-200","-200","-200","-71.119354","-1.4257472","4.7429137","8.37372","-0.0017918684","0.0060068425","-0.0068416903","-9.400002","-21.400002","-10.6"
"2022-06-30T04:57:41.201","-200","-67.606346","-200","-200","-200","-82.00912","-200","-200","-74.836975","-59.807156","-76.111565","-200","-62.971115","-200","-200","-90.0031","-200","-200","-200","-70.65648","-1.3910311","4.7500963","8.349778","-0.002402734","-0.0055995975","-0.00012217229","-9.5","-21.800003","-10.2"
"2022-06-30T04:57:42.326","-200","-67.27279","-200","-62.88089","-200","-82.007965","-200","-200","-75.29176","-200","-200","-200","-63.48406","-71.798874","-78.14393","-200","-200","-200","-200","-70.995575","-1.055843","4.88896","8.65863","0.06784677","-0.05141449","-0.044104468","-9.900002","-22.599998","-9.2"
"2022-06-30T04:57:43.451","-70.46461","-200","-76.24664","-62.66954","-200","-82.231804","-75.439","-70.452446","-200","-200","-200","-80.10493","-200","-71.17003","-200","-89.83515","-200","-200","-86.1971","-200","-2.48159","3.7229836","9.31105","0.063570715","-0.7826202","-1.2224635","-3.473999","-28.884003","-5.42"
"2022-06-30T04:57:44.569","-70.25491","-200","-200","-200","-200","-200","-75.69874","-70.710815","-200","-200","-200","-80.00273","-200","-200","-78.63014","-200","-200","-200","-200","-200","-1.2880806","4.7800236","8.870518","-0.018896097","0.043269623","0.03408628","14.300003","-29.5","-5.2"
"2022-06-30T04:57:45.687","-200","-68.78104","-200","-200","-200","-200","-76.281555","-200","-75.381065","-59.421036","-200","-79.577095","-63.209396","-200","-78.89643","-200","-200","-200","-200","-200","-0.973243","4.654328","8.793902","-0.021339556","0.048156545","-0.022113321","13.5","-29.0","-6.0"
"2022-06-30T04:57:46.808","-200","-70.217316","-200","-62.703056","-200","-200","-200","-200","-75.450615","-59.104614","-77.11033","-200","-63.047","-200","-200","-200","-200","-200","-200","-200","-0.8451532","4.819528","7.8027034","0.050742544","0.01394809","0.0004886931","13.400002","-29.2","-5.8"
"2022-06-30T04:57:47.925","-200","-200","-200","-62.823013","-200","-81.90404","-76.51284","-200","-200","-200","-200","-200","-200","-71.15556","-200","-200","-200","-94.9993","-200","-200","-0.44532153","4.9763484","8.2276745","0.032416586","0.034106642","0.036529742","12.400002","-30.099998","-5.0"
"2022-06-30T04:57:49.037","-71.41733","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-200","-0.39145198","5.270835","8.310274","0.063570715","-0.039197184","-0.0453262","11.699997","-30.8","-4.5"
"2022-06-30T04:57:50.165","-71.97468","-70.12784","-200","-200","-200","-200","-76.47241","-71.47751","-76.62195","-200","-76.99772","-79.5316","-62.905956","-200","-79.71829","-200","-200","-200","-200","-71.45845","-0.4141969","5.201403","8.465898","-0.014009174","0.06037385","0.013316863","11.0","-31.8","-3.9"
"2022-06-30T04:57:51.272","-200","-70.119026","-200","-200","-200","-200","-200","-200","-200","-59.095715","-77.182915","-200","-62.78226","-200","-200","-200","-200","-200","-200","-71.67469","-0.25498247","5.116409","8.418014","0.033638313","0.046934813","0.06279695","11.099998","-31.5","-4.0"
"2022-06-30T04:57:52.402","-200","-70.1762","-200","-62.66791","-200","-81.91291","-200","-200","-76.749405","-59.009335","-200","-200","-62.73424","-70.985634","-200","-89.57129","-200","-200","-85.996666","-71.54267","0.3172317","4.3766007","9.40203","0.19307414","-0.41426846","-0.9035919","12.900002","-28.7","-6.5"
"2022-06-30T04:57:53.519","-200","-200","-76.01879","-62.378754","-200","-82.090485","-200","-71.86229","-200","-200","-200","-200","-200","-70.54567","-200","-200","-200","-200","-86.57228","-200","-1.3060371","4.301183","8.866926","-0.071430504","-0.21756984","-0.65008277","21.682","-14.304001","-11.661"
