"Date","001","002","003","004","005","006","007","008","009","010","011","012","013","014","015","016","017","018","019","020","021","022","accer_x","accer_y","accer_z","gyro_x","gyro_y","gyro_z","magn_x","magn_y","magn_z"
"2022-06-30T10:50:36.380","-53.0","-83.0","-71.0","-61.0","-64.0","-73.0","-200","-66.0","-82.0","-200","-200","-200","-73.0","-85.0","-200","-87.0","-200","-89.0","-90.0","-200","-200","-87.0","1.1887212","3.3758245","9.192537","-0.034086283","-0.0038280888","-0.0040520728","-9.5","-12.700001","-83.1"
"2022-06-30T10:50:37.524","-200","-200","-68.9995","-61.0","-200","-200","-71.0","-65.49988","-200","-67.0","-82.0","-200","-200","-200","-78.0","-84.499374","-200","-89.0","-91.500374","-200","-93.0","-84.9995","1.5741876","3.2225955","9.045294","0.02333505","-0.08018624","0.04481715","-9.800003","-13.0","-82.3"
"2022-06-30T10:50:38.653","-53.0","-200","-200","-200","-200","-71.99975","-71.0","-200","-80.499626","-67.0","-82.0","-200","-71.99975","-200","-77.49988","-84.33278","-90.0","-200","-88.99817","-200","-200","-84.999664","1.3958195","3.2513258","9.035717","-0.02431244","0.026715174","-0.041925717","-10.099998","-12.799999","-82.6"
"2022-06-30T10:50:39.793","-55.335278","-80.9995","-200","-61.66722","-63.499874","-71.66622","-71.66722","-200","-81.00017","-66.33278","-81.33278","-200","-74.335106","-81.99925","-200","-200","-89.49988","-88.33278","-200","-200","-93.0","-200","1.4460979","3.345897","9.088389","0.027611107","0.030380365","0.013052154","-9.5","-13.299999","-82.6"
"2022-06-30T10:50:40.918","-56.25306","-80.66605","-70.66772","-60.748814","-66.002","-73.002","-200","-69.00284","-82.50275","-200","-200","-200","-76.25468","-78.997","-200","-86.0025","-89.333115","-87.999","-200","-200","-200","-200","1.2964603","3.751714","8.556877","0.07220427","-0.2512285","-0.12255993","-8.400002","-13.299999","-81.9"
"2022-06-30T10:50:42.038","-200","-79.4975","-69.24831","-59.796204","-200","-200","-200","-69.25256","-200","-200","-200","-200","-200","-79.74906","-76.999504","-86.4032","-200","-88.601","-88.49775","-200","-200","-84.49887","1.2844892","3.6044707","9.345766","-0.044470992","-0.14371623","-0.061473403","-9.5","-12.400002","-82.5"
"2022-06-30T10:50:43.160","-56.402897","-200","-68.396095","-200","-200","-200","-71.50012","-69.603096","-83.60549","-68.75381","-81.75031","-200","-200","-200","-75.99788","-86.83798","-90.50188","-200","-87.796104","-200","-200","-84.599396","0.9684546","3.7110126","9.136273","0.0001221709","0.005945755","-0.06269514","-8.199997","-11.099998","-81.8"
"2022-06-30T10:50:44.279","-57.005157","-79.7989","-200","-200","-67.253685","-73.60339","-73.00459","-200","-83.00182","-69.80619","-82.4022","-200","-76.20359","-200","-75.39651","-200","-91.2036","-200","-200","-200","-200","-84.33161","0.92655605","3.5410242","8.787917","-0.029810227","0.08291478","0.016717346","-4.800003","-9.799999","-80.1"
"2022-06-30T10:50:45.410","-57.1482","-79.66514","-68.49721","-59.328037","-67.4034","-73.83723","-73.17126","-69.16726","-83.28913","-200","-200","-200","-77.17408","-77.994","-200","-87.00506","-200","-88.835236","-200","-200","-91.33195","-200","1.6448165","3.3446999","9.033323","-0.0035430212","0.034045555","-0.057197347","-6.5999985","-9.5","-80.5"
"2022-06-30T10:50:46.534","-200","-79.71329","-69.71977","-59.424656","-67.83814","-74.1482","-200","-68.855644","-83.50486","-200","-200","-200","-78.01176","-77.15786","-76.83698","-86.50005","-200","-200","-86.32338","-200","-89.99663","-84.42771","1.8124107","3.5290532","8.972271","0.03616322","0.0077783507","0.028934652","-6.199997","-10.200001","-80.2"
