timeStamp,uuid,minor,rssi
2022-05-11 15:33:52 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78
2022-05-11 15:33:55 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77
2022-05-11 15:33:56 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77
2022-05-11 15:33:57 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-76
2022-05-11 15:33:58 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-71
2022-05-11 15:33:59 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-70
2022-05-11 15:34:00 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-70
2022-05-11 15:34:01 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72
2022-05-11 15:34:03 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-73
2022-05-11 15:34:04 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-69
2022-05-11 15:34:06 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75
2022-05-11 15:34:07 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-75
2022-05-11 15:34:08 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77
2022-05-11 15:34:09 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-77
2022-05-11 15:34:10 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78
2022-05-11 15:34:11 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-78
2022-05-11 15:34:12 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-71
2022-05-11 15:34:14 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72
2022-05-11 15:34:15 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-74
2022-05-11 15:34:16 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72
2022-05-11 15:34:17 +0000 ,020012AC-4202-649D-EC11-B6CBC8814AD7,420,-72
