"Date","UUID","Major","Minor","RSSI","Filtered RSSI","Error","AP RSSI"
"2022-06-15T04:05:45.024","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-65","-65.0","0.0","-49"
"2022-06-15T04:05:46.117","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-65","-65.0","0.0","-48"
"2022-06-15T04:05:47.229","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-63","-64.331116","1.7718698054559852","-46"
"2022-06-15T04:05:50.545","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-62.485542","30.091171033764027","-48"
"2022-06-15T04:05:51.659","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-61.577713","12.80003031036902","-48"
"2022-06-15T04:05:52.766","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-61.140266","4.580738550755987","-48"
"2022-06-15T04:05:54.985","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-63","-61.412796","2.5192165376159994","-47"
"2022-06-15T04:05:56.102","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-63","-61.618073","1.909722233328993","-47"
"2022-06-15T04:05:57.205","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-61.198067","10.227632536489011","-48"
"2022-06-15T04:06:00.532","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-60.860306","8.181350413636007","-47"
"2022-06-15T04:06:01.642","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-61","-60.87388","0.01590625440000006","-48"
"2022-06-15T04:06:02.754","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-61","-60.885258","0.013165726563999926","-48"
"2022-06-15T04:06:03.864","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-61","-60.894947","0.011036132808999594","-47"
"2022-06-15T04:06:06.079","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-60","-60.823753","0.6785690050090057","-48"
"2022-06-15T04:06:07.189","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-60.61083","6.8164332889","-48"
"2022-06-15T04:06:10.510","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-60.495102","2.2353299904040083","-48"
"2022-06-15T04:06:11.621","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-62","-60.598587","1.9639583965689944","-48"
"2022-06-15T04:06:12.730","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-62","-60.691204","1.7129469696160025","-48"
"2022-06-15T04:06:16.050","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-61","-60.71089","0.08358459210000051","-48"
"2022-06-15T04:06:17.163","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-63","-60.85211","4.613431452099986","-48"
"2022-06-15T04:06:18.269","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-60.561573","20.807948234329025","-47"
"2022-06-15T04:06:21.595","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-60.470573","2.162584948329005","-48"
"2022-06-15T04:06:22.703","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-63","-60.614365","5.691254353225003","-47"
"2022-06-15T04:06:26.027","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-60.524643","2.3245362774489924","-48"
"2022-06-15T04:06:27.137","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-60.44164","2.078325889599999","-48"
"2022-06-15T04:06:31.565","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-62","-60.5249","2.175920009999993","-48"
"2022-06-15T04:06:32.674","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-62","-60.602367","1.9533780026889973","-48"
"2022-06-15T04:06:36","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-61","-60.622925","0.14218555562499835","-48"
"2022-06-15T04:06:37.109","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-61","-60.642143","0.12806163244900198","-47"
"2022-06-15T04:06:38.216","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-62","-60.71044","1.6629649936000042","-48"
"2022-06-15T04:06:40.430","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-63","-60.82423","4.7339750929","-47"
"2022-06-15T04:06:41.543","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-61","-60.83287","0.027932436900000076","-47"
"2022-06-15T04:06:42.649","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-61","-60.841003","0.025280046008999805","-48"
"2022-06-15T04:06:45.974","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-62","-60.896896","1.2168384348160042","-47"
"2022-06-15T04:06:47.082","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-60.806183","3.2622970294889897","-48"
"2022-06-15T04:06:48.191","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-60.673004","7.144950384015994","-48"
