"Date","UUID","Major","Minor","RSSI","Filtered RSSI","Error","AP RSSI"
"2022-06-15T02:31:16.679","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-56.0","0.0","-53"
"2022-06-15T02:31:17.765","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-56.0","0.0","-54"
"2022-06-15T02:31:21.091","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-61","-57.672215","11.074153006224991","-54"
"2022-06-15T02:31:22.204","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-60","-58.258224","3.033783634176005","-54"
"2022-06-15T02:31:23.316","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-58.205963","0.042420757368998765","-53"
"2022-06-15T02:31:26.643","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.8316","3.3547585600000063","-54"
"2022-06-15T02:31:27.753","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.56319","2.443562976099996","-54"
"2022-06-15T02:31:31.072","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-57.749016","1.5649609682560064","-54"
"2022-06-15T02:31:32.179","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-57.894238","1.2227096006439968","-54"
"2022-06-15T02:31:33.288","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-60","-58.116634","3.547067489956009","-55"
"2022-06-15T02:31:36.615","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-58.00814","1.0163462595999948","-54"
"2022-06-15T02:31:37.726","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.826977","3.337844958528998","-54"
"2022-06-15T02:31:38.836","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.67273","2.7980256529000047","-54"
"2022-06-15T02:31:42.180","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-60","-57.857872","4.588712368383998","-54"
"2022-06-15T02:31:43.277","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.793186","0.6291440305959978","-54"
"2022-06-15T02:31:46.613","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.736202","0.5419933848039981","-53"
"2022-06-15T02:31:47.720","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.616814","2.6140875105959935","-54"
"2022-06-15T02:31:48.830","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.50996","2.2799792015999985","-54"
"2022-06-15T02:31:51.046","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.413704","1.9985589996160078","-54"
"2022-06-15T02:31:52.158","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.38818","0.15068371239999878","-54"
"2022-06-15T02:31:53.265","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.364937","0.13317901396899826","-54"
"2022-06-15T02:31:56.589","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.285397","1.6522454476090083","-54"
"2022-06-15T02:31:57.695","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.212326","1.4697343302759935","-54"
"2022-06-15T02:31:58.819","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.144947","1.3109036328090045","-54"
"2022-06-15T02:32:01.024","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-57.191498","0.6536754840039954","-54"
"2022-06-15T02:32:02.131","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-57.28812","2.9305331344000027","-54"
"2022-06-15T02:32:03.242","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.27299","0.07452354010000004","-54"
"2022-06-15T02:32:06.559","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-57.310577","0.4753040729289971","-54"
"2022-06-15T02:32:07.672","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-57.345715","0.42808886122500206","-54"
"2022-06-15T02:32:08.781","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-57.378624","0.3861081333759974","-54"
"2022-06-15T02:32:12.103","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.359806","0.12946035763599925","-55"
"2022-06-15T02:32:13.211","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.342117","0.11704404168900122","-55"
"2022-06-15T02:32:16.540","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-57.374134","0.39170824995600256","-54"
"2022-06-15T02:32:17.647","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-57.404316","0.35483942785599826","-54"
"2022-06-15T02:32:18.759","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-60","-57.52845","6.108559402500003","-54"
"2022-06-15T02:32:20.976","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.503372","0.25338337038399883","-54"
"2022-06-15T02:32:22.082","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.432518","2.052107820324005","-54"
"2022-06-15T02:32:23.193","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.365437","1.864418200969","-54"
"2022-06-15T02:32:24.300","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.30187","1.6948654969000025","-54"
"2022-06-15T02:32:26.516","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.24158","1.5415208963999976","-55"
"2022-06-15T02:32:28.729","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-57.322613","2.8136271477690102","-54"
"2022-06-15T02:32:30.943","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-57.399567","2.561385787489008","-54"
"2022-06-15T02:32:32.050","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.33562","1.7838807843999964","-54"
"2022-06-15T02:32:33.165","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.320343","0.10261963764900074","-54"
"2022-06-15T02:32:36.496","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-57.396538","2.571090385444001","-54"
"2022-06-15T02:32:37.604","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-60","-57.51427","6.178853632899983","-55"
"2022-06-15T02:32:38.710","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-60","-57.626358","5.6341763441639845","-55"
"2022-06-15T02:32:40.923","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.55321","2.4124613041","-54"
"2022-06-15T02:32:42.029","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.483524","2.200843458576008","-55"
"2022-06-15T02:32:43.153","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.417107","2.0081922494490043","-54"
"2022-06-15T02:32:44.267","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.35379","1.8327473640999905","-54"
"2022-06-15T02:32:47.580","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.33801","0.11425076009999799","-54"
"2022-06-15T02:32:48.689","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.32296","0.10430316160000123","-55"
"2022-06-15T02:32:52.010","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.26415","1.598075222500002","-53"
"2022-06-15T02:32:53.117","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.208027","1.459329232729003","-54"
"2022-06-15T02:32:54.224","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.15447","1.3328009809000079","-55"
"2022-06-15T02:32:56.445","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-57.2362","3.1109904400000117","-54"
"2022-06-15T02:32:57.552","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-57.314224","2.84184072217599","-55"
"2022-06-15T02:32:58.663","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-57.344532","0.42963829902399875","-55"
"2022-06-15T02:33:01.984","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.285164","1.6516465068960045","-54"
"2022-06-15T02:33:03.093","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.272583","0.07430149188899855","-54"
"2022-06-15T02:33:06.414","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-57.348736","2.726672797695992","-54"
"2022-06-15T02:33:07.521","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-60","-57.46554","6.423487491600015","-54"
"2022-06-15T02:33:08.629","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-57.48907","0.2610494649000019","-54"
"2022-06-15T02:33:11.948","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.46755","0.2186030025000026","-54"
"2022-06-15T02:33:13.063","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.446983","0.1997938022890027","-55"
"2022-06-15T02:33:14.168","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.427334","0.18261434755600162","-54"
"2022-06-15T02:33:16.382","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-58","-57.4525","0.2997562499999994","-54"
"2022-06-15T02:33:17.495","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-60","-57.564392","5.93218632966401","-54"
"2022-06-15T02:33:18.606","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-59","-57.627422","1.8839703660839924","-55"
"2022-06-15T02:33:21.926","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.599884","0.35986081345600357","-55"
"2022-06-15T02:33:23.034","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.573563","0.32897451496900004","-55"
"2022-06-15T02:33:24.143","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.50454","2.263640611599996","-55"
"2022-06-15T02:33:26.358","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.482414","0.2327232673959986","-55"
"2022-06-15T02:33:27.464","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.41742","2.0090794564","-55"
"2022-06-15T02:33:28.572","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.355286","1.8368001417959987","-54"
"2022-06-15T02:33:31.889","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.339714","0.1154056017960005","-55"
"2022-06-15T02:33:33.006","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-57","-57.32483","0.1055145288999991","-55"
"2022-06-15T02:33:34.107","020012ac-4202-649d-ec11-b6cbc8814ad7","420","0","-56","-57.26679","1.6047569041000007","-54"
