,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022
0,R02,-71.921235,-71.536205,-200.0,-62.0,-72.0,-200.0,-200.0,-200.0,-200.0,-60.0,-200.0,-200.0,-63.067688,-66.0,-200.0,-200.0,-200,-200,-200.0,-200.0,-200,-200.0
1,R02,-71.921235,-71.536205,-200.0,-62.5005,-200.0,-200.0,-200.0,-200.0,-200.0,-59.4995,-200.0,-200.0,-63.067688,-66.0,-200.0,-200.0,-200,-200,-200.0,-75.0,-200,-200.0
2,R02,-200.0,-72.0,-200.0,-62.667557,-200.0,-200.0,-71.0,-200.0,-200.0,-60.670216,-200.0,-200.0,-71.0,-66.0,-200.0,-200.0,-200,-200,-200.0,-71.997,-200,-200.0
3,R02,-200.0,-71.499504,-200.0,-62.60024,-200.0,-200.0,-70.499504,-200.0,-200.0,-62.011963,-200.0,-200.0,-69.498505,-71.144612,-200.0,-200.0,-200,-200,-200.0,-71.32912,-200,-200.0
4,R02,-200.0,-71.66689,-200.0,-62.60024,-200.0,-200.0,-70.66689,-200.0,-200.0,-58.844053,-200.0,-200.0,-67.32513,-66.0,-200.0,-200.0,-200,-200,-200.0,-72.25324,-200,-200.0
5,R02,-74.24477,-72.75773,-200.0,-63.002995,-200.0,-200.0,-200.0,-200.0,-200.0,-60.997593,-200.0,-200.0,-66.2363,-66.20239,-200.0,-200.0,-200,-200,-200.0,-73.28565,-200,-200.0
6,R02,-71.921235,-71.536205,-200.0,-63.002388,-200.0,-200.0,-200.0,-200.0,-200.0,-60.14948,-200.0,-200.0,-63.067688,-66.507454,-200.0,-200.0,-200,-200,-200.0,-73.821106,-200,-200.0
7,R02,-73.79045,-73.413925,-200.0,-62.662575,-200.0,-200.0,-72.009476,-200.0,-200.0,-59.687946,-200.0,-200.0,-66.79564,-67.01926,-200.0,-200.0,-200,-200,-200.0,-200.0,-200,-200.0
8,R02,-73.82601,-73.8528,-200.0,-62.60024,-200.0,-200.0,-73.01951,-200.0,-200.0,-59.469643,-200.0,-200.0,-66.660614,-71.144612,-200.0,-200.0,-200,-200,-200.0,-200.0,-200,-200.0
9,R02,-73.70496,-200.0,-200.0,-62.858562,-200.0,-200.0,-73.695015,-200.0,-200.0,-58.844053,-200.0,-200.0,-66.563805,-68.439415,-200.0,-200.0,-200,-200,-200.0,-74.271164,-200,-200.0
10,R02,-73.35513,-74.273384,-200.0,-63.52351,-200.0,-200.0,-74.17934,-200.0,-200.0,-59.531208,-200.0,-200.0,-67.26688,-69.08492,-200.0,-200.0,-200,-200,-200.0,-200.0,-200,-200.0
11,R02,-71.921235,-71.536205,-200.0,-63.810997,-200.0,-200.0,-200.0,-200.0,-200.0,-59.15826,-200.0,-200.0,-63.067688,-69.92087,-200.0,-200.0,-200,-200,-200.0,-75.361824,-200,-200.0
12,R02,-74.12651,-74.125565,-200.0,-63.302887,-200.0,-200.0,-74.28548,-200.0,-200.0,-58.851406,-200.0,-200.0,-67.00372,-71.09446,-200.0,-200.0,-200,-200,-200.0,-200.0,-200,-200.0
13,R02,-74.32438,-73.90107,-200.0,-62.60024,-200.0,-200.0,-74.60059,-200.0,-200.0,-58.684387,-200.0,-200.0,-66.89771,-71.144612,-200.0,-200.0,-200,-200,-200.0,-200.0,-200,-200.0
14,R02,-74.48718,-73.81352,-200.0,-63.564934,-200.0,-200.0,-75.06523,-200.0,-200.0,-58.844053,-200.0,-200.0,-66.713326,-70.90551,-200.0,-200.0,-200,-200,-200.0,-200.0,-200,-200.0
