"Date","001","002","003","004","005","006","007","008","009","010","011","012","013","014","015","016","017","018","019","020","021","022","accer_x","accer_y","accer_z","gyro_x","gyro_y","gyro_z","magn_x","magn_y","magn_z"
"2022-07-01T22:17:16.596","-200","-93.0","-200","-200","-200","-200","-68.0","-200","-200","-200","-200","-200","-200","-88.0","-73.0","-200","-68.0","-200","-62.0","-200","-200","-200","-2.0254946","1.1001357","9.209297","0.61941737","0.28588495","-0.44898596","-28.297499","-71.1","-54.2025"
"2022-07-01T22:17:17.695","-200","-200","-200","-73.0","-200","-82.0","-74.001495","-200","-200","-200","-200","-200","-200","-200","-74.00025","-200","-200","-79.0","-62.500126","-200","-62.0","-200","-1.8866309","1.5849615","9.908403","-0.10873401","0.025045475","0.095294975","-27.3975","-72.097496","-54.6975"
"2022-07-01T22:17:18.816","-73.0","-200","-87.0","-73.50012","-76.0","-85.00075","-200","-80.0","-82.0","-200","-200","-200","-92.0","-200","-200","-79.0","-200","-83.001","-61.99967","-200","-60.499626","-77.0","-2.2457612","1.6627731","9.287108","-0.061086524","-0.014049901","0.02076942","-25.102499","-71.4","-55.199997"
"2022-07-01T22:17:19.941","-74.500374","-200","-200","-76.33578","-200","-83.999664","-72.66655","-78.499626","-82.50012","-200","-200","-200","-89.9995","-91.00075","-200","-79.50012","-78.502625","-80.66539","-200","-200","-59.33211","-77.0","-2.1272483","1.7322049","9.291897","-0.0067195175","-0.0036651916","-0.08552113","-24.502499","-69.6975","-55.199997"
"2022-07-01T22:17:21.058","-74.66705","-91.499626","-200","-200","-200","-200","-73.25093","-200","-81.999664","-200","-200","-200","-92.33494","-92.00133","-200","-200","-80.67022","-200","-62.500626","-200","-200","-200","-2.2625206","1.4784195","9.416395","-0.040317107","0.0061086523","-0.0061086523","-24.0975","-71.6025","-55.4025"
"2022-07-01T22:17:22.166","-200","-89.998505","-200","-200","-200","-200","-72.59879","-200","-200","-200","-200","-200","-200","-92.251434","-75.33461","-200","-200","-200","-61.999","-200","-60.75156","-82.67139","-2.3403323","1.6699557","9.352949","-0.014660766","0.026267206","0.014049901","-23.4","-71.4","-55.5975"
"2022-07-01T22:17:23.297","-74.750435","-200","-200","-78.25518","-200","-85.001495","-200","-76.66489","-81.74931","-200","-200","-200","-200","-200","-200","-74.32911","-200","-79.74744","-61.66431","-200","-61.603794","-83.00412","-2.3882163","1.6005238","8.932767","0.02076942","0.059253927","-0.03176499","-21.6975","-70.2","-55.5975"
"2022-07-01T22:17:24.418","-75.8035","-200","-88.00025","-78.805786","-78.500626","-82.594","-200","-77.24969","-81.7996","-86.0","-200","-200","-200","-200","-200","-73.74581","-78.248436","-80.600494","-200","-200","-64.349","-82.8027","-3.4380736","1.2054806","8.158242","-0.1600467","-0.25289822","0.6640105","-21.9975","-69.8025","-55.7025"
"2022-07-01T22:17:25.556","-75.66897","-88.7467","-87.66656","-200","-77.33278","-81.99226","-70.99168","-75.7954","-81.83315","-87.500374","-200","-200","-91.75018","-200","-75.751686","-200","-76.7944","-200","-200","-200","-200","-200","-3.0226796","0.81043726","9.765948","-0.20647246","-0.070249505","-0.13744467","-0.29999998","-68.7","-52.8"
"2022-07-01T22:17:26.655","-200","-200","-200","-200","-200","-200","-70.56152","-200","-200","-200","-200","-200","-200","-200","-76.6039","-200","-77.66597","-200","-60.849873","-200","-200","-200","-2.8491","0.79128367","9.55885","-0.017715093","0.11301007","-0.020158553","0.9975","-69.6975","-52.8"
