"Date","001","002","003","004","005","006","007","008","009","010","011","012","013","014","015","016","017","018","019","020","accer_x","accer_y","accer_z","gyro_x","gyro_y","gyro_z","magn_x","magn_y","magn_z"
"2022-06-30T06:07:25.329","-200","-63.0","-200","-78.0","-200","-92.0","-200","-200","-200","-76.0","-70.0","-200","-69.0","-67.0","-94.0","-200","-200","-200","-88.0","-57.0","0.029927522","2.2026656","8.852561","0.074199766","0.06562729","-0.14530449","-6.199997","-30.3","-38.1"
"2022-06-30T06:07:26.433","-77.0","-200","-82.0","-81.50088","-200","-88.49912","-85.0","-79.0","-200","-200","-200","-81.0","-200","-68.500374","-200","-200","-200","-200","-87.49988","-200","0.6907272","2.0494366","9.397242","0.08702794","-0.0070656743","-0.042068258","-7.300003","-29.5","-38.3"
"2022-06-30T06:07:27.553","-75.499626","-200","-200","-200","-77.0","-200","-85.50012","-79.0","-200","-200","-68.499626","-200","-200","-200","-200","-200","-200","-200","-200","-200","0.23343466","1.6364368","9.844957","-0.008267045","0.13343333","-0.042068258","-7.0","-27.8","-38.6"
"2022-06-30T06:07:28.694","-74.665726","-64.00025","-200","-200","-76.49988","-200","-87.00133","-200","-88.0","-74.499626","-69.00017","-81.50012","-71.0005","-200","-91.9995","-200","-200","-200","-200","-58.500374","0.2669535","2.8862102","9.345766","0.15177965","0.14870496","0.23404282","-7.0","-28.7","-37.5"
"2022-06-30T06:07:29.807","-200","-61.66489","-200","-78.664894","-200","-90.334274","-200","-200","-84.49912","-73.99934","-67.998375","-200","-77.672554","-69.334274","-200","-200","-200","-200","-200","-61.669556","0.045489833","1.9297266","9.479841","0.017389297","-0.0382198","0.04528547","-5.4000015","-29.099998","-36.2"
"2022-06-30T06:07:30.953","-77.50425","-60.747066","-88.501625","-76.74532","-200","-200","-85.74881","-78.66639","-82.99817","-73.999504","-200","-200","-81.01024","-69.501","-200","-200","-200","-200","-89.66839","-62.503624","-0.19273324","2.0530279","9.5385","0.021665353","-0.058378354","-0.04023566","-4.800003","-28.7","-35.9"
"2022-06-30T06:07:32.069","-78.6067","-200","-91.00317","-75.79341","-200","-90.501","-84.9968","-78.24906","-200","-200","-200","-81.666885","-200","-69.8017","-200","-200","-200","-200","-200","-200","0.23822308","1.8950106","9.707291","-0.01498656","-0.01928298","-0.022520568","-5.5","-29.2","-35.5"
"2022-06-30T06:07:33.195","-78.33769","-61.3996","-92.505","-200","-200","-200","-84.99734","-77.9985","-200","-74.2002","-67.9987","-84.00424","-77.598","-200","-200","-200","-200","-200","-200","-62.0014","0.079008654","1.9488802","9.463082","-0.021095213","-0.024169901","-0.05672902","-5.5999985","-28.900002","-35.6"
"2022-06-30T06:07:34.311","-200","-61.834984","-200","-74.99085","-200","-89.3975","-200","-200","-200","-74.16668","-68.33378","-200","-75.3213","-70.33719","-200","-200","-200","-200","-200","-62.168594","0.15562311","1.8471266","9.792285","0.022887085","-0.059600085","0.0037466376","-4.9000015","-28.400002","-34.9"
"2022-06-30T06:07:35.433","-200","-61.85871","-200","-74.560814","-200","-88.66123","-200","-200","-200","-74.43028","-200","-200","-73.693474","-72.1579","-91.66605","-200","-200","-200","-200","-62.144352","0.21787235","1.7322049","9.623494","0.028384872","-0.031500284","-0.061615944","-5.300003","-28.5","-36.6"
"2022-06-30T06:07:36.565","-78.43292","-61.876526","-91.601295","-74.4901","-200","-88.1348","-84.13502","-79.17075","-200","-200","-200","-84.40459","-200","-72.64235","-200","-200","-200","-200","-90.00188","-200","0.107739076","1.7202339","9.805453","-0.027814731","-0.015617788","0.025126921","-5.800003","-28.400002","-36.5"
