"Date","001","002","003","004","005","006","007","008","009","010","011","012","013","014","015","016","017","018","019","020","accer_x","accer_y","accer_z","gyro_x","gyro_y","gyro_z","magn_x","magn_y","magn_z"
"2022-06-30T06:17:33.178","-80.0","-56.0","-200","-200","-200","-200","-77.0","-200","-200","-90.0","-57.0","-79.0","-84.0","-200","-200","-200","-200","-200","-94.0","-63.0","1.3000516","2.3714569","9.472659","0.0076154526","-0.012563461","0.040398553","-31.299995","-9.0","-38.0"
"2022-06-30T06:17:34.297","-200","-55.499874","-200","-200","-200","-90.0","-200","-200","-81.0","-84.49863","-57.0","-200","-89.50137","-60.0","-94.0","-97.0","-200","-95.0","-200","-64.00025","1.2761095","2.5845408","9.434352","-0.029036462","0.027753646","0.04956153","-31.200005","-9.900002","-38.2"
"2022-06-30T06:17:35.421","-200","-64.67422","-79.0","-64.0","-200","-91.00025","-200","-81.0","-81.50012","-82.66422","-200","-200","-90.334946","-61.00025","-91.9995","-97.0","-200","-200","-91.9995","-64.00017","1.2294226","2.3391352","9.556456","-0.0021583904","-0.0027896175","0.011687886","-30.700005","-9.800003","-38.1"
"2022-06-30T06:17:36.539","-76.99925","-200","-82.00075","-64.0","-200","-200","-78.500374","-81.0","-200","-200","-200","-74.999","-200","-62.33461","-200","-96.33278","-200","-200","-89.66439","-200","0.9648633","2.3439236","9.809045","-0.066299245","0.08884017","0.08193739","-29.799995","-9.400002","-38.2"
"2022-06-30T06:17:37.665","-78.33395","-200","-200","-200","-200","-200","-78.33344","-78.99834","-200","-80.995255","-58.00083","-73.998505","-200","-200","-200","-200","-200","-200","-89.24757","-64.250565","1.0785879","1.8722657","9.442732","0.052208617","-0.011952597","0.09843075","-26.299995","-6.9000015","-37.6"
"2022-06-30T06:17:38.802","-77.499","-62.50187","-200","-200","-200","-200","-77.74906","-200","-200","-80.79561","-58.5015","-73.99888","-85.743195","-200","-200","-200","-200","-200","-200","-66.0057","1.0079589","1.9452889","9.630676","-0.0021583904","0.010038553","-0.024353163","-26.099998","-6.9000015","-37.3"
"2022-06-30T06:17:39.925","-200","-61.999996","-84.00217","-65.33444","-200","-200","-200","-200","-200","-79.65782","-58.601498","-200","-85.59411","-65.00562","-200","-200","-200","-200","-200","-65.50246","1.0702082","1.8459295","9.783905","0.0076154526","0.0106494175","-0.013968455","-26.799995","-7.199997","-37.6"
"2022-06-30T06:17:41.052","-200","-60.493134","-82.248566","-66.002","-200","-89.332115","-81.00899","-78.247444","-200","-200","-200","-72.79551","-200","-64.402695","-200","-200","-200","-200","-200","-200","1.3838485","1.804031","9.635465","0.10229956","-0.07792604","-0.042068258","-27.400002","-6.800003","-36.8"
"2022-06-30T06:17:42.173","-78.0007","-200","-81.19571","-65.800995","-200","-200","-82.51435","-77.99721","-200","-200","-57.9985","-71.9926","-200","-200","-200","-200","-200","-200","-90.000305","-200","1.1767502","1.7310078","9.700109","0.058317266","0.0106494175","0.0025249072","-27.700005","-7.4000015","-36.8"
"2022-06-30T06:17:43.310","-78.83773","-59.559525","-200","-200","-200","-200","-83.15932","-77.99767","-81.666885","-79.99459","-58.86142","-71.84988","-83.98777","-200","-200","-200","-200","-200","-90.50254","-66.58048","0.8583213","2.9340942","9.621099","-0.028425597","0.07479027","-0.04634431","-27.900002","-9.400002","-37.5"
