,index,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022
0,0,S01,-85.70217,-71.244017,-89.0,-79.0,-89.12615,-89.91804,-88.51794749999999,-85.0,-88.829475,-82.0,-68.0,-81.0,-77.95978,-63.0,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
1,1,S01,-81.0,-70.0,-88.499504,-79.0,-89.12615,-89.91804,-88.51794749999999,-85.500496,-85.0,-80.498505,-68.500496,-78.998,-74.0,-63.0,-200,-200,-200,-200,-200,-52.0,-200,-88.0
2,2,S01,-82.001,-71.501495,-88.66689,-78.66556,-89.12615,-89.91804,-88.51794749999999,-88.698597,-86.501495,-78.99401,-71.3789375,-78.32979,-74.500496,-67.51387,-200,-200,-200,-200,-200,-50.999,-200,-89.001
3,3,S01,-82.669556,-72.337105,-88.24726,-81.065506,-89.12615,-89.91804,-88.51794749999999,-88.698597,-87.337105,-81.095655,-70.00532,-79.002,-75.00199,-63.334442,-200,-200,-200,-200,-200,-50.330452,-200,-89.4842
4,4,S01,-83.00449,-72.25224,-87.96508,-79.75673,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.00748,-80.50599,-70.25572,-79.53024,-76.00847,-63.75374,-200,-200,-200,-200,-200,-49.492027,-200,-89.4842
5,5,S01,-85.70217,-71.244017,-87.96508,-80.615524,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-81.21314,-70.20397,-78.7992,-77.95978,-64.20836,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
6,6,S01,-83.40836,-72.40358,-87.59005,-80.17165,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.00597,-82.02549,-71.017876,-78.324165,-75.80437,-64.512405,-200,-200,-200,-200,-200,-49.797226,-200,-89.4842
7,7,S01,-83.848175,-72.5048,-87.82932,-80.29304,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.17466,-83.780266,-71.3789375,-77.98358,-75.83757,-67.51387,-200,-200,-200,-200,-200,-50.001343,-200,-89.82566
8,8,S01,-84.31005,-72.430824,-88.147415,-81.065506,-89.12615,-89.91804,-88.51794749999999,-88.343094,-88.44215,-81.095655,-71.01525,-77.85638,-76.15446,-67.51387,-200,-200,-200,-200,-200,-49.854603,-200,-89.704666
9,9,S01,-85.70217,-71.244017,-87.96508,-80.38447,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.80868,-70.88395,-77.873055,-77.95978,-64.583855,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
10,10,S01,-84.399284,-71.244017,-88.38701,-80.45592,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.946976,-70.89742,-77.88647,-77.95978,-64.63767,-200,-200,-200,-200,-200,-49.614746,-200,-89.4842
11,11,S01,-84.46902,-72.633766,-88.690346,-80.51338,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-84.1638,-71.3789375,-78.09181,-76.39314,-67.51387,-200,-200,-200,-200,-200,-49.427296,-200,-89.427986
12,12,S01,-84.5251,-72.90845,-88.82867,-81.065506,-89.12615,-89.91804,-88.51794749999999,-88.76021,-89.29028,-81.095655,-71.2251,-78.44439,-76.69576,-67.51387,-200,-200,-200,-200,-200,-49.48778,-200,-89.38279
13,13,S01,-84.57124,-73.12934,-89.03963,-80.754974,-89.12615,-89.91804,-88.51794749999999,-89.01113,-89.9531,-83.95357,-71.397545,-79.53024,-77.15035,-64.9119,-200,-200,-200,-200,-200,-49.440388,-200,-89.3456
14,14,S01,-85.70217,-71.244017,-87.96508,-80.867294,-89.12615,-89.91804,-88.51794749999999,-89.34865,-88.829475,-83.867546,-71.542114,-78.57573,-77.95978,-64.9212,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
15,15,S01,-84.79035,-73.11677,-88.85562,-80.96293,-89.12615,-89.91804,-88.51794749999999,-89.59064,-88.829475,-83.7943,-71.66521,-78.76859,-77.33006,-64.92886,-200,-200,-200,-200,-200,-49.310448,-200,-89.314415
16,16,S01,-84.80805,-73.19645,-88.78339,-81.045425,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.65155,-71.3789375,-79.087654,-77.57093,-67.51387,-200,-200,-200,-200,-200,-49.199806,-200,-89.287865
17,17,S01,-84.90287,-73.348724,-88.64151,-81.065506,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-81.095655,-71.85095,-79.225044,-77.77602,-67.51387,-200,-200,-200,-200,-200,-49.024803,-200,-89.424065
18,18,S01,-85.43802,-73.320984,-88.74394,-81.26822,-89.12615,-89.91804,-88.51794749999999,-89.902245,-88.829475,-83.376205,-71.78679,-79.53024,-78.11205,-65.0255,-200,-200,-200,-200,-200,-48.872128,-200,-89.54289
19,19,S01,-85.70217,-71.244017,-87.96508,-81.32079,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.42102,-71.80211,-79.278336,-77.95978,-65.1922,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
20,20,S01,-85.69392,-71.244017,-88.54681,-81.29874,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.529594,-71.88448,-79.39212,-78.17901,-65.25646,-200,-200,-200,-200,-200,-48.73763,-200,-89.79127
21,21,S01,-85.85249,-73.372185,-88.37167,-81.27899,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.62678,-71.3789375,-79.622116,-78.30984,-65.23712,-200,-200,-200,-200,-200,-48.686905,-200,-89.94315
22,22,S01,-85.92834,-73.41729,-88.4132,-81.065506,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-81.095655,-72.09038,-79.83051,-78.49483,-66.22589,-200,-200,-200,-200,-200,-48.707596,-200,-89.946915
23,23,S01,-85.869156,-73.45736,-88.64185,-81.45245,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.58682,-72.14837,-79.53024,-78.5943,-66.48542,-200,-200,-200,-200,-200,-48.726234,-200,-89.8228
24,24,S01,-85.70217,-74.08803,-87.96508,-81.733,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.36554,-72.13922,-79.48139,-78.683914,-66.91596,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
25,25,S01,-85.87723,-71.244017,-88.91072,-81.9885,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.16402,-72.13088,-79.33679,-78.64172,-67.6863,-200,-200,-200,-200,-200,-49.545128,-200,-89.4842
26,26,S01,-86.00434,-74.27366,-89.15559,-82.16399,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.03791,-71.3789375,-79.3745,-78.84282,-67.51387,-200,-200,-200,-200,-200,-50.290916,-200,-89.4842
27,27,S01,-86.120636,-74.0717,-89.14652,-81.065506,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-81.095655,-72.006714,-79.798294,-79.0268,-67.39719,-200,-200,-200,-200,-200,-50.507057,-200,-89.95712
28,28,S01,-86.17062,-73.827896,-89.0245,-82.21151,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.263145,-71.835785,-79.53024,-79.25267,-67.73267,-200,-200,-200,-200,-200,-50.819313,-200,-89.4842
29,29,S01,-85.70217,-73.60483,-87.96508,-82.310905,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.3041,-71.622604,-79.64595,-77.95978,-68.21444,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
30,30,S01,-86.16114,-71.244017,-88.91199,-82.620636,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.287544,-71.42538,-79.34431,-79.40536,-68.65703,-200,-200,-200,-200,-200,-51.10724,-200,-89.4842
31,31,S01,-86.20681,-73.343056,-88.862335,-81.065506,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.27219,-71.3789375,-79.063644,-79.60106,-67.51387,-200,-200,-200,-200,-200,-51.31917,-200,-89.4842
32,32,S01,-86.30261,-73.15726,-89.136826,-81.065506,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-81.095655,-71.18894,-78.85356,-79.72923,-67.51387,-200,-200,-200,-200,-200,-51.569256,-200,-89.4842
33,33,S01,-86.5493,-73.03981,-89.33971,-82.801186,-89.12615,-89.91804,-88.51794749999999,-89.97282,-88.829475,-83.2579,-71.07399,-79.53024,-80.006035,-68.73167,-200,-200,-200,-200,-200,-51.749424,-200,-89.4842
34,34,S01,-85.70217,-71.244017,-87.96508,-82.86414,-89.12615,-89.91804,-88.51794749999999,-89.7833,-88.829475,-83.34795,-71.07017,-78.7591,-77.95978,-68.80072,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
35,35,S01,-86.88279,-71.244017,-89.21875,-82.87116,-89.12615,-89.91804,-88.51794749999999,-89.73498,-88.829475,-83.38119,-71.27044,-78.72092,-77.95978,-68.86479,-200,-200,-200,-200,-200,-51.76238,-200,-89.4842
36,36,S01,-86.93972,-73.03768,-89.2076,-82.82677,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-83.362015,-71.3789375,-78.68509,-80.05742,-67.51387,-200,-200,-200,-200,-200,-52.029297,-200,-89.4842
37,37,S01,-86.99305,-73.035706,-89.24746,-81.065506,-89.12615,-89.91804,-88.51794749999999,-89.69096,-88.829475,-81.095655,-71.30714,-78.50394,-80.15642,-68.819374,-200,-200,-200,-200,-200,-52.22902,-200,-89.4842
38,38,S01,-87.24189,-72.930466,-87.96508,-82.78519,-89.92903,-89.91804,-88.51794749999999,-89.53415,-88.829475,-83.39372,-71.34157,-79.53024,-80.249146,-68.88042,-200,-200,-200,-200,-200,-52.416435,-200,-89.4842
39,39,S01,-85.70217,-72.628235,-87.96508,-82.64677,-89.869804,-89.91804,-88.51794749999999,-89.21954,-88.829475,-83.03026,-71.37394,-78.38207,-77.95978,-68.784584,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
40,40,S01,-87.52495,-71.244017,-89.08607,-82.36918,-89.12615,-89.91804,-88.51794749999999,-89.3185,-88.829475,-82.5421,-71.45308,-78.31542,-80.33616,-68.59423,-200,-200,-200,-200,-200,-52.395966,-200,-89.4842
41,41,S01,-87.499405,-72.49604,-88.934364,-82.15653,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-82.22661,-71.3789375,-78.34816,-80.123,-67.51387,-200,-200,-200,-200,-200,-52.425365,-200,-89.4842
42,42,S01,-87.37887,-72.22289,-88.54821,-81.065506,-89.12615,-89.91804,-88.51794749999999,-88.698597,-88.829475,-81.095655,-71.575905,-78.52148,-79.825005,-67.51387,-200,-200,-200,-200,-200,-52.308403,-200,-89.4842
43,43,S01,-87.21728,-71.86783,-88.23242,-82.24543,-89.761635,-89.91804,-89.98831,-89.137825,-88.829475,-82.16795,-71.64401,-79.53024,-79.64055,-68.4653,-200,-200,-200,-200,-200,-52.198006,-200,-89.4842
44,44,S01,-85.70217,-71.244017,-87.96508,-82.090225,-89.65897,-89.91804,-88.51794749999999,-89.077034,-88.829475,-81.970146,-71.51853,-78.68542,-77.95978,-68.34411,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
45,45,S01,-87.112045,-71.244017,-87.982185,-82.03849,-89.12615,-89.91804,-88.51794749999999,-89.02048,-88.829475,-81.735916,-71.35271,-78.79381,-79.275154,-68.278694,-200,-200,-200,-200,-200,-52.09369,-200,-89.4842
46,46,S01,-86.965385,-71.92293,-87.84065,-82.08381,-89.56466,-89.91804,-88.51794749999999,-88.698597,-89.98267,-81.46731,-71.3789375,-78.803406,-78.97734,-67.51387,-200,-200,-200,-200,-200,-52.042145,-200,-89.4842
47,47,S01,-86.82652,-71.92664,-87.659645,-81.065506,-89.36655,-89.91804,-88.51794749999999,-89.22621,-89.886185,-81.095655,-71.38302,-78.81251,-78.74277,-68.26525,-200,-200,-200,-200,-200,-51.946514,-200,-89.4842
48,48,S01,-86.78805,-71.73885,-87.441444,-82.03306,-89.12882,-89.91804,-88.51794749999999,-88.908905,-89.79523,-81.305885,-71.318634,-79.53024,-78.614334,-68.15692,-200,-200,-200,-200,-200,-51.855896,-200,-89.4842
49,49,S01,-85.70217,-71.244017,-87.96508,-81.89185,-89.17536,-89.91804,-88.51794749999999,-88.86319,-88.829475,-81.152794,-71.164955,-78.68291,-77.95978,-68.05455,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
50,50,S01,-86.65894,-71.244017,-87.42089,-81.804245,-89.12615,-89.91804,-88.51794749999999,-88.869995,-88.829475,-81.05359,-71.20344,-78.74333,-77.95978,-68.14624,-200,-200,-200,-200,-200,-51.862568,-200,-89.4842
51,51,S01,-86.536415,-71.60887,-87.49401,-81.76719,-89.008606,-89.91804,-88.51794749999999,-88.698597,-89.70937,-80.86762,-71.3789375,-78.5723,-78.25984,-67.51387,-200,-200,-200,-200,-200,-51.8689,-200,-89.4842
52,52,S01,-86.374176,-71.485916,-87.471245,-81.065506,-88.74967,-89.91804,-88.51794749999999,-89.12218,-89.39095,-81.095655,-71.148224,-78.36418,-78.06258,-67.51387,-200,-200,-200,-200,-200,-51.966667,-200,-89.4842
53,53,S01,-86.2657,-71.27585,-87.44962,-81.59437,-88.60954,-89.91804,-89.86157,-89.01889,-89.08976,-81.010735,-71.05007,-79.53024,-77.7832,-67.81159,-200,-200,-200,-200,-200,-52.3337,-200,-89.4842
54,54,S01,-85.70217,-71.244017,-87.96508,-81.567215,-88.62918,-89.91804,-88.51794749999999,-88.921524,-88.829475,-81.1468,-71.00227,-78.3023,-77.95978,-67.58759,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
55,55,S01,-86.07153,-71.03023,-87.47477,-81.35933,-89.12615,-89.91804,-88.51794749999999,-88.78181,-88.829475,-81.321594,-70.86609,-78.33385,-77.95978,-67.56038,-200,-200,-200,-200,-200,-52.591618,-200,-89.4842
56,56,S01,-85.88683,-70.79729,-87.45316,-81.29767,-88.846405,-89.91804,-88.51794749999999,-88.698597,-89.27287,-81.48794,-71.3789375,-78.363884,-77.42614,-67.51387,-200,-200,-200,-200,-200,-52.836956,-200,-89.4842
57,57,S01,-85.75629,-70.6223,-87.43261,-81.065506,-88.95227,-89.91804,-88.51794749999999,-89.02946,-89.306725,-81.095655,-71.007805,-78.25757,-77.08685,-67.51387,-200,-200,-200,-200,-200,-52.979992,-200,-89.4842
58,58,S01,-85.631996,-70.502,-87.45827,-81.41987,-89.05193,-89.91804,-89.964264,-89.02807,-89.38513,-81.33066,-70.96236,-79.53024,-76.80979,-67.580635,-200,-200,-200,-200,-200,-53.07108,-200,-89.4842
59,59,S01,-85.70217,-71.244017,-87.96508,-81.44602,-89.09766,-89.91804,-88.51794749999999,-88.9331,-88.829475,-81.22584,-70.8741,-78.380615,-77.95978,-67.416374,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
60,60,S01,-85.28875,-71.244017,-87.39251,-81.29104,-89.12615,-89.91804,-89.96595,-88.74999,-88.829475,-81.0811,-70.96948,-78.45311,-76.50088,-67.21459,-200,-200,-200,-200,-200,-53.022907,-200,-89.4842
61,61,S01,-85.0066,-70.479065,-87.32988,-81.09851,-89.12615,-89.91804,-89.920715,-88.698597,-89.321304,-80.8984,-71.3789375,-78.43286,-76.2069,-67.51387,-200,-200,-200,-200,-200,-53.02188,-200,-89.4842
62,62,S01,-84.73769,-70.45726,-87.22535,-81.065506,-89.18864,-89.91804,-89.73818,-88.698597,-89.26069,-81.095655,-71.06039,-78.63655,-76.062294,-67.70553,-200,-200,-200,-200,-200,-53.11044,-200,-89.4842
63,63,S01,-84.704735,-70.52724,-87.304794,-81.407486,-89.274605,-89.91804,-89.61139,-88.9931,-89.34016,-80.7689,-70.92365,-79.53024,-75.92457,-67.764244,-200,-200,-200,-200,-200,-53.194866,-200,-89.4842
64,64,S01,-85.70217,-70.865166,-87.96508,-81.43396,-89.35593,-89.91804,-88.51794749999999,-89.08559,-88.829475,-80.82381,-70.83786,-78.919876,-77.95978,-67.7749,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
65,65,S01,-84.7179,-71.244017,-87.469894,-81.459206,-89.12615,-89.91804,-88.51794749999999,-89.173416,-88.829475,-80.965225,-70.93413,-79.012344,-76.15229,-67.69487,-200,-200,-200,-200,-200,-53.052383,-200,-89.4842
66,66,S01,-84.86404,-71.09671,-87.62733,-81.43876,-89.5734,-89.91804,-89.72146,-88.698597,-89.41571,-81.05569,-71.3789375,-79.14498,-76.458855,-67.51387,-200,-200,-200,-200,-200,-53.050053,-200,-89.4842
67,67,S01,-85.22572,-71.31724,-87.77749,-81.065506,-89.77948,-89.91804,-88.51794749999999,-88.698597,-89.5783,-81.095655,-71.02596,-79.40457,-76.706436,-67.51387,-200,-200,-200,-200,-200,-53.13674,-200,-89.4842
68,68,S01,-85.48206,-71.43761,-87.96508,-81.33034,-89.97492,-89.91804,-88.51794749999999,-89.21118,-89.59737,-81.31957,-71.113594,-79.53024,-76.98712,-67.84351,-200,-200,-200,-200,-200,-53.35264,-200,-89.4842
69,69,S01,-85.70217,-71.244017,-87.96508,-81.27128,-89.12615,-89.91804,-88.51794749999999,-89.2926,-88.829475,-81.17239,-71.064224,-79.38665,-77.95978,-67.94026,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
70,70,S01,-85.54936,-71.244017,-87.787384,-81.30359,-89.12615,-89.91804,-88.51794749999999,-89.32469,-88.829475,-80.94334,-71.592804,-79.50226,-77.47745,-68.07725,-200,-200,-200,-200,-200,-53.64736,-200,-89.4842
71,71,S01,-85.70217,-71.418015,-87.79682,-81.511566,-89.12615,-89.91804,-88.51794749999999,-88.698597,-89.61552,-80.76889,-71.3789375,-79.56845,-77.63404,-68.20783,-200,-200,-200,-200,-200,-53.84012,-200,-89.4842
72,72,S01,-85.803825,-71.35465,-87.717155,-81.065506,-89.12615,-89.91804,-88.51794749999999,-88.698597,-89.632805,-81.095655,-71.65505,-79.54335,-77.827866,-68.28776,-200,-200,-200,-200,-200,-53.93567,-200,-89.4842
73,73,S01,-85.7683,-71.472626,-87.685394,-81.444695,-89.12615,-89.91804,-88.51794749999999,-89.21957,-89.55955,-80.55813,-71.62611,-79.53024,-78.01285,-68.31947,-200,-200,-200,-200,-200,-54.071095,-200,-89.4842
74,74,S01,-85.70217,-71.244017,-87.96508,-81.42504,-89.12615,-89.91804,-88.51794749999999,-89.25476,-89.57927,-80.445175,-71.59846,-79.3429,-77.95978,-68.21636,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
75,75,S01,-85.69022,-71.244017,-87.743546,-81.36212,-89.12615,-89.91804,-88.51794749999999,-89.108376,-88.829475,-80.55789,-71.39558,-79.2837,-77.95978,-68.02918,-200,-200,-200,-200,-200,-54.377037,-200,-89.4842
76,76,S01,-85.70389,-71.58516,-87.79907,-81.346146,-89.12615,-89.91804,-88.51794749999999,-88.698597,-89.41935,-80.75372,-71.3789375,-79.2712,-78.189415,-67.51387,-200,-200,-200,-200,-200,-54.272163,-200,-89.4842
77,77,S01,-85.805115,-71.514694,-87.76379,-81.065506,-89.12615,-89.91804,-88.51794749999999,-89.23811,-89.40065,-81.095655,-71.42222,-79.53024,-78.35799,-67.85054,-200,-200,-200,-200,-200,-54.127907,-200,-89.4842
78,78,S01,-85.90182,-71.491844,-87.73009,-81.15454,-89.12615,-89.91804,-88.51794749999999,-89.272224,-89.38281,-81.07297,-71.44767,-79.53024,-78.60734,-67.724304,-200,-200,-200,-200,-200,-53.9901,-200,-89.4842
79,79,S01,-85.70217,-71.69173,-87.96508,-80.88339,-89.12615,-89.91804,-88.51794749999999,-89.260056,-88.829475,-81.02573,-71.56005,-79.25926,-77.95978,-67.51531,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
80,80,S01,-85.686,-71.616806,-87.60973,-80.71242,-89.12615,-89.91804,-88.51794749999999,-89.15926,-89.454704,-80.80458,-71.84343,-79.247856,-78.66883,-67.27157,-200,-200,-200,-200,-200,-54.166653,-200,-89.4842
81,81,S01,-85.5678,-71.36833,-87.49476,-80.76907,-89.12615,-89.91804,-88.51794749999999,-88.698597,-89.39012,-80.54929,-71.3789375,-79.19297,-78.5952,-67.51387,-200,-200,-200,-200,-200,-54.247326,-200,-89.4842
82,82,S01,-85.4109,-71.13108,-87.42895,-81.065506,-89.12615,-89.91804,-88.51794749999999,-89.37479,-89.372826,-81.095655,-71.67439,-78.87677,-78.48079,-67.51387,-200,-200,-200,-200,-200,-54.32441,-200,-89.4842
83,83,S01,-85.260956,-71.08114,-87.45408,-80.647285,-89.12615,-89.91804,-88.51794749999999,-89.26921,-89.4006,-80.34931,-71.688705,-79.53024,-78.37149,-67.12711,-200,-200,-200,-200,-200,-54.398067,-200,-89.4842
84,84,S01,-85.70217,-70.98933,-87.96508,-80.48695,-89.12615,-89.91804,-88.51794749999999,-89.16847,-89.51559,-80.29002,-71.79026,-78.75037,-77.95978,-66.94503,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
85,85,S01,-85.161606,-71.244017,-87.61003,-80.33374,-89.12615,-89.91804,-88.51794749999999,-89.11666,-88.829475,-80.145515,-71.8434,-78.67349,-78.311104,-66.8152,-200,-200,-200,-200,-200,-54.424515,-200,-89.4842
86,86,S01,-84.890976,-70.94571,-87.627174,-80.18732,-89.85746,-89.91804,-88.51794749999999,-88.698597,-89.58119,-80.00741,-71.3789375,-78.731735,-78.209404,-67.51387,-200,-200,-200,-200,-200,-54.361946,-200,-89.4842
87,87,S01,-84.67623,-70.77188,-87.55567,-81.065506,-89.55261,-89.91804,-89.907906,-89.02293,-89.467224,-81.095655,-71.630745,-78.56794,-78.06825,-67.2639,-200,-200,-200,-200,-200,-54.302147,-200,-89.4842
88,88,S01,-84.73434,-70.56178,-87.66303,-80.09128,-89.43929,-89.91804,-89.5573,-89.02191,-89.314255,-80.00708,-71.295815,-79.53024,-77.71358,-67.34034,-200,-200,-200,-200,-200,-54.288883,-200,-89.4842
89,89,S01,-85.70217,-70.31705,-87.96508,-79.95559,-89.286804,-89.91804,-88.51794749999999,-89.02094,-89.124054,-80.050644,-70.93181,-78.411385,-77.95978,-67.413376,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
90,90,S01,-84.833755,-71.244017,-87.94127,-80.00141,-89.12615,-89.91804,-89.26691,-89.02002,-89.11859,-80.092285,-70.75933,-78.39334,-77.95978,-67.43918,-200,-200,-200,-200,-200,-54.188454,-200,-89.4842
91,91,S01,-84.92878,-70.347084,-88.119415,-80.08908,-89.49553,-89.91804,-89.03391,-88.698597,-89.11337,-80.13209,-71.3789375,-78.463806,-77.3307,-67.51387,-200,-200,-200,-200,-200,-54.180187,-200,-89.4842
92,92,S01,-84.97575,-70.331825,-88.15806,-81.065506,-89.3409,-89.91804,-88.81144,-88.66618,-89.064384,-81.095655,-70.4629,-78.575005,-77.00873,-67.63967,-200,-200,-200,-200,-200,-54.21614,-200,-89.4842
93,93,S01,-84.976814,-70.185425,-88.37046,-80.17288,-89.10486,-89.91804,-88.55484,-88.59273,-88.973595,-79.99477,-70.22338,-79.53024,-76.701004,-67.611565,-200,-200,-200,-200,-200,-54.250507,-200,-89.4842
94,94,S01,-85.70217,-71.244017,-87.96508,-80.12146,-88.92361,-89.91804,-88.51794749999999,-88.698784,-88.829475,-79.863495,-70.082085,-78.33063,-77.95978,-67.54079,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
95,95,S01,-84.71482,-71.244017,-88.22265,-80.028465,-89.12615,-89.91804,-88.26565,-88.623985,-88.88684,-79.78182,-69.85935,-78.09701,-77.95978,-67.42923,-200,-200,-200,-200,-200,-54.67788,-200,-89.4842
96,96,S01,-84.55201,-69.86982,-88.16904,-80.071045,-89.103455,-89.91804,-88.20985,-88.698597,-88.93575,-79.79138,-71.3789375,-78.00512,-76.49467,-67.51387,-200,-200,-200,-200,-200,-54.998783,-200,-89.4842
97,97,S01,-84.57164,-69.524284,-88.03013,-81.065506,-88.92255,-89.91804,-88.112495,-88.68453,-89.02642,-81.095655,-69.6026,-77.96108,-76.25357,-67.51387,-200,-200,-200,-200,-200,-55.042656,-200,-89.4842
98,98,S01,-84.67803,-69.15014,-87.96508,-79.93648,-88.881905,-89.91804,-88.15157,-88.69841,-89.15698,-79.75671,-69.44476,-79.53024,-76.066986,-67.3226,-200,-200,-200,-200,-200,-54.953163,-200,-89.4842
99,99,S01,-85.70217,-68.88028,-87.96508,-79.89545,-88.97516,-89.91804,-88.51794749999999,-88.66771,-89.369545,-79.72356,-69.20626,-77.96278,-77.95978,-67.30845,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
100,100,S01,-84.56072,-71.244017,-88.0288,-79.90003,-89.12615,-89.91804,-88.51794749999999,-88.55049,-88.829475,-79.691864,-68.934425,-77.96442,-76.41489,-67.294914,-200,-200,-200,-200,-200,-54.867607,-200,-89.4842
101,101,S01,-84.49236,-68.797806,-87.98372,-79.992004,-88.93225,-89.91804,-88.51794749999999,-88.698597,-89.30945,-79.66157,-71.3789375,-78.053566,-76.35285,-67.51387,-200,-200,-200,-200,-200,-54.87341,-200,-89.4842
102,102,S01,-84.33942,-68.631256,-87.76537,-81.065506,-88.80329,-89.91804,-88.23291,-88.698597,-89.164276,-81.095655,-68.76212,-77.963646,-76.33739,-67.51387,-200,-200,-200,-200,-200,-55.010334,-200,-89.4842
103,103,S01,-84.193184,-68.472046,-87.96508,-80.07994,-88.811935,-89.91804,-88.35461,-88.48238,-88.98166,-79.676384,-68.641174,-79.53024,-76.62939,-67.10656,-200,-200,-200,-200,-200,-55.05367,-200,-89.4842
104,104,S01,-85.70217,-71.244017,-87.96508,-80.03265,-89.039894,-89.91804,-88.51794749999999,-88.4173,-88.829475,-79.69055,-68.52553,-78.40308,-77.95978,-66.97035,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
105,105,S01,-84.00959,-71.244017,-87.64423,-79.98744,-89.12615,-89.91804,-88.51794749999999,-88.35509,-88.829475,-79.57276,-68.37118,-78.77946,-77.95978,-66.84015,-200,-200,-200,-200,-200,-54.876186,-200,-89.4842
106,106,S01,-83.87783,-68.36368,-87.61602,-80.03178,-89.12615,-89.91804,-88.29506,-88.698597,-88.93862,-79.59146,-71.3789375,-78.96422,-76.60181,-67.51387,-200,-200,-200,-200,-200,-54.79405,-200,-89.4842
107,107,S01,-83.88318,-68.30391,-87.72042,-81.065506,-89.345604,-89.91804,-88.194214,-88.471146,-88.89748,-81.095655,-68.35493,-79.0971,-76.61925,-67.51387,-200,-200,-200,-200,-200,-54.62796,-200,-89.4842
108,108,S01,-83.97584,-68.24677,-87.82024,-79.855286,-89.54996,-89.91804,-88.22961,-88.62594,-88.770485,-79.609344,-68.25185,-79.53024,-76.59212,-66.89098,-200,-200,-200,-200,-200,-54.469154,-200,-89.4842
109,109,S01,-85.70217,-71.244017,-87.96508,-79.68652,-89.12615,-89.91804,-88.51794749999999,-88.6862,-88.649086,-79.71398,-68.06574,-79.18039,-77.95978,-66.851944,-200,-200,-200,-200,-200,-55.289626999999996,-200,-89.4842
110,110,S01,-84.02067,-71.244017,-87.82811,-79.52517,-89.12615,-89.91804,-88.263435,-88.56843,-88.829475,-79.8578,-67.931564,-79.39133,-76.69758,-66.72699,-200,-200,-200,-200,-200,-54.57993,-200,-89.4842
111,111,S01,-84.01976,-68.323586,-87.87942,-79.32712,-89.438034,-89.91804,-88.207985,-88.698597,-88.79589,-79.995316,-71.3789375,-79.81184,-76.84221,-67.51387,-200,-200,-200,-200,-200,-54.598316,-200,-89.4842
