,index,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022
0,0,A06,-79.0,-81.0,-79.0,-68.0,-72.0,-64.625215,-64.0,-71.0,-78.11636250000001,-77.0,-89.53349,-200,-81.0,-86.21683,-67.04071,-76.0,-89.0,-80.92771,-72.69699,-87.3956025,-83.760745,-80.0
1,1,A06,-79.0,-81.88101,-74.4955,-65.998,-69.998,-60.0,-65.001,-72.001,-77.0,-79.002,-89.53349,-200,-82.001,-87.0,-70.0,-77.501495,-86.998,-80.92771,-72.69699,-87.3956025,-83.760745,-81.461023
2,2,A06,-78.66556,-82.501495,-72.99201,-65.66423,-68.520647,-61.001,-62.295471500000005,-69.36859,-77.0,-77.32912,-89.53349,-200,-82.847008,-87.0,-70.0,-80.009315,-85.660904,-81.0,-70.0,-87.3956025,-82.0,-79.499504
3,3,A06,-73.77685550000001,-82.33377,-72.49053,-65.49702,-68.520647,-60.666225,-63.997337,-71.33178,-76.331116,-80.27803800000001,-89.53349,-200,-82.00066,-86.66556,-68.99667,-72.92538,-84.48754,-82.501495,-71.501495,-89.498505,-79.998,-81.00466
4,4,A06,-77.49103,-81.74626,-74.99544,-70.119064,-69.32979,-60.24676,-63.998005,-70.49302,-78.26172,-80.27803800000001,-89.53349,-200,-82.000496,-86.49801,-68.494026,-77.741264,-83.904335,-82.33377,-72.337105,-88.32845,-82.33977,-81.50697
5,5,A06,-76.58209,-81.190445,-74.99544,-67.21793,-68.74328,-64.625215,-64.605576,-69.58367,-78.11636250000001,-78.25324,-89.53349,-200,-82.20279,-86.21683,-67.04071,-76.3769,-85.60321,-82.24975,-73.25922,-87.49053,-83.760745,-80.59481
6,6,A06,-76.65301,-81.88101,-72.39125,-67.859764,-68.59285,-59.792038,-65.01192,-69.14522,-76.79202,-78.80916,-89.53349,-200,-83.69571,-86.801994,-67.38209,-75.46442,-86.349365,-80.92771,-72.69699,-87.3956025,-83.760745,-81.461023
7,7,A06,-77.29002,-80.47931,-72.66426,-68.31995,-68.520647,-59.487923,-62.295471500000005,-69.36859,-75.80909,-78.841545,-89.53349,-200,-82.847008,-87.34471,-66.46873,-74.956726,-85.418915,-81.794426,-73.20675,-86.17692,-82.75772,-81.461023
8,8,A06,-73.77685550000001,-80.11598,-72.71346,-69.18389,-68.520647,-59.26988,-64.424,-68.53777,-75.104355,-78.86476,-89.53349,-200,-83.740295,-87.58728,-65.81387,-72.92538,-84.45941,-81.48991,-73.17167,-85.29837,-82.60436,-80.833275
9,9,A06,-77.123184,-79.97165,-74.99544,-70.119064,-68.15283,-59.105644,-64.110504,-68.08023,-74.8322,-80.27803800000001,-89.53349,-200,-83.90321,-87.89932,-65.191284,-74.57433,-83.904335,-81.12503,-73.146515,-84.96156,-82.5018,-81.29734
10,10,A06,-76.64454,-79.85886,-72.87985,-69.278625,-68.27698,-64.625215,-63.8655,-67.72266,-78.11636250000001,-77.97693,-89.53349,-200,-84.03054,-86.21683,-67.04071,-73.92723,-84.40608,-81.62618,-73.515564,-84.837204,-83.760745,-82.68153
11,11,A06,-76.15401,-81.88101,-73.00989,-69.35481,-68.24116,-58.86121,-63.562862,-67.64634,-73.92299,-77.39918,-89.53349,-200,-83.9217,-88.0271,-64.936905,-73.51245,-84.36319,-80.92771,-72.69699,-87.3956025,-83.893684,-81.461023
12,12,A06,-75.65325,-80.08499,-72.90323,-69.514656,-68.793594,-58.66464,-62.295471500000005,-69.36859,-73.40305,-77.568245,-89.53349,-200,-82.847008,-87.70739,-64.73234,-73.17119,-84.3279,-81.90175,-73.68789,-85.43653,-83.77811,-83.763275
