,index,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022
0,0,A11,-83.0,-74.0,-74.71888,-71.14054999999999,-73.0,-72.297838,-71.0,-56.0,-80.409325,-82.0,-200,-200,-75.0,-85.99509499999999,-75.479518,-72.0,-81.58724,-88.0,-66.0,-89.0,-74.0,-86.70295999999999
1,1,A11,-78.996,-74.0,-74.0,-64.0,-70.497505,-72.297838,-69.498505,-56.0,-80.409325,-80.999,-200,-200,-76.001,-85.99509499999999,-75.479518,-72.0,-81.58724,-86.532,-65.499504,-88.12134,-79.619385,-86.70295999999999
2,2,A11,-76.32179,-76.1349525,-74.500496,-66.502495,-68.99335,-67.0,-68.662895,-58.2984,-85.0,-80.66489,-200,-200,-82.63469,-85.99509499999999,-81.0,-72.0,-84.995,-86.532,-68.153925,-88.12134,-75.001,-86.70295999999999
3,3,A11,-76.07945000000001,-75.33777,-74.66755,-68.341095,-68.83823,-68.001,-68.07838,-55.665558,-81.997,-81.001,-200,-200,-76.669556,-85.99509499999999,-77.997,-68.99467,-82.99002,-88.500496,-67.3391,-85.997,-74.66622,-87.0
4,4,A11,-78.254745,-74.24576,-74.4995,-69.01046,-68.49153,-69.004,-70.006485,-54.23928,-81.66356,-81.266815,-200,-200,-77.75973,-88.66223,-76.66023,-68.99467,-81.58724,-87.66423,-68.26071,-84.994675,-74.498505,-86.499504
5,5,A11,-76.17929,-73.58885,-74.71888,-71.14054999999999,-67.987274,-72.297838,-70.40996,-53.583683,-80.409325,-82.41753,-200,-200,-77.60597,-87.74028,-75.99053,-69.986046,-81.58724,-87.49702,-69.219894,-84.49252,-74.19522,-85.99801
6,6,A11,-75.639755,-73.14951,-75.61274,-68.805954,-67.81973,-72.297838,-70.340385,-53.14522,-80.409325,-82.17696,-200,-200,-77.33343,-85.99509499999999,-75.479518,-68.97692,-82.2373,-86.532,-71.38873,-84.79762,-79.619385,-85.746765
7,7,A11,-74.373665,-76.1349525,-75.84816,-68.16007,-67.99269,-68.75125,-70.14397,-58.2984,-82.503494,-81.85795,-200,-200,-82.63469,-88.60241,-75.99245,-68.811134,-81.379715,-86.532,-68.153925,-88.12134,-74.6712,-86.70295999999999
8,8,A11,-76.07945000000001,-73.56723,-75.72387,-67.69698,-68.83823,-69.40877,-68.07838,-53.71011,-82.60398,-81.61765,-200,-200,-78.60345,-87.82136,-76.33314,-68.99467,-80.63646,-86.532,-70.59905,-84.83196,-74.86593,-85.59563
9,9,A11,-76.07945000000001,-73.88186,-75.63025,-67.60684,-67.605644,-69.84851,-69.60802,-54.135593,-82.50149,-81.266815,-200,-200,-78.5254,-86.82174,-76.43086,-69.86461,-79.95702,-87.598816,-70.00425,-84.85658,-74.88327,-85.494545
10,10,A11,-73.93734,-74.24383,-74.71888,-71.14054999999999,-67.65142,-72.297838,-69.18917,-54.23594,-80.409325,-81.77812,-200,-200,-78.23223,-86.198135,-76.6338,-70.27011,-81.58724,-87.6669,-70.11984,-85.1338,-75.01291,-85.56862
