,index,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022
0,0,E01,-76.0,-64.0,-73.0,-69.0,-83.97714,-82.0,-75.369068,-78.99133,-88.08568,-73.13379,-68.46007750000001,-73.0,-67.0,-72.480902,-87.0,-89.0,-200,-200,-85.32101,-69.41256,-200,-200
1,1,E01,-77.501495,-64.500496,-73.500496,-69.500496,-83.97714,-82.500496,-68.0,-81.0,-88.08568,-70.0,-68.46007750000001,-73.0,-67.500496,-72.480902,-87.0,-89.500496,-200,-200,-80.0,-70.0,-200,-200
2,2,E01,-80.6782,-64.66755,-81.53314,-70.33643,-81.0,-82.33311,-67.499504,-81.0,-82.0,-70.0,-73.0,-74.12559,-68.00199,-69.0,-87.668884,-88.882164,-200,-200,-80.0,-69.499504,-200,-200
3,3,E01,-83.528404,-64.751236,-72.32978,-70.0598,-79.999,-84.01147,-67.66689,-81.33444,-80.999,-71.33777,-74.001,-71.99667,-67.0636925,-70.501495,-87.94997,-88.882164,-200,-200,-80.0,-68.66357,-200,-200
4,4,E01,-81.51114,-60.856396,-71.99502,-70.0,-78.996,-82.36587,-70.2682,-80.24327,-81.66822,-72.51147,-74.33511,-71.24228,-69.00847,-71.337105,-87.94997,-88.882164,-200,-200,-80.25175,-69.41256,-200,-200
5,5,E01,-82.00473,-64.5992,-72.603195,-69.79761,-78.493515,-83.60437,-75.369068,-78.99133,-82.25523,-73.13379,-73.999,-70.586075,-69.41153,-71.000496,-87.75224,-89.74974,-200,-200,-85.32101,-69.41256,-200,-200
6,6,E01,-82.17363,-64.83692,-72.67054,-69.831955,-83.97714,-83.50181,-70.011536,-78.9797,-88.08568,-73.13379,-68.46007750000001,-70.1472,-69.6811,-72.480902,-87.6,-89.598,-200,-200,-80.605576,-69.251755,-200,-200
7,7,E01,-82.148186,-65.00736,-81.53314,-70.44275,-79.60797,-83.28173,-69.67017,-78.47404,-83.21552,-71.5984,-75.21354,-74.12559,-70.16746,-71.60757,-87.49818,-89.49651,-200,-200,-80.5028,-68.99841,-200,-200
8,8,E01,-81.87036,-65.65307,-74.33079,-70.0598,-80.01391,-83.11596,-70.01159,-78.697655,-83.688065,-71.32714,-75.85612,-69.83254,-67.0636925,-72.01357,-87.57172,-89.86338,-200,-200,-80.28258,-68.65928,-200,-200
9,9,E01,-81.51114,-60.856396,-74.158676,-70.12682,-80.4515,-82.36587,-75.369068,-78.86609,-84.02686,-70.986115,-76.60991,-69.983536,-69.75781,-72.597755,-87.94997,-88.882164,-200,-200,-85.32101,-68.41612,-200,-200
10,10,E01,-82.465836,-65.809425,-74.02417,-69.87993,-81.81575,-83.9151,-75.369068,-78.99133,-84.28205,-73.13379,-77.17768,-69.86936,-69.32158,-72.480902,-87.627106,-89.751724,-200,-200,-85.32101,-69.41256,-200,-200
11,11,E01,-82.62786,-65.935165,-74.655304,-69.57577,-83.97714,-84.1353,-70.39808,-79.46207,-88.08568,-70.47058,-68.46007750000001,-69.671936,-68.97077,-72.480902,-87.438225,-89.54838,-200,-200,-80.24603,-68.49164,-200,-200
12,12,E01,-81.9839,-66.03862,-81.53314,-69.42267,-82.185394,-84.219315,-70.58404,-79.73011,-84.24931,-70.067696,-68.46007750000001,-74.12559,-68.68213,-73.1671,-87.49756,-89.38484,-200,-200,-80.21747,-68.2024,-200,-200
13,13,E01,-82.07556,-66.21557,-74.300156,-70.0598,-82.48265,-84.47017,-70.73358,-79.85349,-84.222984,-69.743706,-77.50531,-69.99529,-67.0636925,-73.612045,-87.94997,-89.25029,-200,-200,-80.511345,-67.969795,-200,-200
