,index,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022
0,0,H01,-86.302185,-74.30541,-86.687706,-80.0,-87.98306249999999,-88.0,-89.081257,-89.782135,-85.33375,-77.0,-62.0,-63.0,-74.50324,-74.0,-87.842026,-200,-200,-200,-200,-77.268225,-200,-80.28218000000001
1,1,H01,-86.302185,-74.30541,-88.0,-76.997,-87.98306249999999,-89.79766,-89.081257,-89.782135,-85.33375,-78.001,-60.999,-63.0,-74.50324,-74.500496,-89.0,-200,-200,-200,-200,-74.0,-200,-75.0
2,2,H01,-83.0,-72.0,-88.0,-75.994675,-87.98306249999999,-89.79766,-89.081257,-89.782135,-81.0,-79.67288,-63.0957755,-62.665558,-73.0,-77.41767,-86.998,-200,-200,-200,-200,-74.0,-200,-75.500496
3,3,H01,-83.0,-71.499504,-88.0,-80.509643,-85.996,-89.79766,-89.081257,-89.782135,-82.001,-81.013954,-60.330452,-61.99452,-74.501495,-75.670876,-85.995346,-200,-200,-200,-200,-73.66556,-200,-76.00199
4,4,H01,-83.0,-70.99801,-87.24477,-76.499504,-84.65957,-89.79766,-89.081257,-89.782135,-83.004,-81.57024,-60.247265,-59.1943365,-75.002655,-75.250244,-85.744774,-200,-200,-200,-200,-73.24626,-200,-76.253235
5,5,H01,-84.25872,-74.30541,-86.687706,-76.6008,-83.990036,-89.79766,-89.081257,-89.782135,-83.506485,-82.02308,-60.197224,-61.590847,-76.008965,-74.794815,-87.842026,-200,-200,-200,-200,-77.268225,-200,-80.28218000000001
6,6,H01,-86.302185,-74.30541,-87.39761,-76.83825,-83.58727,-89.79766,-89.081257,-89.782135,-85.33375,-82.528275,-60.163754,-61.660282,-74.50324,-74.999344,-85.59404,-200,-200,-200,-200,-73.6012,-200,-76.606766
7,7,H01,-84.00397,-71.25026,-87.49984,-76.422325,-87.98306249999999,-89.79766,-89.081257,-89.782135,-82.39203,-82.5974,-63.0957755,-62.003147,-76.61432,-77.41767,-85.493225,-200,-200,-200,-200,-73.66888,-200,-76.6735
8,8,H01,-83.833595,-71.402,-87.573135,-80.509643,-83.65732,-89.79766,-89.081257,-89.782135,-81.64668,-82.261475,-63.0957755,-62.132072,-76.51006,-74.70635,-85.42095,-200,-200,-200,-200,-73.57086,-200,-76.57481
9,9,H01,-83.85798,-71.84289,-87.62834,-76.49703,-83.561,-89.79766,-89.081257,-89.782135,-81.845,-81.57024,-60.139755,-59.1943365,-76.43532,-74.485664,-85.36651,-200,-200,-200,-200,-74.143684,-200,-76.500465
10,10,H01,-84.13501,-72.305534,-86.687706,-76.67151,-83.7471,-89.79766,-89.081257,-89.782135,-82.64104,-81.65069,-59.863018,-62.69717,-76.63768,-74.54537,-87.842026,-200,-200,-200,-200,-77.268225,-200,-80.28218000000001
11,11,H01,-86.302185,-74.30541,-88.13583,-76.91743,-84.00863,-89.79766,-89.081257,-89.782135,-85.33375,-81.26512,-59.995007,-63.257225,-74.50324,-74.80462,-85.44005,-200,-200,-200,-200,-74.35918,-200,-76.55846
12,12,H01,-84.35151,-72.52468,-88.43833,-77.022606,-87.98306249999999,-89.79766,-89.081257,-89.782135,-82.91488,-80.85072,-63.0957755,-63.42655,-76.56365,-77.41767,-85.49918,-200,-200,-200,-200,-74.84931,-200,-76.18263
13,13,H01,-84.42,-72.695946,-88.9787,-80.509643,-84.00771,-89.79766,-89.081257,-89.782135,-83.02949,-80.413124,-60.10115,-63.388073,-76.398506,-75.017914,-85.547844,-200,-200,-200,-200,-75.05827,-200,-75.97057
14,14,H01,-84.57351,-72.939285,-86.687706,-77.11078,-84.20129,-89.79766,-89.081257,-89.782135,-82.637985,-81.57024,-59.897007,-59.1943365,-76.45695,-75.106514,-85.49842,-200,-200,-200,-200,-76.045364,-200,-75.7928
15,15,H01,-86.302185,-73.52814,-86.687706,-77.017,-84.54398,-89.79766,-89.081257,-89.782135,-82.4,-80.20939,-59.725872,-63.861877,-76.68636,-75.01309,-87.842026,-200,-200,-200,-200,-77.268225,-200,-80.28218000000001
16,16,H01,-86.302185,-74.30541,-89.16105,-76.93609,-84.498055,-89.79766,-89.081257,-89.782135,-85.33375,-80.11318,-59.58016,-63.793312,-74.50324,-74.85294,-85.962906,-200,-200,-200,-200,-76.041534,-200,-76.23244
17,17,H01,-85.06306,-74.30541,-89.06303,-76.9409,-87.98306249999999,-89.79766,-89.081257,-89.782135,-82.8728,-80.255455,-63.0957755,-63.8089,-76.712845,-77.41767,-85.96586,-200,-200,-200,-200,-75.95868,-200,-76.373055
18,18,H01,-84.973305,-73.66092,-88.97846,-80.509643,-84.378876,-89.79766,-89.081257,-89.782135,-82.96248,-80.2371,-59.69311,-63.89447,-76.41748,-74.86404,-85.96843,-200,-200,-200,-200,-75.81098,-200,-76.344925
19,19,H01,-84.975426,-73.52069,-86.687706,-77.08884,-84.2749,-89.79766,-89.081257,-89.782135,-83.11611,-81.57024,-59.716255,-59.1943365,-76.08438,-74.94565,-86.25807,-200,-200,-200,-200,-75.68088,-200,-76.2483
20,20,H01,-86.302185,-73.558815,-86.687706,-77.082726,-84.111465,-89.79766,-89.081257,-89.782135,-85.33375,-80.427086,-59.664795,-63.83296,-74.50324,-75.01815,-87.842026,-200,-200,-200,-200,-77.268225,-200,-80.28218000000001
21,21,H01,-86.302185,-74.30541,-88.98009,-76.94508,-84.17257,-89.79766,-89.081257,-89.782135,-85.33375,-80.46495,-59.687847,-63.77791,-74.50324,-75.28131,-86.1028,-200,-200,-200,-200,-75.56529,-200,-76.64382
22,22,H01,-84.97727,-73.44128,-89.197044,-76.82109,-87.98306249999999,-89.79766,-89.081257,-89.782135,-82.8204,-80.49906,-63.0957755,-63.79207,-76.15016,-77.41767,-86.029915,-200,-200,-200,-200,-75.461845,-200,-76.66736
23,23,H01,-85.1226,-73.33773,-89.32103,-80.509643,-87.98306249999999,-89.79766,-89.081257,-89.782135,-82.763985,-80.40658,-59.576298,-63.68151,-76.48366,-75.39087,-85.96426,-200,-200,-200,-200,-75.5599,-200,-76.62482
24,24,H01,-85.66429,-73.31451,-89.29981,-76.89382,-84.22725,-89.79766,-89.081257,-89.782135,-82.84567,-81.57024,-59.47581,-59.1943365,-76.914314,-75.36676,-85.90477,-200,-200,-200,-200,-75.95721,-200,-76.647964
