estimated
A10
A10
A10
A10
A10
A10
A09
A11
A10
A10
A10
A10
A07
A07
A10
A10
A10
A10
A10
A10
A10
A10
A10
A10
A07
A10
E03
A10
A07
A07
A07
A07
A10
A10
A10
A10
A07
A10
A10
A10
A10
A07
A10
E03
E02
E03
E03
E03
A10
A10
A10
A10
A10
A10
A09
E03
A07
E03
E03
E03
E03
E03
A07
A10
A06
A06
A07
A07
A07
A10
A07
A07
A07
A10
A10
A10
A10
A10
A10
A07
A10
A10
A10
A10
A10
A10
A10
A10
A10
A10
A10
A10
A10
A10
A11
A11
A11
A11
A11
A11
A10
A07
A09
A10
A10
A07
A07
A10
A07
A10
A07
A07
A07
A07
A10
A07
A07
A07
A07
A10
