estimated
A02
A09
A08
A01
S09
A08
A03
A08
A08
A08
A02
A02
A02
A02
A02
A02
R04
R04
A01
A02
A02
A02
A02
A02
A01
A01
A02
A02
A02
S08
A02
A02
A08
S09
S09
A01
A08
A02
A02
A02
A02
A02
A08
A08
A02
A02
A02
A02
A02
A05
A09
A02
A08
A08
A08
A01
A01
A01
A01
A03
A08
A02
A01
A01
A01
A08
A08
A08
A03
A08
A02
A02
A08
A08
A02
A08
A02
A08
A03
A08
A02
A08
A08
A08
A03
A01
A01
A03
A02
A08
A08
A02
A08
A08
A01
