estimated
A04
A11
A08
A09
A03
A03
A04
A03
A04
A04
A03
A04
A02
A06
A06
A04
A04
A04
A04
A04
A03
A03
A08
A04
A05
A05
A04
A05
A04
A04
A04
A04
A04
A05
A05
A05
A05
A05
A05
A08
A02
A03
A03
A01
A03
A09
A04
A03
A03
A05
A05
A09
A05
A04
A05
A03
A04
A05
A05
A05
A05
A04
A03
A03
A02
A02
A03
A03
A05
A05
A03
A05
A08
A05
A05
A05
A04
A08
A03
A03
A05
A04
A05
A04
A04
A04
A04
A05
A05
A05
A05
A04
A05
A05
