timeStamp,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,accer_x,accer_y,accer_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z
2022-06-30 21:06:57 +0000,-77.0,-200.0,-78.0,-66.0,-200.0,-79.0,-200.0,-200.0,-81.0,-200.0,-70.0,-200.0,-200.0,-64.0,-84.0,-87.0,-200.0,-200.0,-83.0,-200.0,-200.0, -200.0, -0.048126220703125,-0.1058502197265625,-1.01300048828125,0.1856849044561386,0.3961246907711029,0.27949821949005127,-75.98466491699219,18.014556884765625,-109.07321166992188
2022-06-30 21:06:58 +0000,-76.499504,-200.0,-73.996,-66.0,-200.0,-78.499504,-71.0,-74.0,-82.501495,-200.0,-71.001,-200.0,-69.0,-64.500496,-85.501495,-89.002,-200.0,-200.0,-81.999,-200.0,-200.0, -200.0, 0.02093505859375,-0.2536468505859375,-1.0651397705078125,-0.03635427728295326,-0.24184884130954742,0.10184354335069656,-75.98466491699219,18.014556884765625,-109.07321166992188
2022-06-30 21:06:59 +0000,-200.0,-61.0,-72.65957,-200.0,-78.0,-79.33577,-70.499504,-75.001,-200.0,-76.0,-71.00066,-79.0,-69.0,-65.33643,-87.00599,-89.67021,-200.0,-200.0,-200.0,-58.0,-200.0, -200.0, 0.092803955078125,-0.306427001953125,-0.9040679931640625,-0.07964342832565308,0.04656723514199257,0.03721208497881889,-75.98466491699219,18.014556884765625,-109.07321166992188
2022-06-30 21:07:00 +0000,-75.66357,-60.4995,-200.0,-66.33444,-79.501495,-80.00648,-70.33245,-74.66622,-83.002655,-70.995,-71.000496,-78.499504,-69.0,-200.0,-200.0,-200.0,-200.0,-200.0,-85.67821,-58.0,-200.0, -200.0, -0.00994873046875,-0.2629547119140625,-0.964752197265625,-0.08830882608890533,-0.11681849509477615,0.0422462560236454,-75.98466491699219,18.014556884765625,-109.07321166992188
2022-06-30 21:07:01 +0000,-73.986046,-59.66356,-75.514465,-66.75374,-81.00599,-200.0,-69.99702,-74.24676,-83.75722,-69.32446,-200.0,-77.99801,-69.0,-200.0,-87.00448,-91.011955,-200.0,-200.0,-86.51446,-57.331116,-200.0, -200.0, -0.0113677978515625,-0.214324951171875,-0.9901123046875,0.00250470289029181,0.015631690621376038,0.10098759829998016,-75.98466491699219,18.014556884765625,-109.07321166992188
2022-06-30 21:07:02 +0000,-73.786476,-59.748257,-77.636635,-66.80358,-200.0,-80.81473,-200.0,-200.0,-84.41352,-69.24278,-70.39323,-200.0,-200.0,-65.25174,-86.801186,-91.61671,-200.0,-200.0,-87.0175,-200.0,-200.0, -200.0, -0.0296478271484375,-0.2234039306640625,-1.0090179443359375,0.09308413416147232,0.007565241772681475,-0.07589902728796005,-75.98466491699219,18.014556884765625,-109.07321166992188
2022-06-30 21:07:03 +0000,-73.65301,-200.0,-77.528595,-66.836914,-82.514946,-81.52499,-70.20001,-74.803986,-84.682755,-200.0,-69.81738,-200.0,-69.20239,-65.403175,-87.00462,-91.851456,-200.0,-200.0,-87.86305,-200.0,-200.0, -200.0, -0.0315093994140625,-0.2133636474609375,-1.003662109375,-0.06812765449285507,-0.016993630677461624,-0.016410132870078087,-75.98466491699219,18.014556884765625,-109.07321166992188
2022-06-30 21:07:04 +0000,-200.0,-61.418327,-77.15805,-200.0,-82.61311,-81.88768,-70.33577,-75.17666,-200.0,-68.38409,-69.551056,-78.502,-68.99834,-65.674164,-87.29703,-92.01977,-200.0,-200.0,-200.0,-58.002995,-200.0, -200.0, -0.0261993408203125,-0.2283172607421875,-0.978790283203125,-0.06465835869312286,-0.03062661923468113,-0.0049010151997208595,-75.98466491699219,18.014556884765625,-109.07321166992188
2022-06-30 21:07:05 +0000,-73.70385,-60.498814,-200.0,-66.71427,-82.50906,-82.160866,-70.57965,-75.004234,-83.99653,-67.97949,-69.09179,-79.00757,-68.852036,-68.35968,-200.0,-200.0,-200.0,-200.0,-88.32275,-59.419117,-200.0, -200.0, -0.036102294921875,-0.1961212158203125,-1.0015106201171875,-0.03767840191721916,-0.01392646785825491,-0.04826366901397705,-75.98466491699219,18.014556884765625,-109.07321166992188
2022-06-30 21:07:06 +0000,-73.74216,-60.279175,-76.878944,-66.75123,-82.58101,-200.0,-70.89268,-74.87435,-83.47965,-67.9825,-200.0,-79.00628,-68.48318,-200.0,-87.51727,-91.88788,-200.0,-200.0,-88.669,-60.366215,-200.0, -200.0, -0.1199188232421875,-0.2712249755859375,-1.016265869140625,0.1670909821987152,-0.062197327613830566,-1.0129673480987549,-75.98466491699219,18.014556884765625,-109.07321166992188
