timeStamp,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,accer_x,accer_y,accer_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z
2022-06-30 22:02:11 +0000,-92.0,-200.0,-89.0,-83.0,-200.0,-92.0,-200.0,-200.0,-93.0,-200.0,-67.0,-200.0,-200.0,-77.0,-94.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0, -200.0, 0.1469573974609375,-0.220062255859375,-1.017669677734375,0.13881061971187592,0.22186554968357086,0.389504075050354,-55.68595886230469,21.339981079101562,-123.39866638183594
2022-06-30 22:02:12 +0000,-89.497505,-200.0,-89.0,-82.499504,-200.0,-92.0,-87.0,-92.0,-93.0,-200.0,-67.0,-60.0,-70.0,-76.499504,-93.499504,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0, -200.0, -0.0515594482421875,-0.2942047119140625,-1.0049591064453125,-0.29008615016937256,-0.1445566564798355,-0.7080314755439758,-55.68595886230469,21.339981079101562,-123.39866638183594
2022-06-30 22:02:13 +0000,-200.0,-81.0,-89.0,-200.0,-91.0,-92.0,-89.002,-90.999,-200.0,-85.0,-65.66223,-60.5005,-71.501495,-77.00133,-92.99801,-200.0,-200.0,-200.0,-200.0,-75.0,-200.0, -200.0, -0.1812896728515625,-0.5474853515625,-0.6407012939453125,-0.3841809630393982,-0.07590781152248383,-0.3000522255897522,-55.68595886230469,21.339981079101562,-123.39866638183594
2022-06-30 22:02:14 +0000,-89.331116,-81.500496,-200.0,-83.67022,-90.499504,-92.0,-89.67021,-90.330444,-91.99667,-86.501495,-64.99203,-61.33644,-74.34376,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-75.500496,-200.0, -200.0, 0.0840301513671875,-0.45587158203125,-0.913665771484375,0.027399666607379913,0.2899625897407532,0.30141815543174744,-55.68595886230469,21.339981079101562,-123.39866638183594
2022-06-30 22:02:15 +0000,-88.99602,-81.33311,-89.75523,-82.494514,-91.33577,-200.0,-89.24974,-200.0,-91.99751,-87.002655,-200.0,-62.258724,-75.2642,-77.756226,-200.0,-200.0,-200.0,-200.0,-200.0,-76.00199,-200.0, -200.0, -0.1371307373046875,-0.4286346435546875,-0.9320526123046875,0.10979973524808884,0.34389638900756836,-0.44923585653305054,-55.68595886230469,21.339981079101562,-123.39866638183594
2022-06-30 22:02:16 +0000,-88.79443,-81.75274,-90.41194,-81.787254,-200.0,-91.59522,-200.0,-90.499,-91.99802,-88.008965,-63.576912,-200.0,-200.0,-77.80556,-92.99851,-200.0,-200.0,-200.0,-200.0,-76.253235,-200.0, -200.0, 0.1208648681640625,-0.3907928466796875,-0.9871978759765625,-0.0211231280118227,-0.06722298264503479,0.21014098823070526,-55.68595886230469,21.339981079101562,-123.39866638183594
2022-06-30 22:02:17 +0000,-87.47168,-200.0,-200.0,-82.502174,-200.0,-92.00333,-90.00875,-90.6004,-92.16805,-200.0,-63.1396,-64.63504,-76.02029,-77.66885,-92.99882,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0, -200.0, 0.022979736328125,-0.3840179443359375,-0.928558349609375,-0.004086886998265982,-0.08106183260679245,-0.15502393245697021,-55.68595886230469,21.339981079101562,-123.39866638183594
2022-06-30 22:02:18 +0000,-200.0,-80.99322,-200.0,-200.0,-90.74775,-92.14938,-90.17697,-90.66821,-200.0,-86.18564,-62.679512,-65.036385,-76.525955,-77.57084,-92.999016,-200.0,-200.0,-200.0,-200.0,-76.20198,-200.0, -200.0, 0.23626708984375,-0.563201904296875,-0.89373779296875,-0.011887552216649055,-0.48304441571235657,0.18623459339141846,-55.68595886230469,21.339981079101562,-123.39866638183594
2022-06-30 22:02:19 +0000,-200.0,-80.65496,-200.0,-83.1613,-89.98924,-92.38873,-89.71141,-90.716835,-91.703804,-85.13591,-62.203636,-64.59142,-76.00925,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-76.1677,-200.0, -200.0, 0.1546173095703125,-0.531219482421875,-0.8623046875,0.10553202033042908,-0.015543273650109768,-0.07205715030431747,-55.68595886230469,21.339981079101562,-123.39866638183594
2022-06-30 22:02:20 +0000,-87.25601,-80.558975,-200.0,-83.3991,-89.312256,-200.0,-89.36074,-200.0,-91.35412,-84.383286,-200.0,-64.77359,-75.620056,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-76.289665,-200.0, -200.0, 0.2094879150390625,-0.522857666015625,-0.934539794921875,0.045938462018966675,-0.05386775732040405,0.037104226648807526,-38.16255187988281,1.8776397705078125,-107.18759155273438
