"Date","001","002","003","004","005","006","007","008","009","010","011","012","013","014","015","016","017","018","019","020","021","022","accer_x","accer_y","accer_z","gyro_x","gyro_y","gyro_z","magn_x","magn_y","magn_z"
"2022-07-01T00:45:21.025","-76.0","-79.0","-200","-200","-200","-71.0","-200","-65.0","-88.0","-80.0","-91.0","-200","-200","-200","-73.0","-62.0","-84.0","-88.0","-57.0","-200","-200","-200","-1.0223241","1.270124","9.712079","-0.02695443","0.04589125","0.010995574","16.7025","-13.799999","-37.2975"
"2022-07-01T00:45:22.120","-200","-200","-200","-74.0","-70.0","-200","-200","-66.00025","-91.50088","-81.00025","-200","-200","-200","-200","-200","-62.0","-200","-200","-57.500126","-200","-200","-200","-1.1971009","1.1731589","9.7803135","0.06956228","-0.010919216","0.004886922","18.6","-12.8025","-36.3975"
"2022-07-01T00:45:23.253","-200","-200","-76.0","-74.0","-70.0","-200","-63.0","-200","-91.33378","-81.33378","-92.500374","-200","-82.0","-94.0","-71.99975","-62.33361","-200","-200","-200","-200","-64.0","-91.0","-1.3563153","1.4413095","9.66659","0.014584408","-0.05062546","0.015271631","19.4025","-12.997499","-35.7"
"2022-07-01T00:45:24.367","-76.50012","-77.99975","-76.0","-200","-70.0","-70.49988","-61.99975","-66.33378","-200","-200","-93.00066","-200","-81.49988","-93.49988","-75.002335","-200","-82.499626","-89.00025","-200","-200","-64.0","-91.0","-1.9764135","1.9440918","8.762778","0.10132727","0.048945576","0.025045475","19.199999","-13.1025","-35.9025"
"2022-07-01T00:45:25.488","-200","-80.335106","-200","-200","-200","-70.333115","-61.33261","-67.25194","-89.74757","-200","-200","-200","-85.67006","-200","-75.75306","-61.749187","-80.66489","-88.66656","-59.668556","-200","-200","-200","-1.5179238","1.8722657","8.445546","0.02985604","0.030619621","-0.09407325","21.0","-17.699999","-32.7975"
"2022-07-01T00:45:26.611","-77.33411","-82.00424","-200","-75.33444","-200","-200","-200","-67.2014","-89.1964","-83.50412","-200","-200","-200","-200","-200","-60.997105","-79.74706","-200","-60.252438","-200","-200","-200","-1.1695676","1.9009962","9.683349","0.12759447","0.19066632","0.106901415","16.8975","-16.102499","-35.7"
"2022-07-01T00:45:27.741","-200","-200","-75.66639","-77.75506","-200","-200","-61.49975","-200","-88.99609","-84.40599","-200","-200","-85.752686","-91.665054","-200","-60.327873","-200","-200","-60.602997","-200","-62.99917","-89.33195","-0.7757214","-0.34715924","10.205285","-0.21449006","0.19677497","0.11301007","17.0025","-14.3025","-36.0975"
"2022-07-01T00:45:28.868","-200","-82.40459","-75.74994","-200","-70.50088","-74.507126","-61.399498","-200","-200","-200","-93.75181","-200","-84.7993","-90.747185","-75.602","-200","-81.201996","-87.748314","-200","-200","-64.00113","-88.24707","-1.3634979","0.90740246","9.7803135","0.029245174","0.04222606","0.06047566","17.602499","-11.197499","-36.3975"
"2022-07-01T00:45:29.981","-77.0","-83.34142","-76.0007","-200","-70.8016","-76.41139","-62.002327","-66.66539","-200","-200","-200","-200","-84.665474","-89.59431","-76.17092","-200","-81.3356","-88.2","-59.83232","-200","-64.6027","-87.59571","-1.757344","1.1563994","9.611523","-0.0037415496","0.09231701","0.036651913","19.8","-12.8025","-35.302498"
"2022-07-01T00:45:31.095","-76.1976","-84.01125","-200","-78.60659","-200","-78.68652","-200","-66.28215","-200","-84.672874","-200","-200","-200","-200","-76.29013","-60.99965","-81.14356","-200","-59.42508","-200","-200","-200","-1.7250223","1.2282255","9.725247","-0.030008756","-0.09582949","-0.054367006","20.4975","-12.8025","-34.8975"
"2022-07-01T00:45:32.208","-200","-200","-77.34002","-78.17017","-200","-200","-200","-200","-88.27773","-84.86369","-200","-200","-200","-200","-200","-61.50406","-200","-200","-58.993206","-200","-66.17609","-200","-1.7645266","0.10175357","9.622296","-0.105756044","0.13935363","1.536326","17.4975","-13.2975","-35.7975"
"2022-07-01T00:45:33.320","-200","-200","-77.29113","-76.27651","-70.834816","-78.01268","-62.28956","-200","-200","-85.51134","-200","-200","-84.28222","-88.49023","-76.75791","-61.222687","-200","-200","-200","-200","-65.71941","-87.16111","-1.8794483","0.29807812","9.661801","-0.06543894","-0.28764117","1.0396926","2.1","-12.8025","-39.0975"
"2022-07-01T00:45:34.451","-77.336525","-83.1272","-77.88487","-200","-71.72127","-78.13717","-63.261776","-67.507484","-200","-200","-200","-200","-83.61618","-88.41974","-77.34695","-200","-79.86455","-88.16651","-200","-200","-65.37652","-87.13795","-1.6017209","1.5622166","9.357738","-0.055665094","0.034895677","-0.035430185","-6.6974998","-11.0025","-39.3975"
"2022-07-01T00:45:35.558","-77.43192","-82.438705","-200","-200","-200","-77.67229","-200","-68.12466","-88.11662","-200","-200","-200","-83.09747","-200","-200","-60.99726","-79.0932","-87.855","-58.769238","-200","-200","-200","-2.3235726","1.6651673","9.77792","-0.008628472","0.06727154","0.0036651916","-4.2","-10.2","-39.802498"
"2022-07-01T00:45:36.676","-77.62965","-200","-79.358574","-75.10683","-200","-200","-200","-68.0106","-87.316956","-84.55495","-200","-200","-200","-200","-200","-61.644962","-78.47523","-200","-58.99548","-200","-200","-200","-2.0817583","1.2545617","9.4535055","-0.0037415496","-0.029245174","0.03604105","-3.9975","-9.8025","-39.899998"
"2022-07-01T00:45:37.798","-200","-200","-78.91653","-74.53299","-72.26078","-200","-63.344727","-200","-86.77771","-83.890144","-200","-200","-82.68191","-88.618996","-200","-62.100574","-200","-200","-59.08839","-200","-65.22185","-86.99446","-2.111686","1.2557588","9.509769","0.030466905","0.030619621","0.04642576","-3.6","-9.0","-40.4025"
"2022-07-01T00:45:38.918","-76.8847","-200","-78.461784","-74.07326","-72.006744","-77.70552","-64.0197","-200","-200","-200","-200","-200","-82.803825","-88.32471","-77.21034","-200","-78.523766","-87.36892","-200","-200","-66.11212","-86.65798","-2.6300306","0.82240826","9.965864","-0.06421721","0.012293663","0.1337795","-2.4975","-8.7","-40.5975"
