"Date","001","002","003","004","005","006","007","008","009","010","011","012","013","014","015","016","017","018","019","020","accer_x","accer_y","accer_z","gyro_x","gyro_y","gyro_z","magn_x","magn_y","magn_z"
"2022-06-30T09:46:38.632","-200","-90.0","-64.0","-79.0","-200","-200","-64.0","-64.0","-200","-76.0","-200","-200","-200","-82.0","-78.0","-76.0","-200","-79.0","-85.0","-200","-0.89543146","1.2090719","9.792285","0.035572723","0.03396411","0.013092879","21.299995","17.8","-39.3"
"2022-06-30T09:46:39.756","-67.0","-200","-63.499874","-200","-200","-200","-63.499874","-64.0","-200","-74.499626","-94.0","-94.0","-200","-200","-80.0005","-76.50012","-85.0","-200","-81.99925","-91.0","-1.0510546","1.4221559","9.885659","-0.022459477","0.06511824","-0.058378354","21.599998","17.600002","-39.7"
"2022-06-30T09:46:40.881","-68.500374","-86.99925","-200","-200","-71.0","-67.0","-62.66589","-200","-68.0","-73.99934","-90.99925","-92.499626","-85.0","-200","-200","-200","-87.0005","-200","-80.99867","-86.49888","-1.4652514","1.3946224","10.720038","0.19317596","0.30946434","-0.102971524","20.799995","17.0","-39.5"
"2022-06-30T09:46:42.014","-70.001495","-84.33061","-65.00117","-72.998505","-68.9995","-65.99975","-200","-65.33444","-68.0","-76.003","-200","-200","-85.50012","-83.500374","-200","-75.66605","-89.33561","-82.00075","-200","-83.66356","-1.3491327","1.5071499","10.228029","0.008694651","-0.032620203","0.13648766","19.5","16.7","-40.2"
"2022-06-30T09:46:43.153","-200","-85.750435","-68.506996","-71.33095","-70.33411","-66.66705","-200","-65.25069","-68.0","-200","-200","-200","-84.33244","-81.33178","-77.33144","-77.25231","-200","-83.00133","-80.748566","-200","-0.2896984","1.9452889","9.060856","-0.169678","-0.059498273","0.20551543","21.5","14.700001","-39.9"
"2022-06-30T09:46:44.268","-200","-200","-68.4053","-200","-200","-200","-62.248688","-64.5986","-200","-75.4006","-90.33228","-200","-200","-80.74782","-77.49888","-200","-200","-83.50187","-78.99361","-200","-0.47285482","2.1871033","9.847352","-0.005355251","-0.15234978","0.055242583","22.900002","13.5","-39.3"
"2022-06-30T09:46:45.400","-67.49675","-200","-200","-200","-68.497375","-66.750435","-62.198803","-200","-67.749565","-76.338104","-88.746445","-91.99934","-81.49438","-200","-75.59341","-200","-200","-200","-77.9901","-83.24694","0.6703765","1.673547","9.325416","0.08199848","0.19339995","1.0112467","25.099998","10.100002","-39.7"
"2022-06-30T09:46:46.532","-66.7953","-82.59091","-200","-68.7437","-67.59521","-64.9951","-62.500378","-65.00066","-68.201004","-76.72084","-87.99491","-200","-79.79041","-80.39721","-200","-200","-87.999374","-83.80239","-200","-83.398","-0.78410107","1.1695676","11.621455","0.21761055","0.009529499","0.4364225","29.799995","-10.200001","-35.7"
"2022-06-30T09:46:47.659","-200","-80.48283","-67.50029","-67.992714","-67.66298","-64.3262","-200","-67.44489","-71.8508","-200","-200","-200","-78.31864","-80.49813","-75.159195","-78.2047","-87.397705","-85.007484","-200","-83.498795","0.51235914","0.8690952","9.52174","-0.09637417","-0.0906524","0.035084028","28.099998","-16.7","-34.2"
"2022-06-30T09:46:48.776","-200","-200","-66.85322","-66.654495","-200","-200","-61.70951","-67.76707","-200","-200","-87.32604","-88.24294","-200","-80.28272","-77.00549","-79.67729","-200","-84.862625","-78.71044","-200","-0.3196259","1.9812019","9.31105","-0.07560475","0.01197296","-0.052880567","28.400002","-17.2","-34.1"
"2022-06-30T09:46:49.893","-66.997","-200","-200","-200","-200","-200","-61.62005","-200","-71.153336","-75.873405","-87.42294","-85.98762","-200","-200","-77.50916","-200","-86.99626","-200","-78.36868","-81.84545","-0.14724341","1.7549498","9.844957","-0.025513805","0.022357669","0.046690468","27.5","-16.0","-35.2"
"2022-06-30T09:46:51.011","-200","-78.54421","-200","-200","-200","-64.42308","-61.43801","-200","-70.37746","-75.55053","-87.87398","-87.329124","-78.84796","-200","-200","-200","-200","-200","-200","-80.85621","-0.21188685","1.7681179","9.466674","0.038627047","-0.02528982","0.008816822","27.700005","-15.799999","-35.3"
"2022-06-30T09:46:52.150","-67.285","-77.466866","-65.98909","-66.27282","-68.43036","-64.369736","-200","-67.68088","-69.66084","-200","-87.88814","-200","-79.3715","-78.98616","-76.77775","-78.86099","-87.428154","-85.5104","-200","-79.7487","-0.04070143","1.6639702","9.498995","0.0038077282","-0.0155159775","-0.07487172","27.599998","-14.700001","-35.3"
"2022-06-30T09:46:53.275","-200","-76.51547","-65.091385","-65.734055","-200","-63.766357","-200","-69.13312","-200","-200","-200","-200","-81.01525","-78.42588","-76.19177","-78.24806","-200","-85.67778","-78.66435","-200","0.11133038","1.3958195","9.467871","-0.035898514","-0.08026769","-0.02050471","28.0","-13.700001","-35.8"
