,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,CompassString
0,A11,-77.92231,-80.0,-72.0,-71.0,-68.69768,-72.098847,-70.0,-56.0,-80.49533,-80.0,-200,-200,-85.65111,-87.9925925,-71.0,-67.863556,-83.0,-88.0,-74.0,-88.74536,-73.0,-200.0,1
1,A11,-83.0,-80.50012,-75.546425,-69.499626,-68.69768,-72.098847,-69.30161749999999,-56.0,-76.0,-77.9995,-200,-200,-85.65111,-87.9925925,-71.0,-67.0,-82.258514,-86.25737,-69.79024,-88.74536,-73.50012,-200.0,1
2,A11,-81.499626,-81.33411,-75.546425,-71.98053,-76.0,-69.0,-69.30161749999999,-56.014763,-76.50012,-80.951225,-200,-200,-85.65111,-87.9925925,-71.0,-65.499626,-82.258514,-86.25737,-69.79024,-88.74536,-81.39542,-200.0,1
3,A11,-79.331276,-78.08198,-73.500374,-70.66739,-73.9995,-70.00025,-68.499626,-54.331944,-80.49533,-80.951225,-200,-200,-85.65111,-88.33195,-75.994514,-65.33295,-82.49988,-89.00025,-69.999,-88.74536,-81.39542,-200.0,1
4,A11,-77.92231,-78.08198,-74.00066,-69.74894,-73.66605,-72.00183,-68.33295,-55.000126,-80.49533,-80.951225,-200,-200,-85.65111,-87.9925925,-73.003494,-67.863556,-82.333115,-86.25737,-69.665726,-88.74536,-73.666885,-200.0,0
5,A11,-81.25181,-81.0,-73.499626,-69.5987,-68.69768,-72.098847,-68.75044,-55.0001,-80.33661,-78.333275,-200,-200,-85.65111,-88.24882,-72.60159,-66.75219,-82.258514,-86.25737,-69.74944,-88.74536,-73.75031,-200.0,1
6,A11,-80.800095,-81.0,-75.546425,-71.98053,-68.69768,-72.098847,-69.30161749999999,-56.014763,-79.751434,-79.00112,-200,-200,-85.65111,-88.600105,-72.33344,-67.0025,-82.258514,-86.25737,-69.79024,-88.74536,-73.8004,-89.59381,1
7,A11,-80.833565,-80.83257,-73.3994,-70.33561,-73.74969,-73.00312,-67.99811,-56.014763,-81.60669,-80.951225,-200,-200,-85.65111,-87.9925925,-75.994514,-67.6718,-84.503624,-86.25737,-70.200905,-88.74536,-81.39542,-200.0,1
8,A11,-77.92231,-78.08198,-73.33253,-72.012764,-72.596306,-75.20908,-67.83099,-54.330364,-80.49533,-80.20449,-200,-200,-85.65111,-87.9925925,-73.57955,-67.863556,-84.402596,-89.66023,-70.16727,-88.74536,-81.39542,-200.0,1
9,A11,-77.92231,-81.43178,-73.28471,-73.272064,-68.69768,-72.098847,-68.14286,-53.851513,-80.49533,-80.50511,-200,-200,-85.65111,-89.001915,-74.89348,-67.863556,-82.258514,-86.25737,-69.28051,-88.74536,-75.675545,-89.32696,1
10,A11,-80.13857,-78.08198,-75.546425,-74.47752,-68.69768,-72.098847,-69.30161749999999,-53.618053,-81.17025,-81.00762,-200,-200,-85.65111,-89.28921,-75.017815,-70.163315,-82.258514,-86.25737,-69.79024,-88.74536,-77.01625,-89.99886,1
11,A11,-79.238464,-82.51215,-75.546425,-71.98053,-68.69768,-74.83922,-69.30161749999999,-56.014763,-81.28955,-80.951225,-200,-200,-85.65111,-89.37883,-75.994514,-70.14272,-85.004906,-86.25737,-69.79024,-88.74536,-81.39542,-200.0,1
12,A11,-78.31274,-78.08198,-74.005356,-74.327675,-72.83132,-74.14342,-67.99876,-53.660973,-80.49533,-80.951225,-200,-200,-85.65111,-87.9925925,-75.994514,-70.126686,-84.86042,-86.25737,-69.37123,-88.74536,-81.39542,-200.0,1
13,A11,-77.92231,-82.11751,-74.56659,-74.48235,-68.69768,-74.37752,-67.6618,-53.391098,-80.49533,-81.38493,-200,-200,-85.65111,-87.9925925,-75.421684,-67.863556,-85.00411,-86.25737,-70.67792,-88.74536,-77.896835,-89.746826,1
14,A11,-78.48386,-82.612686,-74.813385,-75.03688,-68.69768,-72.098847,-67.59468,-53.169937,-81.75741,-82.69008,-200,-200,-89.98673,-89.898094,-75.752655,-70.72235,-82.258514,-86.25737,-71.52194,-88.74536,-77.68369,-89.88764,1
15,A11,-79.086555,-82.833496,-75.546425,-71.98053,-72.13666,-74.11037,-69.30161749999999,-56.014763,-81.44757,-82.41725,-200,-200,-89.98822,-89.90843,-76.28419,-71.39548,-85.00365,-86.25737,-69.79024,-88.74536,-77.3101,-200.0,1
16,A11,-79.41952,-78.08198,-74.73815,-71.98053,-71.99333,-73.794914,-66.98472,-56.014763,-81.5036,-80.951225,-200,-200,-85.65111,-89.9169,-75.994514,-71.44691,-84.80044,-89.99223,-72.12112,-88.74536,-81.39542,-200.0,1
17,A11,-77.92231,-78.08198,-74.67535,-74.4033,-68.69768,-72.098847,-66.6457,-52.985317,-80.49533,-83.02611,-200,-200,-85.65111,-87.9925925,-76.26179,-67.863556,-84.91139,-89.437996,-71.94065,-88.74536,-76.911446,-89.89904,1
18,A11,-77.92231,-82.2521,-75.09511,-74.00614,-68.69768,-72.098847,-66.594795,-53.45948,-80.80957,-82.85372,-200,-200,-89.482315,-87.9925925,-76.46305,-70.38683,-82.258514,-88.80517,-71.31466,-88.74536,-76.8339,-88.89096,0
19,A11,-78.99227,-81.75922,-75.546425,-71.98053,-71.09515,-73.44391,-69.30161749999999,-53.866726,-80.14513,-82.54992,-200,-200,-88.2353,-89.77091,-76.15553,-69.623375,-82.258514,-86.25737,-69.79024,-88.74536,-77.398834,-88.55991,0
20,A11,-78.55182,-81.629906,-75.546425,-71.98053,-70.78124,-73.916626,-69.30161749999999,-56.014763,-79.345345,-80.951225,-200,-200,-87.78987,-89.71425,-75.994514,-69.02919,-84.23828,-86.25737,-70.77701,-88.74536,-81.39542,-200.0,0
21,A11,-78.03147,-78.08198,-75.52914,-74.281334,-70.98646,-73.84437,-66.91859,-54.151524,-80.49533,-80.951225,-200,-200,-85.65111,-87.9925925,-75.994514,-67.863556,-85.007835,-88.42635,-70.31004,-88.74536,-81.39542,-200.0,1
22,A11,-77.92231,-81.6554,-75.8372,-74.58757,-68.69768,-72.098847,-67.88885,-54.14169,-80.49533,-80.951225,-200,-200,-85.65111,-87.9925925,-76.14544,-67.863556,-84.566246,-87.73349,-69.90053,-88.74536,-78.104546,-88.20044,0
