"Date","UUID","Major","Minor","RSSI","Filtered RSSI","Error"
"2022-05-20T05:23:52.142","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-76.0","0.0"
"2022-05-20T05:23:53.233","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-82","-79.003","8.982009"
"2022-05-20T05:23:56.560","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-78.66755","0.4456230025000075"
"2022-05-20T05:23:57.667","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-72","-76.98903","24.890420340899997"
"2022-05-20T05:24:02.099","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-75.574524","31.07531782657596"
"2022-05-20T05:24:03.206","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-74.6285","21.423012250000024"
"2022-05-20T05:24:04.319","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-74.09677","9.58998443290004"
"2022-05-20T05:24:06.529","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-77","-74.47225","6.3895200624999875"
"2022-05-20T05:24:07.636","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-75","-74.533516","0.21760732225599452"
"2022-05-20T05:24:08.746","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-75","-74.58278","0.17407252840000031"
"2022-05-20T05:24:12.074","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-80","-75.109116","23.920746301456"
"2022-05-20T05:24:13.179","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-79","-75.46013","12.530679616899953"
"2022-05-20T05:24:14.291","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-77","-75.59014","1.9877052195999854"
"2022-05-20T05:24:16.502","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-75.14543","26.475449884900048"
"2022-05-20T05:24:17.613","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-75","-75.13447","0.018082180899998173"
"2022-05-20T05:24:18.721","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-82","-75.62771","40.60607984410009"
"2022-05-20T05:24:22.043","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-73","-75.447014","5.987877516195979"
"2022-05-20T05:24:23.151","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-73","-75.28529","5.222550384100016"
"2022-05-20T05:24:26.472","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-72","-75.07586","9.460914739600035"
"2022-05-20T05:24:27.579","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-74","-75.00949","1.0190700600999991"
"2022-05-20T05:24:28.688","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-73","-74.88917","3.5689632888999734"
"2022-05-20T05:24:33.118","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-74.953896","1.0943335788159994"
"2022-05-20T05:24:34.228","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-79","-75.18391","14.56254288810002"
"2022-05-20T05:24:37.554","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-75","-75.17368","0.03016474240000156"
"2022-05-20T05:24:38.665","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-79","-75.381996","13.089952944015993"
"2022-05-20T05:24:43.088","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-75","-75.36159","0.13074732810000486"
"2022-05-20T05:24:44.199","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-73","-75.237564","5.006692654096027"
"2022-05-20T05:24:47.528","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-85","-75.74226","85.70574990759997"
"2022-05-20T05:24:48.638","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-88","-76.36694","135.32808496360002"
"2022-05-20T05:24:51.962","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-73","-76.19759","10.224581808100034"
"2022-05-20T05:24:53.070","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-72","-75.988976","15.911929528575952"
"2022-05-20T05:24:54.177","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-74","-75.8912","3.5766374399999914"
"2022-05-20T05:24:56.389","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-75.89649","0.010714320099999997"
"2022-05-20T05:24:57.498","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-75.90148","0.00970619039999872"
"2022-05-20T05:25:01.937","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-73","-75.76272","7.632621798400009"
"2022-05-20T05:25:03.043","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-73","-75.63161","6.925371192099973"
"2022-05-20T05:25:07.469","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-79","-75.79035","10.301853122499976"
"2022-05-20T05:25:08.579","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-80","-75.98748","16.10031675039996"
"2022-05-20T05:25:11.902","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-75.75529","22.612782984100022"
"2022-05-20T05:25:13.010","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-75.48878","30.12670588840006"
"2022-05-20T05:25:14.119","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-73","-75.37409","5.636303328099978"
"2022-05-20T05:25:16.337","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-75.49456","6.277229593599965"
"2022-05-20T05:25:17.447","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-75.60903","5.71673754089998"
"2022-05-20T05:25:18.562","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-75.717865","5.208140158224985"
"2022-05-20T05:25:21.883","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-73","-75.59458","6.731845376399966"
"2022-05-20T05:25:22.996","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-75.34158","28.532476896399928"
"2022-05-20T05:25:27.419","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-68","-75.01054","49.14767109160008"
"2022-05-20T05:25:28.532","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-74.83017","14.670202228899965"
