"Date","UUID","Major","Minor","RSSI","Filtered RSSI","Error"
"2022-05-19T05:11:47.999","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-74","-74.0","0.0"
"2022-05-19T05:11:49.058","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-67","-70.496506","12.225554208035977"
"2022-05-19T05:11:50.171","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-74","-71.66822","5.437197968399976"
"2022-05-19T05:11:53.498","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-77","-73.01047","15.916349620900016"
"2022-05-19T05:11:54.602","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-74","-73.21074","0.622931347599998"
"2022-05-19T05:11:57.925","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-72.66586","7.106809539599974"
"2022-05-19T05:12:00.141","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-71.54249","42.80417540010001"
"2022-05-19T05:12:03.461","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-72.11898","15.062316240400051"
"2022-05-19T05:12:04.575","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-72.56951","11.768261640100041"
"2022-05-19T05:12:07.889","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-71.77006","45.83371240360001"
"2022-05-19T05:12:13.434","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-77","-72.27819","22.295489676100047"
"2022-05-19T05:12:14.546","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-72.79437","27.098583696899993"
"2022-05-19T05:12:17.863","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-72.55844","6.545615233600023"
"2022-05-19T05:12:18.973","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-72.35491","5.545601108100018"
"2022-05-19T05:12:22.293","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-71.80032","46.244352102399986"
"2022-05-19T05:12:23.404","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-71.31176","39.838314297600085"
"2022-05-19T05:12:24.510","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-71.22155","1.492184402499984"
"2022-05-19T05:12:27.829","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-71.140816","1.3014611458560021"
"2022-05-19T05:12:28.938","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-70.74935","33.05502542250008"
"2022-05-19T05:12:30.054","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-70.39465","29.102248622499985"
"2022-05-19T05:12:35.599","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-70.85006","51.12164200360001"
"2022-05-19T05:12:37.820","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-70.80052","0.6408322704000095"
"2022-05-19T05:12:38.930","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-70.81187","0.03539289690000038"
"2022-05-19T05:12:40.041","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-70.76675","0.5879055625000028"
"2022-05-19T05:12:42.261","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-79","-71.21499","60.6063807001"
"2022-05-19T05:12:43.372","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-79","-71.63092","54.30334004639995"
"2022-05-19T05:12:44.486","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-79","-72.017914","48.74952491139594"
"2022-05-19T05:12:47.797","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-71.96529","0.9317847840999922"
"2022-05-19T05:12:48.908","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-72.27283","32.80047620890001"
"2022-05-19T05:12:50.016","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-72.5609","29.583808809999958"
"2022-05-19T05:12:53.347","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-72.48332","2.2002382224000185"
"2022-05-19T05:12:57.790","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-72.115456","50.62971408793592"
"2022-05-19T05:12:58.897","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-71.76916","45.82152710559999"
"2022-05-19T05:13:00.005","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-71.44271","41.50851214410007"
"2022-05-19T05:13:02.216","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-71.75631","38.98366481610001"
"2022-05-19T05:13:03.328","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-79","-72.10009","47.608758008100075"
"2022-05-19T05:13:04.439","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-72.37814","31.605309859599977"
"2022-05-19T05:13:05.550","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-72.6414","28.714593959999952"
"2022-05-19T05:13:07.764","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-68","-72.42532","19.583457102399993"
"2022-05-19T05:13:08.879","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-72.081474","50.147274012676"
"2022-05-19T05:13:09.984","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-72.26205","13.972270202499985"
"2022-05-19T05:13:13.310","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-72.20415","1.4499772224999963"
"2022-05-19T05:13:14.416","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-72.14913","1.320499756899999"
"2022-05-19T05:13:17.742","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-71.823715","46.5630864012251"
"2022-05-19T05:13:18.853","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-71.51417","42.43441078889991"
"2022-05-19T05:13:19.961","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-71.21959","38.68329976809996"
"2022-05-19T05:13:23.284","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-71.1646","1.3562931599999837"
"2022-05-19T05:13:24.393","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-71.157196","0.024710582415999688"
"2022-05-19T05:13:25.500","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-71.15014","0.022542019599997982"
"2022-05-19T05:13:28.820","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-65","-70.8748","34.513275039999925"
"2022-05-19T05:13:33.254","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-77","-71.148476","34.240333122575976"
"2022-05-19T05:13:34.370","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-71.14185","0.020121422500001457"
"2022-05-19T05:13:35.473","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-71","-71.13554","0.018371091600001624"
