"Date","UUID","Major","Minor","RSSI","Filtered RSSI","Error"
"2022-05-19T05:46:48.259","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-70","-70.0","0.0"
"2022-05-19T05:46:49.348","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-74.004","15.968015999999961"
"2022-05-19T05:46:52.674","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-74.67155","1.7647794025000099"
"2022-05-19T05:46:57.101","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-79","-75.761215","10.489728276224954"
"2022-05-19T05:46:58.217","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-75.80955","0.03627120249999941"
"2022-05-19T05:46:59.322","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-75.841866","0.025006361956001262"
"2022-05-19T05:47:02.646","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-83","-76.89084","37.32183590560003"
"2022-05-19T05:47:03.756","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-84","-77.81027","38.31275747289997"
"2022-05-19T05:47:04.866","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-77.60013","2.5604160168999774"
"2022-05-19T05:47:08.189","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-77.43114","2.048161699599998"
"2022-05-19T05:47:09.298","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-86","-78.26368","59.8506471424001"
"2022-05-19T05:47:12.621","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-87","-79.05181","63.17372427609995"
"2022-05-19T05:47:13.731","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-78","-78.96301","0.9273882600999943"
"2022-05-19T05:47:14.839","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-78.727295","7.438138017024989"
"2022-05-19T05:47:17.052","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-74","-78.37084","19.10424230560001"
"2022-05-19T05:47:18.160","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-78.20051","4.842244260099974"
"2022-05-19T05:47:19.269","020012ac-4202-649d-ec11-b6cbc8814ad7","420","420","-76","-78.049194","4.199196049636"
